scope,dimension,value,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak
HOLDOUT,week,2025-17,7,0.57142857142857,0.17784926574069,1.2449448601848,5.3857142857137,37.699999999996,1.9846794121477,1.2643149078028,1,6,2,0,5,0.184645248397,1,-1.1272778707654,791.83028571429,0.71428571428571,7,1,0.057313398041756,3
HOLDOUT,week,2025-18,19,0.42105263157895,-0.025014533381926,-0.47527613425659,-0.7578947368421,-14.4,0.88368010335996,2.0327829524699,2,17,1,2,16,-0.014661042004368,0.60846882856308,-3.7605331372497,843.85342105263,0.84210526315789,19,5,0.039033709989808,4
HOLDOUT,week,2025-19,26,0.53846153846154,0.098952625946885,2.572768274619,2.346153846154,61.000000000004,1.6539604986524,1.6537302322936,6,20,3,1,22,0.106950371151,0.57757859456545,-1.752399164121,841.53507692308,0.84615384615385,26,5,0.047081811918071,3
HOLDOUT,week,2025-20,19,0.73684210526316,0.25704769312682,4.8839061694097,4.8473684210527,92.100000000001,2.7542246236237,1.0192307692305,5,14,3,1,15,0.26937475486732,0.34222129432678,0.50282489479433,797.19536842105,0.78947368421053,19,5,0.044390783390909,2
HOLDOUT,week,2025-21,25,0.24,-0.25839940511526,-6.4599851278816,-4.0239999999998,-100.59999999999,0.35657704631108,6.4599851278816,8,17,2,6,17,-0.24755672319724,1,-9.9543147353905,753.34348,0.68,25,5,0.046856478486985,4
HOLDOUT,week,2025-22,16,0.25,-0.41463429527989,-6.6341487244782,-8.3250000000002,-133.2,0.16485230447097,6.6341487244782,5,11,0,3,13,-0.40557152825838,,-7.8015031123802,781.50075,0.8125,16,4,0.04466336269348,5
HOLDOUT,week,2025-23,14,0.57142857142857,0.059665178863874,0.83531250409424,0.57857142857136,8.099999999999,1.2290356438116,2.1320021970462,4,10,2,2,10,0.069689369089071,0.60592571329349,-2.795602588357,807.30378571429,0.71428571428571,14,4,0.045205132592281,3
HOLDOUT,week,2025-24,8,0.5,-0.13739597325251,-1.0991677860201,-2.1125000000002,-16.900000000002,0.58524859452254,1.3882085056785,0,8,0,2,6,-0.12541698976862,1,-2.3731575691036,817.39525,0.75,8,3,0.037517667380963,2
HOLDOUT,week,2025-25,5,0.6,0.28135751157979,1.406787557899,4.0399999999998,20.199999999999,3.8529572550296,0.46315789473647,1,4,1,0,4,0.2937767178338,0.70217061026902,0,1060.3902,0.8,5,3,0.040984428101109,1
HOLDOUT,week,2025-26,1,1,0.27485380116925,0.27485380116925,4.700000000001,4.700000000001,inf,0,0,1,0,0,1,0.286549707602,1,0,900.22,1,1,1,0.065672730004288,0
