family,variant,geometry,month,mean,n,p10,p50,p90,part,sd,side
ELASTICNET,FULL486,3,202502,-0.14441816796898,959,-0.45302534965357,-0.14091599034506,0.1961149095549,val,0.35338492755902,short_score
ELASTICNET,FULL486,3,202503,-0.1848344435705,1615,-0.35155735988798,-0.13024021744357,0.046633342168964,fit,0.39959689778027,long_score
ELASTICNET,FULL486,3,202503,-0.065996272803793,1615,-0.24277023449296,-0.074649837306632,0.11621886032983,fit,0.14711903025985,short_score
ELASTICNET,FULL486,3,202503,-0.11784143455507,1126,-0.28161599678545,-0.091032691995061,0.092259706822169,val,0.29210275070485,long_score
ELASTICNET,FULL486,3,202503,-0.086467723643864,1126,-0.25008600573092,-0.091970723386173,0.073021780467631,val,0.13442600582767,short_score
ELASTICNET,FULL486,3,202504,-0.1495907356718,2741,-0.2772064192581,-0.10916070416372,0.028913201207306,fit,0.30783980451381,long_score
ELASTICNET,FULL486,3,202504,-0.07733527892266,2741,-0.22612687241205,-0.075679903746219,0.08429657003566,fit,0.14159662496778,short_score
ELASTICNET,FULL486,3,202504,-0.088003214211347,903,-0.23015696235229,-0.023682152665712,0.13301626849352,val,0.44645841831165,long_score
ELASTICNET,FULL486,3,202504,-0.073614573630118,903,-0.23304500978954,-0.068218977999966,0.09330984652578,val,0.15617826072736,short_score
ELASTICNET,FULL486,4,202502,-0.14396851758575,656,-0.43909469081593,-0.10853360909252,0.14333140094054,fit,0.29732128589814,long_score
ELASTICNET,FULL486,4,202502,-0.021748882264425,656,-0.26241743926409,-0.021899120472931,0.22327642006481,fit,0.21454055303524,short_score
ELASTICNET,FULL486,4,202502,-0.077112526900852,959,-0.37056858546932,-0.039769551594867,0.22869976361958,val,0.32326108921972,long_score
ELASTICNET,FULL486,4,202502,-0.078749503638893,959,-0.36073060076616,-0.098793414357212,0.20801821816893,val,0.26034638372822,short_score
ELASTICNET,FULL486,4,202503,-0.11477604407125,1615,-0.25511066422604,-0.10085407613476,0.030424646500006,fit,0.14652230685712,long_score
ELASTICNET,FULL486,4,202503,-0.047632963689607,1615,-0.15922919106241,-0.031956619282716,0.10423587040162,fit,0.21760296173859,short_score
ELASTICNET,FULL486,4,202503,-0.055726793408932,1126,-0.18985477126245,-0.051265727277256,0.08393611052423,val,0.12382187740408,long_score
ELASTICNET,FULL486,4,202503,-0.062951136537935,1126,-0.17900906579809,-0.05600736271908,0.071795137860149,val,0.16993791220402,short_score
ELASTICNET,FULL486,4,202504,-0.10652320757482,2741,-0.20546439207544,-0.092811385710423,0.012748333159406,fit,0.14573819645899,long_score
ELASTICNET,FULL486,4,202504,-0.045482883464299,2741,-0.14503732559248,-0.034307596315871,0.071397946296689,fit,0.14824429592634,short_score
ELASTICNET,FULL486,4,202504,-0.061916130345448,903,-0.17179807417113,-0.037924875106608,0.078299267677267,val,0.20050652137021,long_score
ELASTICNET,FULL486,4,202504,-0.070359988840543,903,-0.17585054165893,-0.049957728380172,0.059158461688435,val,0.18399112276731,short_score
ELASTICNET,FULL486,5,202502,-0.101427693756,656,-0.30895725547286,-0.080578243563346,0.082135019083023,fit,0.17290354019888,long_score
ELASTICNET,FULL486,5,202502,-0.01135316025607,656,-0.17557233681713,-0.018544464822649,0.14424165175753,fit,0.14325296035259,short_score
ELASTICNET,FULL486,5,202502,-0.02402207364006,959,-0.25356517206729,-0.0014864670614488,0.19156118143317,val,0.20895757109389,long_score
ELASTICNET,FULL486,5,202502,-0.065272477986669,959,-0.2491202934407,-0.080395656946412,0.12242348003734,val,0.17238076979922,short_score
ELASTICNET,FULL486,5,202503,-0.081714778751918,1615,-0.18643379708875,-0.073032555655417,0.020329745696978,fit,0.097530752829793,long_score
ELASTICNET,FULL486,5,202503,-0.037394108582562,1615,-0.11536828818257,-0.027360432711088,0.06915971841215,fit,0.15882498278862,short_score
ELASTICNET,FULL486,5,202503,-0.031966120356065,1126,-0.13173474446197,-0.031197194447825,0.07069823524942,val,0.083921558729394,long_score
ELASTICNET,FULL486,5,202503,-0.059635969451381,1126,-0.13088846747243,-0.055547527524358,0.027904418264853,val,0.11066217575796,short_score
ELASTICNET,FULL486,5,202504,-0.078739637010003,2741,-0.15175524738935,-0.071856263872928,-0.00210642288363,fit,0.076615020652708,long_score
ELASTICNET,FULL486,5,202504,-0.030477781406109,2741,-0.090879703841804,-0.024846508246658,0.047118208978013,fit,0.099025738659684,short_score
ELASTICNET,FULL486,5,202504,-0.028831537740722,903,-0.12080223193904,-0.017494787421376,0.069608558382893,val,0.098625342816139,long_score
ELASTICNET,FULL486,5,202504,-0.054583065870325,903,-0.11986458596333,-0.044130853097878,0.033643499069935,val,0.11218838212779,short_score
ELASTICNET,SCALE_FREE,1,202502,-0.34772157596034,656,-0.71732306005082,-0.26522029161153,0.18297873652094,fit,0.83785409576207,long_score
ELASTICNET,SCALE_FREE,1,202502,-0.19745008878526,656,-0.68135521183096,-0.16806681785488,0.28574460208718,fit,0.47309357842148,short_score
ELASTICNET,SCALE_FREE,1,202502,-0.29239715264965,959,-0.71624033268545,-0.22039021376497,0.28338615602179,val,0.74920562588791,long_score
ELASTICNET,SCALE_FREE,1,202502,-0.19031834764477,959,-0.71210468002839,-0.17523702414712,0.33278763608355,val,0.50104617671692,short_score
ELASTICNET,SCALE_FREE,1,202503,-0.27971468953499,1615,-0.46718162764193,-0.22245142603165,-0.022132216476697,fit,0.43038026572594,long_score
ELASTICNET,SCALE_FREE,1,202503,-0.14305095233569,1615,-0.3645994849234,-0.14608744263519,0.087172077061409,fit,0.19906059927736,short_score
ELASTICNET,SCALE_FREE,1,202503,-0.21086991554026,1126,-0.40612554808345,-0.18639262681083,0.026548151623757,val,0.30649428828536,long_score
ELASTICNET,SCALE_FREE,1,202503,-0.15048063840945,1126,-0.36572181291554,-0.14474005182519,0.058214141581157,val,0.17807741306128,short_score
ELASTICNET,SCALE_FREE,1,202504,-0.25670695467493,2741,-0.37952066065075,-0.20007667210841,-0.048473469455269,fit,0.45029821412772,long_score
ELASTICNET,SCALE_FREE,1,202504,-0.17553694105941,2741,-0.3446889416531,-0.16862737475981,0.010423614024676,fit,0.19125280452286,short_score
ELASTICNET,SCALE_FREE,1,202504,-0.25314645312388,903,-0.39817335489301,-0.17085958762243,0.020315505334228,val,0.61771695241034,long_score
ELASTICNET,SCALE_FREE,1,202504,-0.14537556698604,903,-0.34814526589731,-0.13237489789782,0.06756685786223,val,0.23523079230395,short_score
ELASTICNET,SCALE_FREE,2,202502,-0.33202159098824,656,-0.65563565902494,-0.20013814570636,0.17315717451206,fit,0.99527550170531,long_score
ELASTICNET,SCALE_FREE,2,202502,-0.085443496676044,656,-0.52244807241509,-0.094386529948171,0.38388538754294,fit,0.37856739179476,short_score
ELASTICNET,SCALE_FREE,2,202502,-0.28126665181936,959,-0.62387428049661,-0.16814662173225,0.19385740758232,val,0.83101746365301,long_score
ELASTICNET,SCALE_FREE,2,202502,-0.10215322010963,959,-0.55508575348412,-0.13111011832567,0.364915067636,val,0.41897514837708,short_score
ELASTICNET,SCALE_FREE,2,202503,-0.23617967590062,1615,-0.44496961876838,-0.17419032017678,0.040417160208232,fit,0.47285634739923,long_score
ELASTICNET,SCALE_FREE,2,202503,-0.095650238981288,1615,-0.31331891888854,-0.10702834788896,0.14197176656206,fit,0.18380373535416,short_score
ELASTICNET,SCALE_FREE,2,202503,-0.15672681250473,1126,-0.36291448339563,-0.12342423736758,0.096806276140222,val,0.34520317691454,long_score
ELASTICNET,SCALE_FREE,2,202503,-0.11792677418994,1126,-0.32154309599679,-0.12188646900784,0.083791033499273,val,0.16839230252531,short_score
ELASTICNET,SCALE_FREE,2,202504,-0.20675669162188,2741,-0.34667709229076,-0.14235029703729,0.012206920149043,fit,0.48028950341873,long_score
ELASTICNET,SCALE_FREE,2,202504,-0.10925860758302,2741,-0.28100223954664,-0.11427324605307,0.069362248673259,fit,0.14623156371768,short_score
ELASTICNET,SCALE_FREE,2,202504,-0.1901827183092,903,-0.33059503467947,-0.089035076726402,0.091551788906739,val,0.68300468502059,long_score
ELASTICNET,SCALE_FREE,2,202504,-0.088806400713531,903,-0.27461623206679,-0.095227322220616,0.10292454961521,val,0.16407007665396,short_score
ELASTICNET,SCALE_FREE,3,202502,-0.17499357137007,656,-0.50139212844426,-0.1246009821145,0.18026582313434,fit,0.41401712360438,long_score
ELASTICNET,SCALE_FREE,3,202502,-0.12859085625664,656,-0.41595737402462,-0.104246237038,0.22973025094253,fit,0.42538434803005,short_score
ELASTICNET,SCALE_FREE,3,202502,-0.16144899317531,959,-0.47830109320438,-0.10975101119828,0.19617964850433,val,0.3886270214225,long_score
ELASTICNET,SCALE_FREE,3,202502,-0.11468333225713,959,-0.4097966082524,-0.10721012818664,0.21720237992305,val,0.35241086555817,short_score
ELASTICNET,SCALE_FREE,3,202503,-0.18904643075308,1615,-0.34803530181449,-0.12814618944684,0.045427470658688,fit,0.42805477284664,long_score
ELASTICNET,SCALE_FREE,3,202503,-0.066041045767089,1615,-0.24257059202724,-0.073658840639859,0.11303153705615,fit,0.14677104307707,short_score
ELASTICNET,SCALE_FREE,3,202503,-0.12588584018056,1126,-0.28241120363296,-0.096384684932196,0.07735552205216,val,0.31056189373455,long_score
ELASTICNET,SCALE_FREE,3,202503,-0.08608055675352,1126,-0.24876324758737,-0.089928186257836,0.074719470305231,val,0.13362129157212,short_score
ELASTICNET,SCALE_FREE,3,202504,-0.15146580146518,2741,-0.27764673860617,-0.10970018152771,0.026472616804006,fit,0.32134230547337,long_score
ELASTICNET,SCALE_FREE,3,202504,-0.077335283110304,2741,-0.22612694973352,-0.075679957436071,0.08429645092295,fit,0.14159664860285,short_score
ELASTICNET,SCALE_FREE,3,202504,-0.1189472058372,903,-0.26154248178884,-0.049419646495297,0.1102455996034,val,0.47018173791323,long_score
ELASTICNET,SCALE_FREE,3,202504,-0.073614586409161,903,-0.23304500473217,-0.068218967079065,0.093309834181258,val,0.15617828424105,short_score
ELASTICNET,SCALE_FREE,4,202502,-0.13949631024438,656,-0.43541055559037,-0.10987524420851,0.13861134551374,fit,0.27900123394107,long_score
ELASTICNET,SCALE_FREE,4,202502,-0.020701186073482,656,-0.26865994655334,-0.027043912450254,0.2283561250354,fit,0.20807540802314,short_score
ELASTICNET,SCALE_FREE,4,202502,-0.14259911446652,959,-0.43290238798258,-0.097506694776476,0.14834376522816,val,0.30169689424361,long_score
ELASTICNET,SCALE_FREE,4,202502,-0.02639800663351,959,-0.30441520503963,-0.049266287405868,0.24060234674315,val,0.2530931137366,short_score
ELASTICNET,SCALE_FREE,4,202503,-0.1155818893552,1615,-0.24511634180706,-0.10013279023261,0.02548165752071,fit,0.15455319272009,long_score
ELASTICNET,SCALE_FREE,4,202503,-0.045277261350273,1615,-0.15900469209809,-0.030990877106947,0.10422834273712,fit,0.20241991959205,short_score
ELASTICNET,SCALE_FREE,4,202503,-0.078353400932991,1126,-0.20675477144147,-0.071361269931739,0.056926827517619,val,0.12517291036762,long_score
ELASTICNET,SCALE_FREE,4,202503,-0.054462023489665,1126,-0.16741508041723,-0.047668836618621,0.078944110588434,val,0.15826174164716,short_score
ELASTICNET,SCALE_FREE,4,202504,-0.10714094086064,2741,-0.2057321979417,-0.091993045818184,0.01126323274354,fit,0.14954863985657,long_score
ELASTICNET,SCALE_FREE,4,202504,-0.045032886722663,2741,-0.1447769249706,-0.033823271272993,0.072585793020156,fit,0.14505906097496,short_score
ELASTICNET,SCALE_FREE,4,202504,-0.086836291915151,903,-0.20055594758456,-0.059385019634425,0.057393149145451,val,0.2104178788385,long_score
ELASTICNET,SCALE_FREE,4,202504,-0.055533772286287,903,-0.1619633746061,-0.034003380150517,0.074577459301306,val,0.17868264453881,short_score
ELASTICNET,SCALE_FREE,5,202502,-0.099566503705894,656,-0.30230555474968,-0.07968420997736,0.080958194864008,fit,0.16832383305398,long_score
ELASTICNET,SCALE_FREE,5,202502,-0.012523336602016,656,-0.17523664296802,-0.018351180491149,0.14900325617069,fit,0.144113897286,short_score
ELASTICNET,SCALE_FREE,5,202502,-0.10458386947175,959,-0.32184420551859,-0.074812098866332,0.10138317425497,val,0.20085399359642,long_score
ELASTICNET,SCALE_FREE,5,202502,-0.011528037011141,959,-0.18946497365144,-0.025828298982599,0.17667270953152,val,0.16658749429018,short_score
ELASTICNET,SCALE_FREE,5,202503,-0.081813343614907,1615,-0.18401916069265,-0.073839790284548,0.019274127134456,fit,0.097138813838534,long_score
ELASTICNET,SCALE_FREE,5,202503,-0.036830674676619,1615,-0.11367706936728,-0.027380026246166,0.067111481779784,fit,0.15533155601239,short_score
ELASTICNET,SCALE_FREE,5,202503,-0.052596267574036,1126,-0.14975638341259,-0.051891612782558,0.049020142092976,val,0.083103124537584,long_score
ELASTICNET,SCALE_FREE,5,202503,-0.042991163641139,1126,-0.11617278714881,-0.040520127397954,0.044699255901521,val,0.10813662365358,short_score
ELASTICNET,SCALE_FREE,5,202504,-0.078899625532599,2741,-0.15130542051832,-0.072177939630426,-0.0016978966942283,fit,0.077128284158314,long_score
ELASTICNET,SCALE_FREE,5,202504,-0.030109112772191,2741,-0.091176592146971,-0.024762303864431,0.046352245944357,fit,0.09628078946522,short_score
ELASTICNET,SCALE_FREE,5,202504,-0.043546414155629,903,-0.14298236391767,-0.032953005836529,0.060496685732815,val,0.10387249373277,long_score
ELASTICNET,SCALE_FREE,5,202504,-0.039570120019108,903,-0.1052630843509,-0.029649472859037,0.046985284017749,val,0.10831738852234,short_score
EXTRA_TREES,FULL486,1,202502,-0.24026891180434,656,-0.36300026457613,-0.234772091165,-0.12242593990365,fit,0.089847820476663,long_score
EXTRA_TREES,FULL486,1,202502,-0.15374820093977,656,-0.28033790355064,-0.15209498226704,-0.034587814449818,fit,0.09270316430464,short_score
EXTRA_TREES,FULL486,1,202502,-0.20020108670848,959,-0.30463585748708,-0.20031692756484,-0.096683766005328,val,0.07727366416942,long_score
EXTRA_TREES,FULL486,1,202502,-0.15670774377977,959,-0.25842635578193,-0.15675796742527,-0.057081002193624,val,0.076889560908814,short_score
EXTRA_TREES,FULL486,1,202503,-0.22314142401249,1615,-0.30212262170875,-0.21986711169995,-0.14631782374739,fit,0.061520788431949,long_score
EXTRA_TREES,FULL486,1,202503,-0.14202018424617,1615,-0.23013154307411,-0.14853279733643,-0.045371186975029,fit,0.07304279411427,short_score
EXTRA_TREES,FULL486,1,202503,-0.18608794324266,1126,-0.2503727506887,-0.1816953883332,-0.12588677417511,val,0.049781711033935,long_score
EXTRA_TREES,FULL486,1,202503,-0.1470836740562,1126,-0.21950323687427,-0.15168186634938,-0.066266135701365,val,0.060205484398217,short_score
EXTRA_TREES,FULL486,1,202504,-0.20146652719134,2741,-0.2722014816075,-0.19722561376752,-0.13159112891525,fit,0.060770168042373,long_score
EXTRA_TREES,FULL486,1,202504,-0.16059770757404,2741,-0.2401411913571,-0.16822745501869,-0.076974612698793,fit,0.071060874784507,short_score
EXTRA_TREES,FULL486,1,202504,-0.1729479509758,903,-0.22831818600445,-0.16902206462436,-0.12082171380997,val,0.050479705717227,long_score
EXTRA_TREES,FULL486,1,202504,-0.15290615645033,903,-0.21897080909194,-0.16213615933225,-0.079903102198627,val,0.063382225865171,short_score
EXTRA_TREES,FULL486,2,202502,-0.19870026720237,656,-0.30088518992414,-0.1981778362342,-0.093588263914395,fit,0.076278593059144,long_score
EXTRA_TREES,FULL486,2,202502,-0.10866725847456,656,-0.21438889472795,-0.11701590710622,0.016399015942145,fit,0.085882912618588,short_score
EXTRA_TREES,FULL486,2,202502,-0.18124663220655,959,-0.27959335227345,-0.17240232133337,-0.09722293784961,val,0.068765904139043,long_score
EXTRA_TREES,FULL486,2,202502,-0.12138166020662,959,-0.21323445539245,-0.13043559822223,-0.013619249425832,val,0.077354994689731,short_score
EXTRA_TREES,FULL486,2,202503,-0.17525044127547,1615,-0.26326898483577,-0.17721286182565,-0.080393942228871,fit,0.07358648712604,long_score
EXTRA_TREES,FULL486,2,202503,-0.097823425815809,1615,-0.18943627763459,-0.10543443682708,0.0024513686537537,fit,0.074019837788084,short_score
EXTRA_TREES,FULL486,2,202503,-0.069221216430832,1126,-0.1661021032138,-0.058452840515955,0.0079876578866151,val,0.066522572467388,long_score
EXTRA_TREES,FULL486,2,202503,-0.11120668728596,1126,-0.19089017949609,-0.11547066188693,-0.027922457124313,val,0.065409045948565,short_score
EXTRA_TREES,FULL486,2,202504,-0.14895060753004,2741,-0.23635721774294,-0.14684364481485,-0.05806972932841,fit,0.072214673872778,long_score
EXTRA_TREES,FULL486,2,202504,-0.1079399575476,2741,-0.1850071415962,-0.11720068626091,-0.025056479803943,fit,0.070725234502142,short_score
EXTRA_TREES,FULL486,2,202504,-0.086925759256422,903,-0.15067107753817,-0.075868446318742,-0.034975569665653,val,0.050538552700987,long_score
EXTRA_TREES,FULL486,2,202504,-0.10251383774535,903,-0.16558923226185,-0.11094638566269,-0.029544115382748,val,0.060654387135448,short_score
EXTRA_TREES,FULL486,3,202502,-0.13239012990424,656,-0.22172784228103,-0.13637654514829,-0.035498182461925,fit,0.070072792878962,long_score
EXTRA_TREES,FULL486,3,202502,-0.082471564964838,656,-0.16918339132183,-0.090082457121762,0.026297190977485,fit,0.074154280756754,short_score
EXTRA_TREES,FULL486,3,202502,-0.08201290109762,959,-0.17248717216173,-0.074293720301214,-0.0037135240479866,val,0.062362885917862,long_score
EXTRA_TREES,FULL486,3,202502,-0.10985750252962,959,-0.20302337564389,-0.11438724934206,-0.010696808819838,val,0.074452399944241,short_score
EXTRA_TREES,FULL486,3,202503,-0.13405846124572,1615,-0.20989143253985,-0.13118753454901,-0.061987109765309,fit,0.063159548847044,long_score
EXTRA_TREES,FULL486,3,202503,-0.067248602594677,1615,-0.14885880264928,-0.069654839468259,0.018500142438652,fit,0.063589874118563,short_score
EXTRA_TREES,FULL486,3,202503,-0.080464406246315,1126,-0.171877714844,-0.069828738933506,0.0032697358529195,val,0.073172834307979,long_score
EXTRA_TREES,FULL486,3,202503,-0.090359005454226,1126,-0.15749557832546,-0.094796681571956,-0.019051807673771,val,0.05727144024806,short_score
EXTRA_TREES,FULL486,3,202504,-0.11454386874051,2741,-0.17999461026555,-0.11186438658573,-0.044536871395946,fit,0.058354171263101,long_score
EXTRA_TREES,FULL486,3,202504,-0.069522531118195,2741,-0.14038700116065,-0.071466520303955,-0.00053581551969792,fit,0.059439040355749,short_score
EXTRA_TREES,FULL486,3,202504,-0.068461551259068,903,-0.12587199005295,-0.063415867554972,-0.013372745473364,val,0.049720978264998,long_score
EXTRA_TREES,FULL486,3,202504,-0.066075425312057,903,-0.13050161622829,-0.068329945468536,-0.0020680990633063,val,0.054349972451891,short_score
EXTRA_TREES,FULL486,4,202502,-0.11494210034991,656,-0.19278090086589,-0.11602571036735,-0.02979066768226,fit,0.063698826354646,long_score
EXTRA_TREES,FULL486,4,202502,-0.018203125025313,656,-0.094517709934688,-0.025302503459068,0.072491324999987,fit,0.061968748380903,short_score
EXTRA_TREES,FULL486,4,202502,-0.070303353500812,959,-0.14452701562602,-0.063204023134821,-0.010054299868069,val,0.050870313444053,long_score
EXTRA_TREES,FULL486,4,202502,-0.045565067518958,959,-0.10877235102304,-0.057194158892464,0.043802386068643,val,0.058163660131421,short_score
EXTRA_TREES,FULL486,4,202503,-0.10173303022735,1615,-0.167167856188,-0.10160214667052,-0.035298015927685,fit,0.051094784182294,long_score
EXTRA_TREES,FULL486,4,202503,-0.02382272457202,1615,-0.085241588160357,-0.025302639930365,0.040054319417067,fit,0.049972187665485,short_score
EXTRA_TREES,FULL486,4,202503,-0.06286559088829,1126,-0.12809403144131,-0.055753172284318,-0.0077821043945473,val,0.048328041224929,long_score
EXTRA_TREES,FULL486,4,202503,-0.057447097569156,1126,-0.10669641161569,-0.065094846807983,0.0018943231374503,val,0.045178319484025,short_score
EXTRA_TREES,FULL486,4,202504,-0.092141939636287,2741,-0.15090008554881,-0.092634746333271,-0.030569381103524,fit,0.049191302211786,long_score
EXTRA_TREES,FULL486,4,202504,-0.031706884325885,2741,-0.089667963436447,-0.0304418307167,0.024225665972427,fit,0.047252632426816,short_score
EXTRA_TREES,FULL486,4,202504,-0.059738737057323,903,-0.11842816308408,-0.059096553551026,0.003116805104061,val,0.049490174336848,long_score
EXTRA_TREES,FULL486,4,202504,-0.041645579861487,903,-0.099294519152364,-0.043652526292246,0.017151610960142,val,0.045191509306459,short_score
EXTRA_TREES,FULL486,5,202502,-0.094995904109458,656,-0.17173466533068,-0.092146966536706,-0.021897288274456,fit,0.058198095459899,long_score
EXTRA_TREES,FULL486,5,202502,-0.0073593915566189,656,-0.07258756897386,-0.011994149157233,0.062553919490588,fit,0.051070741561759,short_score
EXTRA_TREES,FULL486,5,202502,-0.066577439525008,959,-0.14217886034527,-0.058313662212644,-0.0061145160490984,val,0.050653347017889,long_score
EXTRA_TREES,FULL486,5,202502,-0.042009771076143,959,-0.094708551354456,-0.048146714667018,0.024936596683656,val,0.04624198482572,short_score
EXTRA_TREES,FULL486,5,202503,-0.078781981022037,1615,-0.13562202392332,-0.076568863813603,-0.025645770100086,fit,0.044147063932892,long_score
EXTRA_TREES,FULL486,5,202503,-0.020086604339567,1615,-0.074502048471701,-0.016749213169604,0.02642814114017,fit,0.039495744420593,short_score
EXTRA_TREES,FULL486,5,202503,-0.043406575927424,1126,-0.092271727759396,-0.039471868919414,0.00071219618748518,val,0.03637918823616,long_score
EXTRA_TREES,FULL486,5,202503,-0.065063266438643,1126,-0.10818232006763,-0.069264037651109,-0.014946396454047,val,0.036129959716188,short_score
EXTRA_TREES,FULL486,5,202504,-0.073045012985245,2741,-0.12070201906695,-0.074008750108564,-0.020796703289992,fit,0.04018824452595,long_score
EXTRA_TREES,FULL486,5,202504,-0.021165678264759,2741,-0.065952811235245,-0.021229616177713,0.02361702660612,fit,0.037239433473972,short_score
EXTRA_TREES,FULL486,5,202504,-0.047482136515068,903,-0.093510782615144,-0.045821920946988,-0.0015366697280701,val,0.037376277778582,long_score
EXTRA_TREES,FULL486,5,202504,-0.028714199297409,903,-0.071459391722215,-0.033037638915757,0.021901997535989,val,0.037476886543878,short_score
EXTRA_TREES,SCALE_FREE,1,202502,-0.24014778444458,656,-0.36465110148659,-0.23573218719994,-0.12529937432577,fit,0.088370612573262,long_score
EXTRA_TREES,SCALE_FREE,1,202502,-0.15332958905604,656,-0.26103071313178,-0.1526377140285,-0.04501654888025,fit,0.08242071041723,short_score
EXTRA_TREES,SCALE_FREE,1,202502,-0.23687343082736,959,-0.35300438629839,-0.23275157326792,-0.12235929558027,val,0.085523057544166,long_score
EXTRA_TREES,SCALE_FREE,1,202502,-0.15488830444548,959,-0.2492600503916,-0.15688386931084,-0.054440464096292,val,0.072568430243085,short_score
EXTRA_TREES,SCALE_FREE,1,202503,-0.22228497312498,1615,-0.29811111554142,-0.221441259708,-0.14627308732658,fit,0.060690565671048,long_score
EXTRA_TREES,SCALE_FREE,1,202503,-0.14187426174484,1615,-0.22663059322747,-0.14565699918703,-0.05231485283051,fit,0.068547759889605,short_score
EXTRA_TREES,SCALE_FREE,1,202503,-0.22033839077595,1126,-0.28593797732822,-0.21820246209737,-0.15601032762982,val,0.051771642840331,long_score
EXTRA_TREES,SCALE_FREE,1,202503,-0.14141754711899,1126,-0.21449583793063,-0.14579973609002,-0.062017072160423,val,0.059517661382315,short_score
EXTRA_TREES,SCALE_FREE,1,202504,-0.20093448202119,2741,-0.26064928394481,-0.19780266657098,-0.14111008635763,fit,0.058280753861145,long_score
EXTRA_TREES,SCALE_FREE,1,202504,-0.16016640883472,2741,-0.23671764134849,-0.1671441981007,-0.079623879615971,fit,0.069225124743961,short_score
EXTRA_TREES,SCALE_FREE,1,202504,-0.19498774021515,903,-0.25092783802808,-0.19078819179688,-0.14231179278718,val,0.053068492171345,long_score
