scenario_id,experiment_id,retest_reference_type,retest_score_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_symbols_first120,prefilter_h4_bias_h1_reversal,opening_range_low|neckline_level,high,16,10,0.625,228.02,363.18,-135.16,2.6870375850843446,9.1406,0.5712875,2.523433333333333,67.58000000000001,0.6758000000000001,3.3740751701686884,1,0,6,10,0,1.01013125,0.5443187500000001,4.325,-0.29999999999999993,0.20000000000000004,2.25,2.7
all_symbols_first120,prefilter_h4_bias_h1_reversal,session_high|opening_range_high|neckline_level,high,172,70,0.4069767441860465,-75.37000000000016,1722.7800000000004,-1798.1499999999994,0.9580846981620004,-3.224999999999999,-0.018749999999999996,0.9583718420685775,314.4600000000001,3.144600000000001,-0.2396807225084276,13,1,67,38,66,0.5607831395348839,0.6366610465116278,4.2540697674418535,-0.2808139534883715,0.1999999999999997,3.9104651162790693,3.0720930232558112
all_symbols_first120,prefilter_h4_bias_h1_reversal,session_low|opening_range_low|neckline_level,high,90,25,0.2777777777777778,-728.6699999999996,493.41999999999996,-1222.0900000000001,0.40375095123927035,-30.952700000000007,-0.343918888888889,0.4073418104463408,736.8699999999997,7.368699999999996,-0.9888718498513984,7,3,46,9,32,0.45225666666666675,0.7019533333333333,4.234444444444443,-0.2833333333333337,0.19999999999999965,3.888888888888887,3.1199999999999988
all_symbols_first120,prefilter_soft,neckline_level,high,716,294,0.4106145251396648,-812.9700000000009,7271.290000000006,-8084.2599999999975,0.8994379201064796,-34.19760000000002,-0.04776201117318439,0.9075960062460837,1036.6700000000008,10.366700000000009,-0.784212912498674,70,6,332,187,191,0.6524991620111738,0.6248590782122906,4.296648044692772,-0.2991620111731877,0.20000000000000057,3.9125698324022324,3.589525139664805
all_symbols_first120,prefilter_soft,opening_range_low|neckline_level,high,4,2,0.5,57.58,68.26,-10.68,6.391385767790263,2.5515999999999996,0.6378999999999999,6.203099510603589,5.340000000000003,0.05340000000000003,10.782771535580517,1,0,0,2,2,0.920975,0.41657500000000003,4.4,-0.3,0.2,2.25,2.25
all_symbols_first120,prefilter_soft,session_high|opening_range_high|neckline_level,high,471,181,0.3842887473460722,-1485.5999999999997,3371.810000000002,-4857.410000000002,0.6941579977807105,-71.41190000000003,-0.15161762208067947,0.6854323043309719,1533.9499999999996,15.339499999999994,-0.9684800677988201,28,2,195,72,202,0.45408450106157133,0.6397545647558387,4.373036093418287,-0.28089171974522137,0.2000000000000017,4.099150743099791,3.3543524416135955
all_symbols_first120,prefilter_soft,session_low|opening_range_low|neckline_level,high,298,113,0.37919463087248323,-768.5600000000004,2459.030000000001,-3227.589999999999,0.7618780576219415,-32.92489999999999,-0.11048624161073821,0.7788303938006487,903.2600000000007,9.032600000000008,-0.8508735026459711,25,1,128,56,113,0.540706040268456,0.6392637583892619,4.355369127516781,-0.2795302013422804,0.20000000000000104,4.312080536912755,3.3369127516778563
clean_target_path_first120,baseline_current,session_high|opening_range_high|neckline_level,none,34,16,0.47058823529411764,146.43999999999997,448.26,-301.82000000000005,1.4851898482539259,6.221,0.1829705882352941,1.4914600812121788,95.57000000000001,0.9557000000000001,1.5322800041854134,4,0,10,6,18,0.6880088235294116,0.5907411764705883,4.564705882352941,0.0,0.0,1.8529411764705883,2.5941176470588236
clean_target_path_first120,baseline_current,session_low|opening_range_low|neckline_level,none,12,2,0.16666666666666666,-111.78999999999999,75.36,-187.15,0.40267165375367353,-4.9193999999999996,-0.40995,0.3823108410135356,111.78999999999999,1.1179,-1.0,1,1,7,2,2,0.5416416666666667,0.790775,4.6000000000000005,0.0,0.0,2.9499999999999997,1.45
clean_target_path_first120,prefilter_h1_h4_notopp,neckline_level,high,12,4,0.3333333333333333,-57.76,139.98000000000002,-197.74,0.707899261656721,-2.0074000000000005,-0.16728333333333337,0.7512885320646248,102.86,1.0286,-0.5615399572234104,2,0,8,4,0,0.9096166666666666,0.7300583333333335,4.016666666666667,-0.29999999999999993,0.19999999999999998,1.45,2.6666666666666665
clean_target_path_first120,prefilter_h1_h4_notopp,session_high|opening_range_high|neckline_level,high,156,69,0.4423076923076923,62.059999999999995,1294.09,-1232.03,1.0503721500288141,2.740999999999999,0.017570512820512814,1.0506039800094897,126.7,1.2670000000000001,0.48981846882399366,14,1,38,18,99,0.5243551282051282,0.5319897435897436,4.389743589743581,-0.23205128205128217,0.19999999999999948,4.089743589743589,2.6858974358974343
clean_target_path_first120,prefilter_h1_h4_notopp,session_low|opening_range_low|neckline_level,high,98,30,0.30612244897959184,-797.5399999999996,565.7600000000001,-1363.3000000000002,0.41499303161446494,-34.69019999999999,-0.35398163265306115,0.4190336151341793,797.5399999999996,7.975399999999996,-1.0,6,0,52,8,38,0.4016530612244897,0.7065765306122449,4.315306122448975,-0.2908163265306127,0.19999999999999962,3.9591836734693864,2.9816326530612236
clean_target_path_first120,prefilter_h4_bias_h1_reversal,neckline_level,high,20,8,0.4,-31.77999999999995,293.56,-325.34,0.9023175754595193,-1.0645999999999995,-0.05322999999999998,0.9203608671583956,140.59999999999997,1.4059999999999997,-0.2260312944523468,2,0,12,8,0,0.954355,0.8131549999999999,3.7950000000000004,-0.23499999999999993,0.20000000000000004,0.8699999999999999,2.96
clean_target_path_first120,prefilter_h4_bias_h1_reversal,session_high|opening_range_high|neckline_level,high,104,46,0.4423076923076923,-61.28,984.4000000000002,-1045.6799999999998,0.9413969856935204,-2.800799999999996,-0.026930769230769196,0.9394010203684232,222.90999999999994,2.2290999999999994,-0.27490915616167966,10,0,40,16,48,0.5259355769230771,0.6343548076923077,4.340384615384611,-0.23269230769230806,0.1999999999999996,4.134615384615383,2.511538461538461
clean_target_path_first120,prefilter_h4_bias_h1_reversal,session_low|opening_range_low|neckline_level,high,60,18,0.3,-551.2599999999999,284.49999999999994,-835.7599999999999,0.34040872977888387,-24.868599999999994,-0.41447666666666655,0.32694795528972376,574.5899999999999,5.745899999999999,-0.9593971353486833,2,0,32,4,24,0.3787733333333332,0.7240599999999998,4.271666666666667,-0.28500000000000025,0.19999999999999982,4.0666666666666655,2.7999999999999994
clean_target_path_first120,prefilter_soft,neckline_level,high,20,6,0.3,-82.70999999999998,205.69,-288.4000000000001,0.7132108183079054,-3.0341000000000005,-0.15170500000000003,0.7485371877538167,127.92999999999999,1.2792999999999999,-0.6465254436019697,3,2,12,6,0,0.91493,0.705235,4.38,-0.030000000000000006,0.20000000000000004,2.08,3.000000000000001
clean_target_path_first120,prefilter_soft,opening_range_low|neckline_level,high,6,4,0.6666666666666666,108.67000000000002,136.75,-28.08,4.870014245014246,4.8576,0.8096,5.29723991507431,27.72,0.27719999999999995,3.920274170274171,2,1,1,4,0,1.4631166666666664,0.34951666666666664,4.416666666666667,-0.08333333333333333,0.19999999999999998,1.4000000000000001,4.3
clean_target_path_first120,prefilter_soft,session_high|opening_range_high|neckline_level,high,322,142,0.4409937888198758,-271.59999999999997,2705.9199999999996,-2977.52,0.9087831483919502,-13.31349999999999,-0.04134627329192544,0.9025802495514454,413.0099999999998,4.130099999999999,-0.6576111958548221,27,2,108,40,172,0.5297903726708075,0.6044403726708075,4.422360248447212,-0.21801242236024748,0.20000000000000118,4.165838509316774,2.7391304347826106
clean_target_path_first120,prefilter_soft,session_low|opening_range_low|neckline_level,high,246,68,0.2764227642276423,-1615.6099999999992,1386.3400000000001,-3001.9500000000003,0.46181315478272456,-71.29069999999999,-0.2897995934959349,0.4709453206689962,1615.6099999999992,16.15609999999999,-1.0,16,0,114,30,102,0.4357158536585367,0.6824666666666668,4.389430894308938,-0.23333333333333253,0.20000000000000065,4.027642276422766,3.137398373983741
london_first120,baseline_current,neckline_level,none,8,6,0.75,169.2,219.60000000000002,-50.4,4.357142857142858,6.9986,0.874825,4.448945397200867,25.200000000000003,0.252,6.714285714285713,2,0,2,6,0,1.2522624999999998,0.5033,4.5,0.0,0.0,2.25,2.1
london_first120,baseline_current,opening_range_high|neckline_level,none,2,0,0.0,-26.16,0,-26.16,0.0,-1.0381,-0.51905,0.0,26.16,0.2616,-1.0,1,1,1,0,0,0.5976,0.7785500000000001,4.5,0.0,0.0,0.0,4.5
london_first120,baseline_current,opening_range_low|neckline_level,none,6,4,0.6666666666666666,47.94,96.34,-48.4,1.990495867768595,2.1146000000000003,0.3524333333333334,2.0573,24.200000000000003,0.24200000000000002,1.9809917355371898,0,0,2,2,2,0.83845,0.45669999999999994,4.633333333333333,0.0,0.0,4.5,0.0
london_first120,baseline_current,session_high|opening_range_high|neckline_level,none,30,22,0.7333333333333333,540.0399999999998,700.8199999999999,-160.78,4.358875482025127,21.964000000000002,0.7321333333333334,4.2615603932167145,48.360000000000014,0.4836000000000002,11.167080231596355,6,0,6,14,10,1.0485666666666666,0.5012633333333334,4.573333333333334,0.0,0.0,2.08,2.36
london_first120,baseline_current,session_low|opening_range_low|neckline_level,none,6,0,0.0,-114.72,0,-114.72,0.0,-4.7044,-0.7840666666666666,0.0,114.72,1.1472,-1.0,0,0,4,0,2,0.27895,0.8437666666666667,4.7,0.0,0.0,4.5,0.0
london_first120,london_focused_diagnostic,neckline_level,high,29,10,0.3448275862068966,-46.01999999999998,345.26,-391.28,0.8823860151298304,-1.9356000000000002,-0.06674482758620691,0.8839526601676321,198.61999999999998,1.9861999999999997,-0.23169872117611512,8,0,17,9,3,0.8493137931034483,0.8143034482758619,4.310344827586208,-0.3,0.2000000000000001,3.944827586206897,3.2724137931034494
london_first120,london_focused_diagnostic,opening_range_high|neckline_level,high,5,4,0.8,75.35,98.31,-22.96,4.281794425087108,3.2344,0.64688,4.226334164588528,22.96,0.22960000000000003,3.281794425087108,2,0,1,2,2,1.14472,0.39912,4.4,-0.3,0.2,3.6,4.4399999999999995
london_first120,london_focused_diagnostic,opening_range_low|neckline_level,high,10,6,0.6,105.43000000000002,159.04999999999998,-53.62,2.966243938828795,4.5162,0.45162,3.0787075393537697,49.61,0.4961,2.1251763757307,4,1,2,3,4,1.12454,0.58474,4.34,-0.29999999999999993,0.19999999999999998,3.5700000000000003,3.09
london_first120,london_focused_diagnostic,session_high|opening_range_high|neckline_level,high,20,9,0.45,78.87,261.16999999999996,-182.30000000000007,1.4326385079539214,3.0419000000000005,0.15209500000000004,1.3887362461821575,92.14000000000001,0.9214000000000002,0.8559800303885391,5,1,6,6,7,0.8719300000000001,0.75432,4.26,-0.2699999999999999,0.20000000000000004,3.9500000000000006,2.15
london_first120,london_focused_diagnostic,session_low|opening_range_low|neckline_level,high,13,2,0.15384615384615385,-173.38000000000002,71.35,-244.73,0.29154578515098273,-7.4336,-0.5718153846153846,0.2884600658549659,184.97000000000003,1.8497000000000003,-0.9373411904633183,0,0,10,2,1,0.46153076923076924,1.0650230769230769,4.2,-0.29999999999999993,0.2,3.630769230769231,2.7
london_first120,prefilter_h1_h4_notopp,neckline_level,high,58,21,0.3620689655172414,-49.269999999999925,725.8199999999999,-775.09,0.9364331884039272,-2.0489999999999986,-0.03532758620689653,0.9379876398985527,244.63999999999996,2.4463999999999997,-0.20139797253106578,8,0,33,19,6,0.7048120689655171,0.6892620689655173,4.310344827586209,-0.3000000000000003,0.19999999999999984,3.9448275862068956,3.272413793103447
london_first120,prefilter_h1_h4_notopp,opening_range_high|neckline_level,high,10,8,0.8,150.70000000000002,196.62000000000003,-45.92,4.281794425087108,6.4688,0.64688,4.226334164588528,22.96,0.22960000000000003,6.563588850174217,2,0,2,4,4,0.99605,0.29981,4.3999999999999995,-0.29999999999999993,0.19999999999999998,3.6,4.44
london_first120,prefilter_h1_h4_notopp,opening_range_low|neckline_level,high,20,12,0.6,186.85999999999999,318.1,-131.24,2.4238037183785432,8.0015,0.400075,2.4883465709343207,73.61,0.7361000000000001,2.5385137888873794,4,1,5,6,8,0.89671,0.4525449999999999,4.34,-0.29999999999999993,0.20000000000000004,3.5700000000000003,3.0900000000000003
london_first120,prefilter_h1_h4_notopp,session_high|opening_range_high|neckline_level,high,40,19,0.475,161.39,528.35,-366.96000000000004,1.4398027032919118,6.3412,0.15853,1.4052687752845614,92.14000000000001,0.9214000000000002,1.7515736922075098,5,1,12,12,15,0.7139925,0.5727049999999999,4.260000000000001,-0.27000000000000013,0.2000000000000001,3.95,2.15
london_first120,prefilter_h1_h4_notopp,session_low|opening_range_low|neckline_level,high,26,4,0.15384615384615385,-346.76000000000005,142.7,-489.46,0.29154578515098273,-14.8672,-0.5718153846153846,0.2884600658549659,358.35,3.583500000000001,-0.9676573182642668,0,0,20,4,2,0.34667307692307686,0.9343269230769231,4.200000000000001,-0.2999999999999999,0.20000000000000007,3.6307692307692316,2.7
london_first120,prefilter_h4_bias_h1_reversal,neckline_level,high,40,21,0.525,268.17,711.24,-443.06999999999994,1.6052542487643038,10.869399999999999,0.27173499999999995,1.5955019860293114,96.72,0.9672000000000001,2.7726426799007444,6,1,18,19,2,0.9086150000000002,0.6560225,4.285000000000002,-0.28500000000000014,0.2000000000000001,3.3300000000000005,3.425
london_first120,prefilter_h4_bias_h1_reversal,opening_range_high|neckline_level,high,4,2,0.5,24.779999999999998,75.66,-50.88,1.4870283018867922,1.0794000000000001,0.26985000000000003,1.5397,25.44,0.2544,0.9740566037735847,1,0,2,2,0,0.8771500000000001,0.6217,4.25,-0.3,0.2,4.35,2.25
london_first120,prefilter_h4_bias_h1_reversal,opening_range_low|neckline_level,high,6,4,0.6666666666666666,96.1,145.51999999999998,-49.42,2.944556859571023,4.0254,0.6709,3.0127,24.71,0.24710000000000001,3.8891137191420473,1,0,2,4,0,1.0442666666666667,0.5244,4.3999999999999995,-0.3,0.19999999999999998,4.5,1.5
london_first120,prefilter_h4_bias_h1_reversal,session_high|opening_range_high|neckline_level,high,42,24,0.5714285714285714,379.92,743.2000000000002,-363.28000000000003,2.0458048887910154,15.485599999999998,0.36870476190476187,2.0264473108586425,74.68000000000002,0.7468000000000002,5.08730583824317,6,0,14,16,12,0.7967095238095235,0.5970142857142858,4.190476190476192,-0.25714285714285723,0.20000000000000004,3.723809523809524,2.6095238095238096
london_first120,prefilter_h4_bias_h1_reversal,session_low|opening_range_low|neckline_level,high,22,6,0.2727272727272727,-252.14999999999995,112.84,-364.99,0.3091591550453437,-10.764199999999999,-0.48928181818181815,0.29084919955201266,259.55999999999995,2.5955999999999992,-0.971451687471105,2,1,15,2,4,0.49579999999999996,0.8626045454545456,4.286363636363637,-0.25909090909090904,0.20000000000000007,3.9636363636363643,3.2181818181818183
london_first120,prefilter_soft,neckline_level,high,204,77,0.37745098039215685,-467.14000000000016,2393.4100000000003,-2860.55,0.836695740329657,-18.911400000000008,-0.09270294117647063,0.8431767013156094,664.4300000000002,6.644300000000001,-0.7030687958099424,23,2,113,56,33,0.7163485294117644,0.712095588235294,4.345098039215675,-0.2999999999999989,0.2000000000000002,4.070588235294119,3.5303921568627477
london_first120,prefilter_soft,opening_range_high|neckline_level,high,8,6,0.75,42.41999999999999,90.42,-48.0,1.88375,1.7853999999999999,0.22317499999999998,1.8776051907196223,24.0,0.24,1.7674999999999994,1,0,2,2,4,0.7168125000000001,0.39822500000000005,4.3999999999999995,-0.3,0.19999999999999998,4.5,4.2749999999999995
london_first120,prefilter_soft,opening_range_low|neckline_level,high,10,8,0.8,189.9,238.64000000000001,-48.74,4.896183832581042,7.937799999999999,0.7937799999999999,4.9689,24.370000000000005,0.24370000000000003,7.792367665162083,1,0,2,6,2,1.0395,0.39366,4.34,-0.29999999999999993,0.19999999999999998,3.6,2.6399999999999997
london_first120,prefilter_soft,session_high|opening_range_high|neckline_level,high,122,54,0.4426229508196721,-9.360000000000023,1342.54,-1351.9,0.9930764109771432,0.16250000000000075,0.0013319672131147603,1.0028472656612752,209.44,2.0944000000000003,-0.04469060351413304,12,2,50,31,39,0.6278860655737701,0.6702016393442625,4.3508196721311405,-0.26557377049180375,0.19999999999999954,4.0377049180327855,3.165573770491802
london_first120,prefilter_soft,session_low|opening_range_low|neckline_level,high,90,35,0.3888888888888889,-14.390000000000008,1095.1000000000001,-1109.49,0.9870300768821711,-1.4766000000000004,-0.01640666666666667,0.9687379586306185,193.94,1.9393999999999998,-0.07419820563060744,15,4,45,28,13,0.6790011111111109,0.7222122222222224,4.326666666666663,-0.27333333333333376,0.19999999999999965,3.9933333333333323,3.5399999999999983
newyork_first120,baseline_current,neckline_level,none,28,6,0.21428571428571427,-264.75999999999993,115.34000000000002,-380.09999999999997,0.30344646145751125,-10.816200000000004,-0.38629285714285727,0.315854723019899,272.1599999999999,2.721599999999999,-0.9728101116990007,0,0,12,2,14,0.3166857142857143,0.6502964285714288,4.5500000000000025,0.0,0.0,2.5500000000000003,1.8428571428571432
newyork_first120,baseline_current,opening_range_high|neckline_level,none,2,0,0.0,-48.26,0,-48.26,0.0,-2.0,-1.0,0.0,48.26,0.4826,-1.0,0,0,2,0,0,0.11025,1.0,4.2,0.0,0.0,4.2,0.0
newyork_first120,baseline_current,opening_range_low|neckline_level,none,2,0,0.0,-46.64,0,-46.64,0.0,-2.019,-1.0095,0.0,46.64,0.4664,-1.0,0,0,2,0,0,0.26665,1.0095,4.5,0.0,0.0,0.0,4.5
newyork_first120,baseline_current,session_high|opening_range_high|neckline_level,none,44,14,0.3181818181818182,-322.14000000000004,184.56,-506.70000000000005,0.3642391947898164,-13.127999999999998,-0.29836363636363633,0.39732819170913114,347.11,3.4711,-0.9280631500100833,2,0,14,4,26,0.3592840909090909,0.6759977272727272,4.6136363636363615,0.0,0.0,2.25,2.181818181818182
newyork_first120,baseline_current,session_low|opening_range_low|neckline_level,none,22,4,0.18181818181818182,-297.66,76.16,-373.81999999999994,0.2037344176341555,-12.4448,-0.5656727272727273,0.20627591045347282,309.99,3.0999000000000003,-0.9602245233717217,3,2,14,2,4,0.3748590909090909,0.7969818181818181,4.645454545454547,0.0,0.0,1.9909090909090907,2.4545454545454546
newyork_first120,prefilter_h1_h4_notopp,neckline_level,high,100,46,0.46,-80.88,848.8799999999999,-929.7599999999999,0.9130098089829634,-2.2089000000000008,-0.022089000000000008,0.9438557518052633,270.61,2.7061,-0.2988803074535309,8,1,26,16,57,0.5815340000000001,0.4917679999999999,4.287999999999998,-0.2940000000000005,0.19999999999999962,3.9499999999999975,2.7399999999999984
newyork_first120,prefilter_h1_h4_notopp,opening_range_high|neckline_level,high,2,0,0.0,-43.74,0,-43.74,0.0,-2.0092,-1.0046,0.0,43.74,0.4374,-1.0,0,0,2,0,0,0.06165,1.0046,4.1,-0.3,0.2,4.2,4.2
newyork_first120,prefilter_h1_h4_notopp,opening_range_low|neckline_level,high,8,4,0.5,-65.5,11.899999999999999,-77.4,0.15374677002583975,-2.3606,-0.295075,0.23357142857142862,71.45,0.7145,-0.9167249825052484,0,0,2,0,6,0.30715000000000003,0.5333125,4.324999999999999,-0.3,0.19999999999999998,4.425,2.175
newyork_first120,prefilter_h1_h4_notopp,session_high|opening_range_high|neckline_level,high,78,26,0.3333333333333333,-290.56,352.3,-642.8599999999999,0.5480197865787264,-12.750999999999996,-0.1634743589743589,0.5419208357582681,323.81,3.2381,-0.897316327475989,1,0,16,4,58,0.3370102564102564,0.5305115384615383,4.325641025641024,-0.30000000000000043,0.1999999999999997,4.310256410256409,2.9102564102564097
newyork_first120,prefilter_h1_h4_notopp,session_low|opening_range_low|neckline_level,high,60,22,0.36666666666666664,-131.07999999999998,377.99999999999994,-509.07999999999987,0.742515911055237,-3.3578000000000006,-0.055963333333333344,0.8359311632088655,199.36999999999998,1.9936999999999996,-0.6574710337563324,4,0,12,6,42,0.4249733333333332,0.45272499999999993,4.303333333333336,-0.3000000000000004,0.19999999999999982,4.253333333333332,2.78
newyork_first120,prefilter_h4_bias_h1_reversal,neckline_level,high,76,20,0.2631578947368421,-708.88,350.75,-1059.6300000000006,0.33101176825873163,-29.5368,-0.3886421052631579,0.34227906956029913,719.22,7.1922,-0.9856233141458802,3,1,41,8,26,0.4416052631578948,0.6660842105263157,4.186842105263158,-0.29210526315789515,0.1999999999999997,3.2736842105263144,3.0289473684210515
newyork_first120,prefilter_h4_bias_h1_reversal,opening_range_low|neckline_level,high,2,0,0.0,-44.04,0,-44.04,0.0,-2.0,-1.0,0.0,44.04,0.4404,-1.0,0,0,2,0,0,0.28775,1.0,4.4,-0.3,0.2,4.5,0.0
newyork_first120,prefilter_h4_bias_h1_reversal,session_high|opening_range_high|neckline_level,high,78,28,0.358974358974359,-290.2000000000001,500.4799999999999,-790.68,0.632974148833915,-12.429199999999998,-0.1593487179487179,0.6389799000813291,372.36000000000007,3.7236000000000007,-0.7793533139972071,3,0,24,6,48,0.4288717948717948,0.6126923076923075,4.310256410256408,-0.2923076923076927,0.1999999999999997,4.179487179487178,2.687179487179487
newyork_first120,prefilter_h4_bias_h1_reversal,session_low|opening_range_low|neckline_level,high,30,13,0.43333333333333335,85.33000000000004,274.39,-189.06,1.4513381995133818,4.149199999999998,0.1383066666666666,1.5595231673768812,51.41,0.5141,1.6597938144329907,2,1,4,5,20,0.59744,0.40997999999999996,4.160000000000001,-0.27999999999999997,0.2000000000000001,4.24,2.06
newyork_first120,prefilter_soft,neckline_level,high,174,80,0.45977011494252873,209.48000000000022,1554.6,-1345.12,1.155733317473534,11.804600000000006,0.06784252873563222,1.2116179597222072,233.14999999999995,2.3314999999999997,0.8984773750804215,9,1,40,30,103,0.5633672413793104,0.4633649425287357,4.356321839080449,-0.2999999999999992,0.19999999999999973,4.132183908045978,3.554022988505749
newyork_first120,prefilter_soft,session_high|opening_range_high|neckline_level,high,202,80,0.39603960396039606,-443.5000000000001,1452.0200000000004,-1895.5199999999998,0.7660272642863175,-21.9302,-0.10856534653465347,0.7335528394041744,631.8500000000001,6.318500000000002,-0.7019070982036876,10,0,54,24,124,0.40319455445544544,0.5529524752475248,4.394059405940583,-0.27920792079207835,0.20000000000000018,4.292079207920793,3.634653465346537
newyork_first120,prefilter_soft,session_low|opening_range_low|neckline_level,high,114,32,0.2807017543859649,-674.1599999999999,499.22,-1173.3799999999994,0.4254546694165575,-23.7594,-0.2084157894736842,0.4872035050611875,681.0099999999999,6.8100999999999985,-0.9899414105519743,7,0,32,6,76,0.38574473684210514,0.5090859649122808,4.392105263157887,-0.26754385964912325,0.19999999999999957,4.3807017543859645,3.5894736842105233
one_symbol_first120,baseline_current,neckline_level,none,74,32,0.43243243243243246,123.13000000000008,931.78,-808.65,1.1522661225499289,6.0005999999999995,0.08108918918918918,1.1741666956915466,157.52999999999997,1.5752999999999997,0.7816288960832863,7,0,30,24,20,0.7080256756756754,0.6054216216216215,4.562162162162159,0.0,0.0,2.7729729729729726,1.6378378378378382
one_symbol_first120,baseline_current,opening_range_high|neckline_level,none,4,0,0.0,-72.24,0,-72.24,0.0,-3.0381,-0.759525,0.0,72.24,0.7223999999999999,-1.0,1,1,3,0,0,0.353925,0.889275,4.35,0.0,0.0,2.1,2.25
