run_id,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_first120__baseline__be_1_1r,2025-12,8,4,0.5,58.73000000000001,100.04000000000002,-41.309999999999995,2.4216896635197296,2.4523,0.3065375,2.3396154266360756,38.769999999999996,0.3877,1.5148310549393866,2,0,1,2,5,0.7776750000000001,0.7251124999999999,4.4875,0.0,0.0,2.775,1.6124999999999998
all_first120__baseline__no_be,2025-01,17,3,0.17647058823529413,-238.15999999999997,76.19999999999999,-314.36,0.24239725155872244,-10.0236,-0.5896235294117647,0.2386753759684035,238.15999999999997,2.3815999999999997,-1.0,0,0,9,2,6,0.18484705882352942,0.7744705882352941,4.511764705882354,0.0,0.0,3.105882352941176,1.2529411764705882
all_first120__baseline__no_be,2025-02,16,8,0.5,36.41,218.00999999999996,-181.6,1.2004955947136562,1.4999999999999996,0.09374999999999997,1.1938184825304943,108.37,1.0837,0.33597859186121615,0,0,7,5,4,0.57745,0.48369999999999996,4.54375,0.0,0.0,2.5125,1.93125
all_first120__baseline__no_be,2025-03,16,5,0.3125,-75.94000000000001,139.03,-214.97,0.6467414057775503,-3.2585000000000006,-0.20365625000000004,0.6487133323990126,102.38,1.0237999999999998,-0.7417464348505569,0,0,8,3,5,0.3760875,0.5797437499999999,4.60625,0.0,0.0,3.6,0.84375
all_first120__baseline__no_be,2025-04,21,5,0.23809523809523808,-212.60000000000002,140.49,-353.09,0.39788722422045375,-9.577399999999999,-0.4560666666666666,0.3882131997853694,212.60000000000002,2.1260000000000003,-1.0,0,0,15,4,2,0.2894,0.7454666666666666,4.466666666666669,0.0,0.0,2.0476190476190474,2.2571428571428576
all_first120__baseline__no_be,2025-05,11,6,0.5454545454545454,51.27000000000001,138.29999999999998,-87.03,1.5891072044122714,2.2563999999999997,0.2051272727272727,1.5999787279302278,36.16,0.3616,1.417865044247788,0,0,3,3,5,0.5470181818181818,0.3418909090909091,4.472727272727273,0.0,0.0,2.4545454545454546,1.9636363636363634
all_first120__baseline__no_be,2025-06,10,4,0.4,18.879999999999995,138.3,-119.42,1.1580974711103669,0.8861000000000003,0.08861000000000004,1.170817750703628,61.03,0.6103,0.3093560543994756,0,0,5,4,1,0.6073500000000001,0.51874,4.420000000000001,0.0,0.0,1.7099999999999997,2.53
all_first120__baseline__no_be,2025-07,18,7,0.3888888888888889,-89.85,126.60000000000001,-216.45000000000002,0.5848925848925849,-4.049899999999999,-0.22499444444444439,0.5800078815281869,159.51999999999998,1.5951999999999997,-0.563252256770311,0,0,7,2,9,0.3107166666666667,0.535711111111111,4.602777777777779,0.019444444444444445,0.0,2.466666666666667,1.9499999999999997
all_first120__baseline__no_be,2025-08,5,2,0.4,-22.06,40.550000000000004,-62.61,0.6476601181919822,-0.9278,-0.18556,0.6588217989262337,56.91,0.5690999999999999,-0.3876295905816201,0,0,2,1,2,0.35832,0.54388,4.64,0.0,0.0,2.7,1.7399999999999998
all_first120__baseline__no_be,2025-09,10,3,0.3,-63.120000000000005,73.31,-136.42999999999998,0.5373451586894379,-2.4999000000000002,-0.24999000000000002,0.576137269197511,95.85,0.9585,-0.6585289514866981,0,0,5,2,3,0.3398,0.58979,4.615,0.034999999999999996,0.0,1.7399999999999998,2.6399999999999997
all_first120__baseline__no_be,2025-10,19,7,0.3684210526315789,-56.830000000000005,160.09999999999997,-216.93,0.7380260913658783,-2.5656000000000008,-0.13503157894736847,0.7335880874748187,168.03,1.6803,-0.3382134142712611,0,0,8,4,7,0.371821052631579,0.5068526315789474,4.550000000000001,0.018421052631578946,0.0,2.778947368421053,1.6263157894736842
all_first120__baseline__no_be,2025-11,12,10,0.8333333333333334,212.65999999999997,257.15999999999997,-44.5,5.7788764044943814,9.383299999999998,0.7819416666666665,5.954485453297429,22.89,0.22890000000000002,9.29051987767584,0,0,1,6,5,0.9397666666666668,0.157825,4.583333333333333,0.0,0.0,3.6750000000000003,0.725
all_first120__baseline__no_be,2025-12,8,4,0.5,57.96,98.42000000000002,-40.46,2.4325259515570936,2.4523,0.3065375,2.3396154266360756,37.92,0.37920000000000004,1.5284810126582278,0,0,1,2,5,0.5353625,0.228825,4.4875,0.0,0.0,2.775,1.6124999999999998
all_first120__h1_h4_notopp__be_1_1r,2025-01,32,6,0.1875,-369.44,105.26,-474.69999999999993,0.2217400463450601,-15.894400000000005,-0.49670000000000014,0.22090093622861623,369.44,3.6944,-1.0,2,1,18,2,11,0.5177624999999999,0.8213625000000001,4.275000000000002,-0.290625,0.2000000000000001,3.8125000000000004,2.325
all_first120__h1_h4_notopp__be_1_1r,2025-02,27,12,0.4444444444444444,-48.14999999999999,257.13,-305.28000000000003,0.8422759433962264,-2.0762,-0.0768962962962963,0.8456701107559652,109.22,1.0921999999999998,-0.44085332356711215,5,0,12,6,9,0.7262666666666666,0.6976074074074075,4.216666666666668,-0.2833333333333332,0.20000000000000007,3.6666666666666674,2.05925925925926
all_first120__h1_h4_notopp__be_1_1r,2025-03,53,21,0.39622641509433965,-85.66,438.2600000000001,-523.92,0.8365017559932817,-3.8323000000000005,-0.07230754716981133,0.8365429318456148,233.67,2.3367,-0.36658535541575726,13,1,19,9,24,0.744367924528302,0.6878132075471699,4.333962264150946,-0.3000000000000003,0.1999999999999999,3.850943396226415,3.192452830188679
all_first120__h1_h4_notopp__be_1_1r,2025-04,62,25,0.4032258064516129,-64.63999999999999,590.19,-654.8299999999999,0.9012873570239606,-3.956800000000002,-0.06381935483870971,0.8699695693037743,222.33999999999997,2.2234,-0.2907259152649096,11,2,26,16,18,0.7930387096774193,0.7467112903225803,4.3000000000000025,-0.3000000000000004,0.19999999999999982,3.8290322580645153,3.3306451612903225
all_first120__h1_h4_notopp__be_1_1r,2025-05,39,14,0.358974358974359,-73.23999999999998,304.98,-378.22,0.8063560890487018,-3.6758999999999995,-0.09425384615384615,0.7861854350860864,186.26,1.8626,-0.3932137871792118,4,1,13,6,19,0.7723256410256408,0.7099435897435898,4.334615384615386,-0.2807692307692309,0.20000000000000012,3.6102564102564108,2.6487179487179495
all_first120__h1_h4_notopp__be_1_1r,2025-06,30,8,0.26666666666666666,-112.69,211.37,-324.06000000000006,0.6522557551070788,-4.444399999999999,-0.14814666666666662,0.689213663857907,123.81999999999998,1.2381999999999997,-0.9101114521078987,7,3,11,5,11,0.82015,0.7800533333333333,4.183333333333334,-0.3,0.2000000000000001,3.4466666666666668,3.2800000000000007
all_first120__h1_h4_notopp__be_1_1r,2025-07,24,8,0.3333333333333333,-82.16,193.51,-275.6700000000001,0.7019624913846263,-3.9344,-0.16393333333333335,0.6884334563423558,131.17000000000002,1.3117,-0.6263627353815658,3,0,11,5,8,0.7248,0.7983458333333333,4.350000000000001,-0.2874999999999999,0.20000000000000007,3.1166666666666667,3.2625000000000006
all_first120__h1_h4_notopp__be_1_1r,2025-08,18,7,0.3888888888888889,-46.37000000000001,146.98999999999998,-193.35999999999999,0.760188249896566,-1.8079999999999998,-0.10044444444444443,0.7922865710051354,112.29,1.1229,-0.4129486151928044,3,0,7,4,7,0.6013722222222221,0.7157555555555556,4.297222222222221,-0.2749999999999999,0.20000000000000007,4.372222222222223,2.6666666666666665
all_first120__h1_h4_notopp__be_1_1r,2025-09,17,4,0.23529411764705882,-48.599999999999994,100.53999999999999,-149.14,0.67413168834652,-2.1477999999999997,-0.1263411764705882,0.6835747012979358,80.38,0.8038,-0.6046280169196317,2,1,4,3,9,0.7337000000000001,0.7676,4.311764705882354,-0.29999999999999993,0.20000000000000004,3.370588235294118,2.8235294117647065
all_first120__h1_h4_notopp__be_1_1r,2025-10,26,11,0.4230769230769231,11.349999999999994,285.48,-274.13,1.0414037135665561,0.8676000000000001,0.033369230769230776,1.068969354902818,89.50999999999999,0.8950999999999999,0.1268014746955647,6,0,10,8,8,0.7819653846153845,0.7729846153846155,4.21923076923077,-0.2769230769230768,0.20000000000000007,3.6153846153846154,2.6461538461538465
all_first120__h1_h4_notopp__be_1_1r,2025-11,20,12,0.6,116.98999999999994,244.94999999999996,-127.96000000000001,1.914270084401375,5.4391,0.271955,1.9483053211521024,71.14000000000003,0.7114000000000004,1.6445037953331443,5,0,4,5,11,0.7841650000000001,0.6443350000000001,4.285,-0.29999999999999993,0.20000000000000004,3.9900000000000007,2.3299999999999996
all_first120__h1_h4_notopp__be_1_1r,2025-12,21,9,0.42857142857142855,-39.99,151.14000000000001,-191.12999999999997,0.7907706796421287,-1.6635999999999986,-0.07921904761904755,0.8034011274063744,151.55,1.5155000000000003,-0.26387330913889806,1,0,7,3,11,0.6683714285714285,0.7327904761904762,4.290476190476191,-0.29999999999999993,0.20000000000000004,3.961904761904762,3.2619047619047628
all_first120__h1_h4_notopp__no_be,2025-01,32,6,0.1875,-392.75,105.26,-498.01,0.21136121764623203,-16.8911,-0.527846875,0.21061142085364318,392.75,3.9274999999999998,-1.0,0,0,19,2,11,0.14083125000000002,0.668678125,4.275000000000002,-0.290625,0.2000000000000001,3.8125000000000004,2.325
all_first120__h1_h4_notopp__no_be,2025-02,27,12,0.4444444444444444,-48.14999999999999,257.13,-305.28000000000003,0.8422759433962264,-2.0762,-0.0768962962962963,0.8456701107559652,109.22,1.0921999999999998,-0.44085332356711215,0,0,12,6,9,0.421362962962963,0.4982592592592593,4.216666666666668,-0.2833333333333332,0.20000000000000007,3.6666666666666674,2.05925925925926
all_first120__h1_h4_notopp__no_be,2025-03,53,23,0.4339622641509434,-8.510000000000025,507.7700000000001,-516.28,0.9835166963663131,-0.5071000000000007,-0.009567924528301899,0.9780744801822873,183.34,1.8334,-0.04641649394567483,0,0,18,11,24,0.4268150943396226,0.4363830188679246,4.333962264150946,-0.3000000000000003,0.1999999999999999,3.850943396226415,3.192452830188679
all_first120__h1_h4_notopp__no_be,2025-04,61,24,0.39344262295081966,-89.38000000000002,593.3900000000001,-682.77,0.8690920807885527,-4.949500000000001,-0.0811393442622951,0.8424854801495741,250.32999999999998,2.5033,-0.35704869572164755,0,0,27,16,18,0.433983606557377,0.5151229508196722,4.303278688524592,-0.3000000000000004,0.19999999999999982,3.8229508196721302,3.3852459016393444
all_first120__h1_h4_notopp__no_be,2025-05,39,15,0.38461538461538464,-43.3,339.80000000000007,-383.09999999999997,0.8869746802401465,-2.1045,-0.05396153846153846,0.8775884132154489,152.95000000000002,1.5295,-0.28309905197777047,0,0,13,7,19,0.3868589743589744,0.44082051282051293,4.334615384615386,-0.2807692307692309,0.20000000000000012,3.6102564102564108,2.6487179487179495
all_first120__h1_h4_notopp__no_be,2025-06,30,9,0.3,-102.02999999999997,249.62000000000003,-351.6500000000001,0.7098535475614958,-4.026999999999999,-0.13423333333333332,0.738394376810841,124.20999999999998,1.2420999999999998,-0.8214314467434183,0,0,12,6,12,0.37887999999999994,0.5131133333333333,4.183333333333334,-0.3,0.2000000000000001,3.4466666666666668,3.2800000000000007
all_first120__h1_h4_notopp__no_be,2025-07,24,8,0.3333333333333333,-81.76999999999998,194.0,-275.77000000000004,0.703484788048011,-3.9344,-0.16393333333333335,0.6884334563423558,130.68,1.3068000000000002,-0.6257269666360574,0,0,11,5,8,0.362225,0.5261583333333334,4.350000000000001,-0.2874999999999999,0.20000000000000007,3.1166666666666667,3.2625000000000006
all_first120__h1_h4_notopp__no_be,2025-08,18,7,0.3888888888888889,-46.37000000000001,146.98999999999998,-193.35999999999999,0.760188249896566,-1.8079999999999998,-0.10044444444444443,0.7922865710051354,112.29,1.1229,-0.4129486151928044,0,0,7,4,7,0.3831277777777778,0.48357222222222224,4.297222222222221,-0.2749999999999999,0.20000000000000007,4.372222222222223,2.6666666666666665
all_first120__h1_h4_notopp__no_be,2025-09,17,4,0.23529411764705882,-62.82,100.53999999999999,-163.36,0.6154505386875612,-2.5738999999999996,-0.15140588235294117,0.6431977598491778,94.6,0.946,-0.6640591966173361,0,0,4,3,10,0.27293529411764705,0.4243411764705883,4.311764705882354,-0.29999999999999993,0.20000000000000004,3.370588235294118,2.8235294117647065
all_first120__h1_h4_notopp__no_be,2025-10,26,11,0.4230769230769231,15.359999999999982,290.67999999999995,-275.32,1.055789626616301,0.8676000000000001,0.033369230769230776,1.068969354902818,90.7,0.907,0.1693495038588752,0,0,10,8,8,0.5171961538461538,0.48382692307692304,4.21923076923077,-0.2769230769230768,0.20000000000000007,3.6153846153846154,2.6461538461538465
all_first120__h1_h4_notopp__no_be,2025-11,20,12,0.6,117.96999999999994,249.2,-131.23000000000002,1.8989560313952598,5.4391,0.271955,1.9483053211521024,71.14000000000003,0.7114000000000004,1.6582794489738528,0,0,4,5,11,0.558735,0.28678000000000003,4.285,-0.29999999999999993,0.20000000000000004,3.9900000000000007,2.3299999999999996
all_first120__h1_h4_notopp__no_be,2025-12,21,9,0.42857142857142855,-39.57999999999999,153.44,-193.01999999999998,0.794943529167962,-1.6635999999999986,-0.07921904761904755,0.8034011274063744,151.93,1.5193,-0.26051471072204296,0,0,7,3,11,0.3237285714285714,0.40294761904761905,4.290476190476191,-0.29999999999999993,0.20000000000000004,3.961904761904762,3.2619047619047628
all_first120__h4_bias_h1_rev__be_1_1r,2025-01,24,10,0.4166666666666667,-4.279999999999987,292.04999999999995,-296.33,0.9855566429318664,-0.031200000000000117,-0.001300000000000005,0.9973819573225479,110.57999999999998,1.1058,-0.03870500994754917,3,0,11,7,6,0.8207333333333334,0.8185708333333334,4.241666666666666,-0.2624999999999999,0.20000000000000007,3.4166666666666665,3.3541666666666674
all_first120__h4_bias_h1_rev__be_1_1r,2025-02,24,7,0.2916666666666667,-133.95,250.16,-384.10999999999996,0.651271771107235,-5.650699999999999,-0.23544583333333327,0.6509910010067508,201.66,2.0166,-0.6642368342755132,5,1,16,7,0,0.870875,0.8121041666666667,4.2250000000000005,-0.2541666666666666,0.20000000000000007,3.058333333333333,2.495833333333334
all_first120__h4_bias_h1_rev__be_1_1r,2025-03,25,7,0.28,-138.03999999999996,150.49000000000004,-288.53,0.5215748795619175,-5.8087,-0.232348,0.5302304892842701,181.75,1.8175000000000001,-0.7595048143053643,2,0,10,4,11,0.6081040000000002,0.8172440000000001,4.314000000000001,-0.28199999999999986,0.20000000000000007,4.172,2.9640000000000004
all_first120__h4_bias_h1_rev__be_1_1r,2025-04,35,13,0.37142857142857144,-39.67,446.09000000000003,-485.76,0.9183341567852438,-2.3133999999999992,-0.06609714285714284,0.8909848309920876,209.25,2.0925,-0.18958183990442057,4,0,20,12,3,0.749965714285714,0.9259485714285717,4.122857142857144,-0.29142857142857154,0.2000000000000001,2.954285714285715,2.777142857142857
all_first120__h4_bias_h1_rev__be_1_1r,2025-05,23,13,0.5652173913043478,133.74,284.92999999999995,-151.19,1.884582313645082,6.069200000000002,0.2638782608695653,1.9481051020089353,46.64999999999999,0.4664999999999999,2.8668810289389075,4,2,6,6,9,0.929917391304348,0.6800434782608697,4.3347826086956545,-0.28695652173913033,0.20000000000000007,4.043478260869565,3.2347826086956526
all_first120__h4_bias_h1_rev__be_1_1r,2025-06,15,3,0.2,-145.57999999999998,81.35,-226.93,0.3584805887278015,-6.2203,-0.41468666666666665,0.3599526675927355,145.57999999999998,1.4557999999999998,-1.0,1,0,9,2,4,0.63696,0.92276,4.246666666666666,-0.29999999999999993,0.20000000000000004,3.4466666666666663,3.3
all_first120__h4_bias_h1_rev__be_1_1r,2025-07,35,12,0.34285714285714286,-93.27,330.89,-424.15999999999997,0.7801065635609205,-4.0645,-0.11612857142857143,0.7785496349569575,275.27,2.7527,-0.3388309659606931,8,2,16,7,10,0.7390514285714285,0.8199000000000002,4.2771428571428585,-0.3000000000000001,0.2000000000000001,3.3285714285714287,3.4657142857142866
all_first120__h4_bias_h1_rev__be_1_1r,2025-08,12,3,0.25,-104.86,48.400000000000006,-153.26000000000002,0.31580321023098,-4.3264,-0.3605333333333333,0.3327061001002545,112.71,1.1271,-0.9303522313902938,1,0,6,1,5,0.6540583333333333,0.7518583333333333,4.208333333333333,-0.29999999999999993,0.19999999999999998,3.9583333333333335,2.8499999999999996
all_first120__h4_bias_h1_rev__be_1_1r,2025-09,8,2,0.25,-31.009999999999998,35.760000000000005,-66.77,0.5355698667066049,-1.4413,-0.1801625,0.5282469232783451,64.61,0.6461,-0.4799566630552546,2,1,2,1,4,0.6592,0.6377875,4.324999999999999,-0.3,0.19999999999999998,3.3375,3.3
all_first120__h4_bias_h1_rev__be_1_1r,2025-10,29,11,0.3793103448275862,-57.889999999999986,284.29999999999995,-342.18999999999994,0.8308249802741168,-2.0352999999999994,-0.07018275862068964,0.8640068955379455,233.76,2.3375999999999997,-0.2476471594798083,7,0,13,7,9,0.757206896551724,0.8005896551724138,4.075862068965518,-0.27931034482758615,0.2000000000000001,3.4275862068965526,2.341379310344828
all_first120__h4_bias_h1_rev__be_1_1r,2025-11,17,10,0.5882352941176471,31.140000000000008,172.35,-141.21,1.2205226258763542,1.3714999999999997,0.08067647058823528,1.2184160654850065,85.66,0.8565999999999999,0.3635302358160169,3,0,6,3,8,0.7591647058823529,0.5794117647058823,4.300000000000001,-0.29999999999999993,0.20000000000000004,4.117647058823529,2.0470588235294116
all_first120__h4_bias_h1_rev__be_1_1r,2025-12,11,5,0.45454545454545453,-11.409999999999993,87.89000000000001,-99.30000000000001,0.8850956696878147,-0.48309999999999975,-0.043918181818181794,0.8897031963470321,73.59,0.7359,-0.15504824025003386,1,0,4,2,5,0.7277181818181819,0.7180181818181818,4.245454545454545,-0.29999999999999993,0.19999999999999998,4.318181818181818,3.5
all_first120__h4_bias_h1_rev__no_be,2025-01,24,10,0.4166666666666667,-4.279999999999987,292.04999999999995,-296.33,0.9855566429318664,-0.031200000000000117,-0.001300000000000005,0.9973819573225479,110.57999999999998,1.1058,-0.03870500994754917,0,0,11,7,6,0.4952541666666667,0.4965541666666667,4.241666666666666,-0.2624999999999999,0.20000000000000007,3.4166666666666665,3.3541666666666674
all_first120__h4_bias_h1_rev__no_be,2025-02,24,7,0.2916666666666667,-158.68,250.16,-408.84,0.6118775070932394,-6.647899999999999,-0.2769958333333333,0.6132220922858522,226.39000000000001,2.2639000000000005,-0.7009143513406069,0,0,17,7,0,0.43916666666666665,0.7161624999999999,4.2250000000000005,-0.2541666666666666,0.20000000000000007,3.058333333333333,2.495833333333334
all_first120__h4_bias_h1_rev__no_be,2025-03,25,7,0.28,-136.72999999999996,150.49000000000004,-287.21999999999997,0.5239537636654831,-5.8087,-0.232348,0.5302304892842701,180.44,1.8044,-0.7577588117933938,0,0,10,4,11,0.262252,0.4946,4.314000000000001,-0.28199999999999986,0.20000000000000007,4.172,2.9640000000000004
all_first120__h4_bias_h1_rev__no_be,2025-04,35,13,0.37142857142857144,-45.45,440.31000000000006,-485.76,0.906435276679842,-2.3133999999999992,-0.06609714285714284,0.8909848309920876,209.25,2.0925,-0.21720430107526884,0,0,20,12,3,0.5402142857142856,0.6063114285714288,4.122857142857144,-0.29142857142857154,0.2000000000000001,2.954285714285715,2.777142857142857
all_first120__h4_bias_h1_rev__no_be,2025-05,23,13,0.5652173913043478,82.36000000000001,283.67999999999995,-201.31999999999996,1.4090999403934035,3.9870000000000014,0.1733478260869566,1.4699655806497238,56.3,0.563,1.462877442273535,0,0,8,6,9,0.5422,0.36885217391304354,4.3347826086956545,-0.28695652173913033,0.20000000000000007,4.043478260869565,3.2347826086956526
all_first120__h4_bias_h1_rev__no_be,2025-06,15,3,0.2,-145.57999999999998,81.35,-226.93,0.3584805887278015,-6.2203,-0.41468666666666665,0.3599526675927355,145.57999999999998,1.4557999999999998,-1.0,0,0,9,2,4,0.23321333333333333,0.6479,4.246666666666666,-0.29999999999999993,0.20000000000000004,3.4466666666666663,3.3
all_first120__h4_bias_h1_rev__no_be,2025-07,35,13,0.37142857142857144,-77.95,362.94999999999993,-440.90000000000003,0.8232025402585618,-3.5215999999999994,-0.10061714285714284,0.8177716142653114,259.95,2.5995,-0.2998653587228313,0,0,17,8,10,0.4515314285714285,0.5521485714285714,4.2771428571428585,-0.3000000000000001,0.2000000000000001,3.3285714285714287,3.4657142857142866
all_first120__h4_bias_h1_rev__no_be,2025-08,12,3,0.25,-102.21,48.400000000000006,-150.60999999999999,0.32135980346590537,-4.3264,-0.3605333333333333,0.3327061001002545,110.05999999999999,1.1005999999999998,-0.928675268035617,0,0,6,1,5,0.17975833333333333,0.5402916666666666,4.208333333333333,-0.29999999999999993,0.19999999999999998,3.9583333333333335,2.8499999999999996
all_first120__h4_bias_h1_rev__no_be,2025-09,8,3,0.375,52.86,116.28,-63.42000000000001,1.8334910122989592,2.1285000000000003,0.26606250000000004,1.7329545454545454,48.150000000000006,0.4815000000000001,1.0978193146417443,0,0,2,2,4,0.6290625,0.363,4.324999999999999,-0.3,0.19999999999999998,3.3375,3.3
all_first120__h4_bias_h1_rev__no_be,2025-10,29,11,0.3793103448275862,-56.54999999999999,285.64,-342.18999999999994,0.8347409333995734,-2.0352999999999994,-0.07018275862068964,0.8640068955379455,232.42,2.3242,-0.24330952585835983,0,0,13,7,9,0.4458931034482758,0.5160758620689655,4.075862068965518,-0.27931034482758615,0.2000000000000001,3.4275862068965526,2.341379310344828
all_first120__h4_bias_h1_rev__no_be,2025-11,17,10,0.5882352941176471,31.140000000000008,172.35,-141.21,1.2205226258763542,1.3714999999999997,0.08067647058823528,1.2184160654850065,85.66,0.8565999999999999,0.3635302358160169,0,0,6,3,8,0.4500470588235294,0.36937058823529406,4.300000000000001,-0.29999999999999993,0.20000000000000004,4.117647058823529,2.0470588235294116
all_first120__h4_bias_h1_rev__no_be,2025-12,11,5,0.45454545454545453,-11.799999999999994,87.89000000000001,-99.69,0.8816330624937307,-0.48309999999999975,-0.043918181818181794,0.8897031963470321,73.59,0.7359,-0.16034787335235756,0,0,4,2,5,0.3542636363636364,0.3981818181818182,4.245454545454545,-0.29999999999999993,0.19999999999999998,4.318181818181818,3.5
all_first120__soft__be_1_1r,2025-01,142,47,0.33098591549295775,-659.2799999999999,1080.26,-1739.5400000000002,0.6210032537337457,-28.417499999999997,-0.2001232394366197,0.62105604250093,659.2799999999999,6.592799999999999,-1.0,16,2,65,25,50,0.631142253521127,0.7696978873239438,4.340492957746469,-0.2926056338028166,0.1999999999999995,4.03169014084507,3.4281690140845047
all_first120__soft__be_1_1r,2025-02,123,51,0.4146341463414634,-117.35999999999996,1139.87,-1257.23,0.9066519252642714,-5.4582999999999995,-0.04437642276422764,0.9046175299779474,298.79999999999995,2.9879999999999995,-0.3927710843373493,23,3,51,29,40,0.716909756097561,0.7137552845528455,4.323170731707312,-0.28414634146341483,0.19999999999999954,4.060162601626015,3.2666666666666644
all_first120__soft__be_1_1r,2025-03,145,61,0.4206896551724138,-8.05000000000011,1472.5900000000001,-1480.6399999999999,0.9945631618759457,-1.0466999999999937,-0.007218620689655129,0.9845374988181909,520.9000000000001,5.209000000000001,-0.015454021885198904,29,1,59,35,50,0.7828703448275862,0.7435420689655172,4.341724137931024,-0.2948275862068962,0.1999999999999995,4.110344827586206,3.6889655172413782
all_first120__soft__be_1_1r,2025-04,210,87,0.4142857142857143,-355.63000000000005,1873.94,-2229.5699999999993,0.8404939068968459,-16.4007,-0.07809857142857143,0.8475183272358762,591.29,5.9129,-0.6014476821864061,38,1,99,48,62,0.7731619047619048,0.7850376190476194,4.31595238095237,-0.2926190476190465,0.20000000000000026,3.929047619047621,3.551428571428571
