checkpoint_seconds,feature,importance_mean,importance_std
60,detection_efficiency,0.00013392327332395482,6.696163666197742e-05
60,severity,0.037134698099094934,0.013051248427446925
60,confirmation_retention_action,0.054970889031579026,0.006549668679207258
60,spread_efficiency_interaction,0.052213852258542734,0.011699113214565349
60,flow_efficiency_interaction,0.021949430224179656,0.0032953041962145058
60,action,0.0,0.0
60,shock_direction,0.0020290707103166605,0.0009947860639695392
30,postshock_return_atr_action,0.020352560004624022,0.0019902892568281942
30,postshock_mfe_to_decision_atr,0.025763033427849136,0.003682103171584367
30,postshock_mae_to_decision_atr,0.0009352337816364465,0.003063532950489767
30,postshock_range_atr,0.013089867801205001,0.006200884501550707
30,retracement_from_peak_pct,0.023944230630306994,0.012085878727821922
30,retracement_from_trough_pct,0.004879467782477298,0.00696937387987708
30,current_location_in_postshock_range,0.00046409053374012464,0.001373809718203854
30,new_extreme_count,0.0052064439316506835,0.0011481818128509136
30,origin_recross_count,0.01106882883669751,0.002985005756424729
30,time_since_last_extreme_ms,0.0363885161472209,0.007016968878410508
30,distance_from_last_extreme_atr,0.028971199353265198,0.005185013292421195
30,net_move_over_path_length,0.017363910227651914,0.006190755194504293
30,shock_direction_tick_ratio,0.0103417490297957,0.008284240785033686
30,direction_consistency,0.0051184679976636225,0.001334924544295035
30,realized_abs_move_atr,0.009630141140504023,0.00335754891697461
30,realized_volatility,0.02922512345383388,0.004007200287922253
30,recent_5s_acceleration_action,0.050622896062350244,0.017643392107063016
30,recent_10s_acceleration_action,0.04367110426679566,0.009088539935726886
30,peak_update_interval_ms,0.010331661104849222,0.004074120857368346
30,extreme_update_rate,0.028314109815886224,0.00659814687117416
30,path_contraction_ratio,0.06635639175426142,0.015747619329098326
30,path_expansion_ratio,0.02109062249684961,0.0015476862820993685
30,decision_spread_atr,0.3324198303113894,0.02815055324251985
30,spread_vs_t0_ratio,0.03380799871136857,0.007892816734961516
30,spread_vs_postshock_mean,0.01282267022527479,0.0012486193441735233
30,spread_contraction_from_t0,0.02694863223056123,0.011585063502305114
30,tick_count_postshock,0.005627272407255202,0.003069151967976759
30,tick_rate_recent_5s,-0.005915553590832246,0.006124504076652628
30,tick_rate_recent_10s,0.008256333426443229,0.005544412715145188
30,tick_activity_vs_t0,0.013359224437626738,0.0025501170099601965
30,activity_decay,0.022906070531196997,0.008312902595084035
30,activity_acceleration,0.005989193377526636,0.0031495716483402104
30,checkpoint_quote_lag_ms,0.032661243662370554,0.005418337534070836
30,spread_atr_t0,0.28719238986340345,0.01973443475615507
30,tick_activity_ratio,9.46609781270924e-05,6.571973891369431e-05
30,atr14_m5,0.29053505505047666,0.024242846559883912
30,pre_return_5m_dir_atr_action,0.019975082951129285,0.0015119986822609963
30,m5_ema20_slope_dir_atr_action,0.05573289037647795,0.006858987412430079
30,m15_alignment_dir_action,0.003342800355086739,0.0012534450037218247
30,pre_extension_15m_dir_atr_action,0.06423838743589287,0.00923029027461628
30,day_range_position_dir_action,0.033210956820481516,0.00809415633431709
30,detection_efficiency,0.008032118230675178,0.0014297300702884644
30,severity,0.0149301452705481,0.0033289253845739932
30,confirmation_retention_action,0.06443948317150812,0.011489810038060209
30,spread_efficiency_interaction,0.008985437352250946,0.00836161422448897
30,flow_efficiency_interaction,0.04309785664347401,0.007599561189725932
30,action,0.059135763001844664,0.005052932973198603
30,shock_direction,0.005475510854177701,0.004433849604922822
15,postshock_return_atr_action,0.03174401334717627,0.0059783609244469455
15,postshock_mfe_to_decision_atr,0.01117862386622095,0.003514042820068687
15,postshock_mae_to_decision_atr,0.039055814044623174,0.005161218289432286
15,postshock_range_atr,0.011163159390745858,0.0022950109076777534
15,retracement_from_peak_pct,0.026573667702501535,0.0054088919623932405
15,retracement_from_trough_pct,0.009521885748495551,0.0012821535610710003
15,current_location_in_postshock_range,0.004056510978371075,0.0015170979495324974
15,new_extreme_count,0.0029817868512883815,0.0008690399973194727
15,origin_recross_count,0.009776848309850372,0.002174628837917655
15,time_since_last_extreme_ms,0.021675013053342962,0.004350791889100391
15,distance_from_last_extreme_atr,0.012768124075853305,0.0026141633575986626
15,net_move_over_path_length,0.03850938495134735,0.01581777127453021
15,shock_direction_tick_ratio,0.0322071500268122,0.0034898814159667743
15,direction_consistency,0.01247465206191618,0.002269116125700633
15,realized_abs_move_atr,0.02709246237760974,0.0065623489963196864
15,realized_volatility,0.013826074611857541,0.0012486060587703113
15,recent_5s_acceleration_action,0.06548933771436911,0.0021195301185945007
15,recent_10s_acceleration_action,0.07125371160473123,0.011218833765099625
15,peak_update_interval_ms,0.08368298932378977,0.019966744001629774
15,extreme_update_rate,0.03346501737023124,0.008074348635030605
15,path_contraction_ratio,0.060522490316015046,0.00943311799932405
15,path_expansion_ratio,0.027502897059694265,0.005257657546982362
15,decision_spread_atr,0.4819699526166409,0.027146233110394196
15,spread_vs_t0_ratio,0.013064388750631383,0.0034535096880083473
15,spread_vs_postshock_mean,0.019478976060422325,0.003811829617180177
15,spread_contraction_from_t0,0.021764531222606708,0.004617654086157976
15,tick_count_postshock,0.017544662087753272,0.004806881578298316
15,tick_rate_recent_5s,0.003527830133554466,0.0007627118748224038
15,tick_rate_recent_10s,0.003939093995881704,0.003415278849668481
15,tick_activity_vs_t0,0.04986449772375845,0.010774892901542502
15,activity_decay,0.025609686616782625,0.007580386229919851
15,activity_acceleration,0.0062486396694950265,0.0013612033149883896
15,checkpoint_quote_lag_ms,0.01914754348016128,0.0019982007422844113
15,spread_atr_t0,0.1852241114066087,0.020886133581205047
15,tick_activity_ratio,0.001700899696145175,0.004570386053413611
15,atr14_m5,0.010549865887370702,0.010426892961228467
15,pre_return_5m_dir_atr_action,0.08959013224577066,0.008549688677728288
15,m5_ema20_slope_dir_atr_action,0.03235892644251679,0.00272838143056539
15,m15_alignment_dir_action,0.007854936550081648,0.0030970266610945768
15,pre_extension_15m_dir_atr_action,0.05349504285756459,0.019536026882323913
15,day_range_position_dir_action,0.06549027426242837,0.009305735120705105
15,detection_efficiency,0.0003338781516181166,8.342419945273072e-05
15,severity,0.02400577453724233,0.007681961593304146
15,confirmation_retention_action,0.09964533638381665,0.018279050101176256
15,spread_efficiency_interaction,0.03589051262672203,0.012563428293101433
15,flow_efficiency_interaction,0.06078656916084017,0.004940861922719009
15,action,0.0,0.0
15,shock_direction,0.0028128530505179715,0.0015601318540704682
