episode_id,anchor_event_id,market_cluster_id,symbol,shock_direction,checkpoint_seconds,target_msc,quote_msc,processing_msc,target_lag_ms,quote_age_ms,availability,bid,ask,mid,signed_log_return,absolute_log_return,shock_direction_move,long_spread_only_move,short_spread_only_move,mfe,mae,time_to_mfe_ms,time_to_mae_ms,spread,point_multiple,pip_multiple,entry_spread_multiple,initial_shock_multiple,pre_m1_vol_multiple,primary_inference,schema_version
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","10","1741001039000","1741001039579","1741001040361","579","782","AVAILABLE","150.0920000000","150.1080000000","150.1000000000","-0.000063289136","0.000063289136","-0.0095000000","-0.0250000000","-0.0060000000","0.0030000000","0.0105000000","2214","7339","0.0160000000","-9.5000000000","-0.9500000000","-0.6333333333","-9.4999999999","-0.4073273971","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","30","1741001059000","1741001059494","1741001066785","494","7291","STALE","150.0910000000","150.1060000000","150.0985000000","-0.000073282524","0.000073282524","-0.0110000000","-0.0260000000","-0.0040000000","0.0030000000","0.0170000000","2214","27438","0.0150000000","-11.0000000000","-1.1000000000","-0.7333333333","-10.9999999999","-0.4716446059","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","60","1741001089000","1741001089733","1741001092083","733","2350","STALE","150.0810000000","150.0980000000","150.0895000000","-0.000133244948","0.000133244948","-0.0200000000","-0.0360000000","0.0040000000","0.0030000000","0.0200000000","2214","60733","0.0170000000","-20.0000000000","-2.0000000000","-1.3333333333","-19.9999999999","-0.8575613569","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","120","1741001149000","1741001149613","1741001150927","613","1314","STALE","150.0870000000","150.1060000000","150.0965000000","-0.000086607196","0.000086607196","-0.0130000000","-0.0300000000","-0.0040000000","0.0030000000","0.0250000000","2214","86367","0.0190000000","-13.0000000000","-1.3000000000","-0.8666666667","-12.9999999999","-0.5574018841","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","180","1741001209000","1741001210643","1741001211553","1643","910","STALE","150.0830000000","150.1040000000","150.0935000000","-0.000106594538","0.000106594538","-0.0160000000","-0.0340000000","-0.0020000000","0.0030000000","0.0275000000","2214","137889","0.0210000000","-16.0000000000","-1.6000000000","-1.0666666667","-15.9999999999","-0.6860399440","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","300","1741001329000","1741001334406","1741001340350","5406","5944","STALE","150.0860000000","150.1010000000","150.0935000000","-0.000106594538","0.000106594538","-0.0160000000","-0.0310000000","0.0010000000","0.0030000000","0.0275000000","2214","137889","0.0150000000","-16.0000000000","-1.6000000000","-1.0666666667","-15.9999999999","-0.6860399440","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","600","1741001629000","1741001629798","1741001631036","798","1238","STALE","150.1370000000","150.1520000000","150.1445000000","0.000233135946","0.000233135946","0.0350000000","0.0200000000","-0.0500000000","0.0715000000","0.0275000000","464581","137889","0.0150000000","35.0000000000","3.5000000000","2.3333333333","34.9999999998","1.5004574777","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","900","1741001929000","1741001929308","1741001929310","308","2","AVAILABLE","150.2210000000","150.2390000000","150.2300000000","0.000802425298","0.000802425298","0.1205000000","0.1040000000","-0.1370000000","0.1255000000","0.0275000000","898537","137889","0.0180000000","120.5000000000","12.0500000000","8.0333333333","120.4999999994","5.1643903923","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","5","1741002083000","1741002083364","1741002083959","364","595","AVAILABLE","150.2140000000","150.2290000000","150.2215000000","-0.000026627701","0.000026627701","-0.0040000000","-0.0110000000","-0.0190000000","0.0000000000","0.0040000000","0","5364","0.0150000000","-4.0000000000","-0.4000000000","-0.2666666667","-1.3333333333","-0.1302027334","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","10","1741002088000","1741002088297","1741002090997","297","2700","STALE","150.2120000000","150.2290000000","150.2205000000","-0.000019970843","0.000019970843","-0.0030000000","-0.0130000000","-0.0190000000","0.0000000000","0.0040000000","0","5364","0.0170000000","-3.0000000000","-0.3000000000","-0.2000000000","-1.0000000000","-0.0976523751","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","30","1741002108000","1741002110787","1741002110918","2787","131","STALE","150.2200000000","150.2350000000","150.2275000000","-0.000066567924","0.000066567924","-0.0100000000","-0.0050000000","-0.0250000000","0.0000000000","0.0115000000","0","25839","0.0150000000","-10.0000000000","-1.0000000000","-0.6666666667","-3.3333333333","-0.3255003331","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","60","1741002138000","1741002138789","1741002141977","789","3188","STALE","150.2110000000","150.2280000000","150.2195000000","-0.000013313939","0.000013313939","-0.0020000000","-0.0140000000","-0.0180000000","0.0060000000","0.0145000000","54912","33518","0.0170000000","-2.0000000000","-0.2000000000","-0.1333333333","-0.6666666667","-0.0651018001","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","120","1741002198000","1741002198201","1741002198231","201","30","AVAILABLE","150.2100000000","150.2290000000","150.2195000000","-0.000013313939","0.000013313939","-0.0020000000","-0.0150000000","-0.0190000000","0.0065000000","0.0145000000","90284","33518","0.0190000000","-2.0000000000","-0.2000000000","-0.1333333333","-0.6666666667","-0.0651018001","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","180","1741002258000","1741002258961","1741002260708","961","1747","STALE","150.2250000000","150.2430000000","150.2340000000","-0.000109834699","0.000109834699","-0.0165000000","0.0000000000","-0.0330000000","0.0065000000","0.0325000000","90284","173586","0.0180000000","-16.5000000000","-1.6500000000","-1.1000000000","-5.5000000000","-0.5370639307","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","300","1741002378000","1741002378118","1741002378742","118","624","AVAILABLE","150.2920000000","150.3120000000","150.3020000000","-0.000562359529","0.000562359529","-0.0845000000","0.0670000000","-0.1020000000","0.0065000000","0.1010000000","90284","286091","0.0200000000","-84.5000000000","-8.4500000000","-5.6333333333","-28.1666666665","-2.7497960312","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","600","1741002678000","1741002678501","1741002680288","501","1787","STALE","150.3560000000","150.3740000000","150.3650000000","-0.000981427807","0.000981427807","-0.1475000000","0.1310000000","-0.1640000000","0.0065000000","0.1480000000","90284","593541","0.0180000000","-147.5000000000","-14.7500000000","-9.8333333333","-49.1666666664","-4.7989340425","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","900","1741002978000","1741002978128","1741002979277","128","1149","STALE","150.3480000000","150.3670000000","150.3575000000","-0.000931547934","0.000931547934","-0.1400000000","0.1230000000","-0.1570000000","0.0065000000","0.1525000000","90284","644994","0.0190000000","-140.0000000000","-14.0000000000","-9.3333333333","-46.6666666664","-4.5550340660","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","5","1741013619250","1741013620786","1741013621636","1536","850","STALE","151.2500000000","151.2700000000","151.2600000000","0.000013222179","0.000013222179","0.0020000000","-0.0220000000","-0.0180000000","0.0060000000","0.0000000000","487","0","0.0200000000","2.0000000000","0.2000000000","0.1000000000","0.0784313725","0.0712029942","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","10","1741013624250","1741013624627","1741013625622","377","995","AVAILABLE","151.2480000000","151.2660000000","151.2570000000","0.000033055775","0.000033055775","0.0050000000","-0.0240000000","-0.0140000000","0.0060000000","0.0000000000","487","0","0.0180000000","5.0000000000","0.5000000000","0.2500000000","0.1960784314","0.1780092508","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","30","1741013644250","1741013644328","1741013646298","78","1970","STALE","151.2330000000","151.2500000000","151.2415000000","0.000135535622","0.000135535622","0.0205000000","-0.0390000000","0.0020000000","0.0320000000","0.0000000000","20544","0","0.0170000000","20.5000000000","2.0500000000","1.0250000000","0.8039215686","0.7298753257","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","60","1741013674250","1741013675242","1741013677226","992","1984","STALE","151.2330000000","151.2510000000","151.2420000000","0.000132229657","0.000132229657","0.0200000000","-0.0390000000","0.0010000000","0.0320000000","0.0000000000","20544","0","0.0180000000","20.0000000000","2.0000000000","1.0000000000","0.7843137255","0.7120723114","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","120","1741013734250","1741013734328","1741013735573","78","1245","STALE","151.2180000000","151.2340000000","151.2260000000","0.000238025972","0.000238025972","0.0360000000","-0.0540000000","0.0180000000","0.0385000000","0.0000000000","119873","0","0.0160000000","36.0000000000","3.6000000000","1.8000000000","1.4117647059","1.2817979615","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","180","1741013794250","1741013794608","1741013794609","358","1","AVAILABLE","151.2280000000","151.2450000000","151.2365000000","0.000168595878","0.000168595878","0.0255000000","-0.0440000000","0.0070000000","0.0410000000","0.0000000000","155084","0","0.0170000000","25.5000000000","2.5500000000","1.2750000000","1.0000000000","0.9079087051","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","300","1741013914250","1741013914621","1741013915435","371","814","AVAILABLE","151.2880000000","151.3060000000","151.2970000000","-0.000231359835","0.000231359835","-0.0350000000","0.0160000000","-0.0540000000","0.0410000000","0.0420000000","155084","282616","0.0180000000","-35.0000000000","-3.5000000000","-1.7500000000","-1.3725490196","-1.2459000245","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","600","1741014214250","1741014214352","1741014216193","102","1841","STALE","151.2270000000","151.2450000000","151.2360000000","0.000171901963","0.000171901963","0.0260000000","-0.0450000000","0.0070000000","0.0585000000","0.0420000000","406752","282616","0.0180000000","26.0000000000","2.6000000000","1.3000000000","1.0196078431","0.9257123668","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","900","1741014514250","1741014514378","1741014514619","128","241","AVAILABLE","151.2670000000","151.2870000000","151.2770000000","-0.000099160769","0.000099160769","-0.0150000000","-0.0050000000","-0.0350000000","0.0585000000","0.0420000000","406752","282616","0.0200000000","-15.0000000000","-1.5000000000","-0.7500000000","-0.5882352941","-0.5339924498","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","5","1741014611000","1741014611022","1741014611077","22","55","AVAILABLE","151.2590000000","151.2760000000","151.2675000000","0.000128902396","0.000128902396","0.0195000000","-0.0380000000","0.0010000000","0.0195000000","0.0000000000","5022","0","0.0170000000","19.5000000000","1.9500000000","0.9750000000","0.0000000000","0.6751059861","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","10","1741014616000","1741014616167","1741014617268","167","1101","STALE","151.2490000000","151.2660000000","151.2575000000","0.000195012635","0.000195012635","0.0295000000","-0.0480000000","0.0110000000","0.0310000000","0.0000000000","9479","0","0.0170000000","29.5000000000","2.9500000000","1.4750000000","0.0000000000","1.0213479434","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","30","1741014636000","1741014636194","1741014638307","194","2113","STALE","151.2300000000","151.2500000000","151.2400000000","0.000310716071","0.000310716071","0.0470000000","-0.0670000000","0.0270000000","0.0475000000","0.0000000000","29948","0","0.0200000000","47.0000000000","4.7000000000","2.3500000000","0.0000000000","1.6273264535","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","60","1741014666000","1741014666618","1741014666857","618","239","AVAILABLE","151.2070000000","151.2240000000","151.2155000000","0.000472723375","0.000472723375","0.0715000000","-0.0900000000","0.0530000000","0.0720000000","0.0000000000","59795","0","0.0170000000","71.5000000000","7.1500000000","3.5750000000","0.0000000000","2.4758141761","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","120","1741014726000","1741014726256","1741014726888","256","632","AVAILABLE","151.2530000000","151.2700000000","151.2615000000","0.000168568015","0.000168568015","0.0255000000","-0.0440000000","0.0070000000","0.0720000000","0.0000000000","59795","0","0.0170000000","25.5000000000","2.5500000000","1.2750000000","0.0000000000","0.8828484136","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","180","1741014786000","1741014786559","1741014789289","559","2730","STALE","151.2090000000","151.2270000000","151.2180000000","0.000456190815","0.000456190815","0.0690000000","-0.0880000000","0.0500000000","0.0740000000","0.0000000000","175332","0","0.0180000000","69.0000000000","6.9000000000","3.4500000000","0.0000000000","2.3892274983","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","300","1741014906000","1741014906099","1741014907299","99","1200","STALE","151.2310000000","151.2500000000","151.2405000000","0.000307410073","0.000307410073","0.0465000000","-0.0660000000","0.0270000000","0.0740000000","0.0000000000","175332","0","0.0190000000","46.5000000000","4.6500000000","2.3250000000","0.0000000000","1.6100118087","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","600","1741015206000","1741015206025","1741015207338","25","1313","STALE","151.1750000000","151.1940000000","151.1845000000","0.000677749830","0.000677749830","0.1025000000","-0.1220000000","0.0830000000","0.1145000000","0.0085000000","543531","358907","0.0190000000","102.5000000000","10.2500000000","5.1250000000","0.0000000000","3.5496079269","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","900","1741015506000","1741015507395","1741015508035","1395","640","STALE","151.1730000000","151.1900000000","151.1815000000","0.000697593331","0.000697593331","0.1055000000","-0.1240000000","0.0870000000","0.1775000000","0.0085000000","646989","358907","0.0170000000","105.5000000000","10.5500000000","5.2750000000","0.0000000000","3.6535351357","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_6","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","5","1741015608500","1741015608973","1741015608981","473","8","AVAILABLE","151.1440000000","151.1610000000","151.1525000000","0.000052925279","0.000052925279","0.0080000000","-0.0260000000","-0.0100000000","0.0080000000","0.0040000000","5473","1351","0.0170000000","8.0000000000","0.8000000000","0.4210526316","3.2000000000","0.1826095922","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_6","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","10","1741015613500","1741015613537","1741015616622","37","3085","STALE","151.1470000000","151.1640000000","151.1555000000","0.000033077971","0.000033077971","0.0050000000","-0.0230000000","-0.0130000000","0.0100000000","0.0040000000","9120","1351","0.0170000000","5.0000000000","0.5000000000","0.2631578947","2.0000000000","0.1141298626","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_6","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","30","1741015633500","1741015633727","1741015635237","227","1510","STALE","151.1410000000","151.1580000000","151.1495000000","0.000072772981","0.000072772981","0.0110000000","-0.0290000000","-0.0070000000","0.0145000000","0.0040000000","25259","1351","0.0170000000","11.0000000000","1.1000000000","0.5789473684","4.4000000000","0.2510906811","EXCLUDED","tickshock-medium-horizon-response-v1"
