event_id,market_cluster_id,symbol,shock_direction,primary_path_class,secondary_origin_recross,secondary_valid_pullback,secondary_reacceleration,secondary_invalidation,secondary_continuation_touch,secondary_reversal_touch,secondary_two_sided,path_status,schema_version
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673944500_8870","3815","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673946000_8874","3815","USDCAD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673945750_8873","3815","USDCAD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673944750_8871","3815","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673953250_8875","3816","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673961500_8878","3817","USDCAD","SHORT","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673961250_8877","3817","USDCAD","SHORT","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673961000_8876","3817","USDCAD","SHORT","DEAD_OR_TIMEOUT","false","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741673961750_8879","3817","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741673962750_8881","3817","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673962500_8880","3817","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673965250_8884","3818","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673965000_8883","3818","USDCAD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673964750_8882","3818","USDCAD","LONG","PULLBACK_CONTINUATION","true","true","true","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673965500_8885","3818","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673969000_8886","3819","USDCAD","LONG","FAILED_SHOCK_REVERSAL","false","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673972250_8887","3820","USDCAD","SHORT","CLEAN_CONTINUATION","false","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673972750_8889","3820","USDCAD","SHORT","CLEAN_CONTINUATION","false","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741673972500_8888","3820","USDCAD","SHORT","CLEAN_CONTINUATION","false","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741673985000_8890","3821","AUDUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741674029000_8891","3822","USDJPY","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741674041750_8892","3823","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741674056750_8893","3824","AUDUSD","SHORT","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741674108250_8894","3825","USDJPY","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741674172000_8895","3826","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","false","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741674364750_8896","3827","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741675272750_8897","3828","USDJPY","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741675459750_8898","3829","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741675460000_8899","3829","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741675668000_8900","3830","USDCAD","LONG","DEAD_OR_TIMEOUT","true","true","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741675746500_8901","3831","USDCAD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741676017750_8902","3832","USDJPY","SHORT","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741676018000_8903","3832","USDJPY","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741676483750_8904","3833","AUDUSD","LONG","PULLBACK_CONTINUATION","true","true","true","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741677336000_8905","3834","USDJPY","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741677336250_8906","3834","USDJPY","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741677339750_8908","3835","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741677339500_8907","3835","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741677340250_8909","3835","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741677543000_8910","3836","USDJPY","LONG","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741678194500_8911","3837","AUDUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741678309500_8912","3838","USDJPY","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741678309750_8913","3838","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741678744500_8914","3839","AUDUSD","SHORT","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741679036500_8915","3840","USDJPY","SHORT","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741679422500_8916","3841","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741680121250_8917","3842","GBPUSD","LONG","FAILED_SHOCK_REVERSAL","false","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741680382250_8918","3843","USDJPY","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741680393750_8919","3844","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741680394000_8920","3844","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741680494500_8921","3845","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","false","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741680494500_8922","3845","USDCAD","LONG","FAILED_SHOCK_REVERSAL","false","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741680495500_8929","3845","AUDUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741680495250_8928","3845","AUDUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741680495000_8925","3845","AUDUSD","SHORT","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741680494750_8923","3845","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741680495500_8927","3845","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741680494750_8924","3845","USDCAD","LONG","DEAD_OR_TIMEOUT","true","true","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741680495250_8926","3845","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741680617000_8930","3846","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741680652500_8931","3847","AUDUSD","SHORT","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741680652750_8932","3847","USDCAD","LONG","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741681104500_8933","3848","AUDUSD","SHORT","PULLBACK_CONTINUATION","false","true","true","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741681104750_8934","3848","AUDUSD","SHORT","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741681105000_8935","3848","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741681208250_8936","3849","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741681638500_8937","3850","AUDUSD","LONG","DEAD_OR_TIMEOUT","true","true","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741681638750_8938","3850","AUDUSD","LONG","DEAD_OR_TIMEOUT","true","true","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741681782000_8939","3851","AUDUSD","LONG","DEAD_OR_TIMEOUT","false","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741681782250_8940","3851","AUDUSD","LONG","DEAD_OR_TIMEOUT","false","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741682436000_8941","3852","AUDUSD","SHORT","DEAD_OR_TIMEOUT","true","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741682900750_8942","3853","USDCAD","SHORT","DEAD_OR_TIMEOUT","false","true","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741683123500_8943","3854","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741683361000_8944","3855","AUDUSD","LONG","DEAD_OR_TIMEOUT","true","true","true","false","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741683495500_8945","3856","AUDUSD","SHORT","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741683495750_8946","3856","AUDUSD","SHORT","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741683516250_8948","3857","AUDUSD","SHORT","DEAD_OR_TIMEOUT","false","false","false","false","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741683516000_8947","3857","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","true","true","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741683663000_8950","3858","USDCHF","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741683663000_8949","3858","AUDUSD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741684086250_8951","3859","USDJPY","LONG","DEAD_OR_TIMEOUT","false","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741684180250_8952","3860","USDJPY","LONG","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741684183500_8953","3861","USDCHF","LONG","CLEAN_CONTINUATION","false","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741684366000_8954","3862","USDCAD","SHORT","DEAD_OR_TIMEOUT","false","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741684664500_8957","3863","AUDUSD","LONG","CLEAN_CONTINUATION","true","false","false","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741684664750_8958","3863","AUDUSD","LONG","DEAD_OR_TIMEOUT","true","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741684664500_8955","3863","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741684664750_8956","3863","USDCAD","SHORT","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741684828250_8961","3864","USDJPY","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741684828000_8959","3864","AUDUSD","LONG","DEAD_OR_TIMEOUT","false","true","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741684828250_8962","3864","AUDUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741684828500_8964","3864","AUDUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741684828250_8960","3864","GBPUSD","LONG","CLEAN_CONTINUATION","false","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741684828500_8963","3864","GBPUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741684832750_8965","3865","EURUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741684833000_8967","3865","EURUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741684833250_8968","3865","EURUSD","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741684833000_8966","3865","USDCHF","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741684838500_8969","3866","EURUSD","LONG","PULLBACK_CONTINUATION","true","true","true","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741684839750_8972","3866","EURUSD","LONG","DEAD_OR_TIMEOUT","false","true","true","false","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741684839750_8971","3866","GBPUSD","LONG","FAILED_SHOCK_REVERSAL","false","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741684840000_8974","3866","GBPUSD","LONG","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741684840250_8977","3866","GBPUSD","LONG","PULLBACK_CONTINUATION","false","true","true","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741684840000_8973","3866","EURUSD","LONG","DEAD_OR_TIMEOUT","true","false","false","false","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741684840250_8976","3866","EURUSD","LONG","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741684840500_8979","3866","EURUSD","LONG","CLEAN_CONTINUATION","false","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741684839750_8970","3866","USDCAD","SHORT","FAILED_SHOCK_REVERSAL","true","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741684840000_8975","3866","USDCAD","SHORT","CLEAN_CONTINUATION","true","false","false","true","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741684840250_8978","3866","USDCAD","SHORT","PULLBACK_CONTINUATION","true","true","true","false","true","false","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741684843500_8980","3867","EURUSD","SHORT","FAILED_SHOCK_REVERSAL","false","false","false","true","false","true","false","VALID","tickshock-state-conditioned-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741684843500_8981","3867","AUDUSD","SHORT","DEAD_OR_TIMEOUT","false","false","false","false","false","true","false","VALID","tickshock-state-conditioned-response-v1"
