episode_id,event_id,market_cluster_id,symbol,shock_direction,t0_msc,feature_status,h1,h2,h3,h4,action,action_direction,entry_eligible_msc,entry_quote_msc,entry_processing_msc,entry_bid,entry_ask,entry_price,atr14_m5,risk_distance,tp_distance,sl,tp,exit_msc,exit_price,result,gross_r,net_r_commission_002,net_r_commission_005,net_r_commission_010,mfe_r,mae_r,deadline_msc,feature_spec_sha256,schema_version
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_6","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743612672750_39","23","USDJPY","SHORT","1743612673422","TARGET_STALE","false","false","false","false","CONTINUATION","SHORT","1743612673422","1743612674215","1743612674851","149.5240000000","149.5430000000","149.5240000000","0.074745454689","0.018686363672","0.029898181876","149.5426863637","149.4941018181","1743612674517","149.5440000000","SL_FIRST","-1.070299195224","-1.090299195224","-1.120299195224","-1.170299195224","0.000000000000","1.070299195224","1743613573422","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_6","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743612672750_39","23","USDJPY","SHORT","1743612673422","TARGET_STALE","false","false","false","false","REVERSAL","LONG","1743612673422","1743612674215","1743612674851","149.5240000000","149.5430000000","149.5430000000","0.074745454689","0.018686363672","0.029898181876","149.5243136363","149.5728981819","1743612675221","149.5240000000","SL_FIRST","-1.016784235463","-1.036784235463","-1.066784235463","-1.116784235463","0.000000000000","1.016784235463","1743613573422","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_7","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743613832250_46","27","USDJPY","SHORT","1743613832623","CROSS_SYMBOL_STALE","false","false","false","false","CONTINUATION","SHORT","1743613832623","1743613832841","1743613834052","149.5470000000","149.5660000000","149.5470000000","0.083675145998","0.020918786500","0.033470058399","149.5679187865","149.5135299416","1743613899196","149.5680000000","SL_FIRST","-1.003882323693","-1.023882323693","-1.053882323693","-1.103882323693","1.577529365801","1.003882323693","1743614732623","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_7","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743613832250_46","27","USDJPY","SHORT","1743613832623","CROSS_SYMBOL_STALE","false","false","false","false","REVERSAL","LONG","1743613832623","1743613832841","1743613834052","149.5470000000","149.5660000000","149.5660000000","0.083675145998","0.020918786500","0.033470058399","149.5450812135","149.5994700584","1743613833043","149.5450000000","SL_FIRST","-1.003882323693","-1.023882323693","-1.053882323693","-1.103882323693","0.000000000000","1.003882323693","1743614732623","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_8","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743615070000_47","28","USDJPY","SHORT","1743615072942","TARGET_STALE","false","false","false","false","CONTINUATION","SHORT","1743615072942","1743615073033","1743615073233","149.6210000000","149.6390000000","149.6210000000","0.086541715327","0.021635428832","0.034616686131","149.6426354288","149.5863833139","1743615075445","149.6430000000","SL_FIRST","-1.016850655976","-1.036850655976","-1.066850655976","-1.116850655976","0.000000000000","1.016850655976","1743615972942","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_8","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743615070000_47","28","USDJPY","SHORT","1743615072942","TARGET_STALE","false","false","false","false","REVERSAL","LONG","1743615072942","1743615073033","1743615073233","149.6210000000","149.6390000000","149.6390000000","0.086541715327","0.021635428832","0.034616686131","149.6173645712","149.6736166861","1743615073336","149.6170000000","SL_FIRST","-1.016850655977","-1.036850655977","-1.066850655977","-1.116850655977","0.000000000000","1.016850655977","1743615972942","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_9","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743616261500_57","35","USDJPY","LONG","1743616261723","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743616261723","1743616262547","1743616262562","149.6300000000","149.6460000000","149.6460000000","0.092816319626","0.023204079906","0.037126527850","149.6227959201","149.6831265279","1743616269588","149.6220000000","SL_FIRST","-1.034300868501","-1.054300868501","-1.084300868501","-1.134300868501","0.000000000000","1.034300868501","1743617161723","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_9","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743616261500_57","35","USDJPY","LONG","1743616261723","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743616261723","1743616262547","1743616262562","149.6300000000","149.6460000000","149.6300000000","0.092816319626","0.023204079906","0.037126527850","149.6532040799","149.5928734721","1743616280742","149.6560000000","SL_FIRST","-1.120492607545","-1.140492607545","-1.170492607545","-1.220492607545","0.000000000000","1.120492607545","1743617161723","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_10","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743617402000_70","45","USDJPY","LONG","1743617402441","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743617402441","1743617402517","1743617402645","149.8430000000","149.8590000000","149.8590000000","0.101302707732","0.025325676933","0.040521083093","149.8336743231","149.8995210831","1743617541466","149.8300000000","SL_FIRST","-1.145082916306","-1.165082916306","-1.195082916306","-1.245082916306","0.315884942429","1.145082916306","1743618302441","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_10","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743617402000_70","45","USDJPY","LONG","1743617402441","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743617402441","1743617402517","1743617402645","149.8430000000","149.8590000000","149.8430000000","0.101302707732","0.025325676933","0.040521083093","149.8683256769","149.8024789169","1743617403347","149.8700000000","SL_FIRST","-1.066111680700","-1.086111680700","-1.116111680700","-1.166111680700","0.000000000000","1.066111680700","1743618302441","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_1","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743617996000_75","48","GBPUSD","LONG","1743617998870","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743617998870","1743617999425","1743617999774","1.2965900000","1.2967900000","1.2967900000","0.000610036494","0.000152509123","0.000244014598","1.2966374909","1.2970340146","1743617999628","1.2965800000","SL_FIRST","-1.376966801673","-1.396966801673","-1.426966801673","-1.476966801673","0.000000000000","1.376966801673","1743618898870","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_1","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743617996000_75","48","GBPUSD","LONG","1743617998870","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743617998870","1743617999425","1743617999774","1.2965900000","1.2967900000","1.2965900000","0.000610036494","0.000152509123","0.000244014598","1.2967425091","1.2963459854","1743617999628","1.2967800000","SL_FIRST","-1.245827106275","-1.265827106275","-1.295827106275","-1.345827106275","0.000000000000","1.245827106275","1743618898870","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_11","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743618976250_84","54","USDJPY","LONG","1743618976790","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743618976790","1743618978023","1743618979456","149.9730000000","149.9890000000","149.9890000000","0.096099254284","0.024024813571","0.038439701714","149.9649751864","150.0274397017","1743619174681","149.9640000000","SL_FIRST","-1.040590801091","-1.060590801091","-1.090590801091","-1.140590801091","0.998967169047","1.040590801091","1743619876790","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_11","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743618976250_84","54","USDJPY","LONG","1743618976790","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743618976790","1743618978023","1743618979456","149.9730000000","149.9890000000","149.9730000000","0.096099254284","0.024024813571","0.038439701714","149.9970248136","149.9345602983","1743618981242","149.9990000000","SL_FIRST","-1.082214433133","-1.102214433133","-1.132214433133","-1.182214433133","0.000000000000","1.082214433133","1743619876790","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_2","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743619023500_85","55","GBPUSD","LONG","1743619023869","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743619023869","1743619026098","1743619026487","1.2964200000","1.2966200000","1.2966200000","0.000555948612","0.000138987153","0.000222379445","1.2964810128","1.2968423794","1743619026403","1.2964800000","SL_FIRST","-1.007287343340","-1.027287343340","-1.057287343340","-1.107287343340","0.000000000000","1.007287343340","1743619923869","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_2","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743619023500_85","55","GBPUSD","LONG","1743619023869","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743619023869","1743619026098","1743619026487","1.2964200000","1.2966200000","1.2964200000","0.000555948612","0.000138987153","0.000222379445","1.2965589872","1.2961976206","1743619026403","1.2966800000","SL_FIRST","-1.870676494778","-1.890676494778","-1.920676494778","-1.970676494778","0.000000000000","1.870676494778","1743619923869","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_3","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743620080000_91","61","GBPUSD","LONG","1743620080153","CROSS_SYMBOL_STALE","false","false","false","false","CONTINUATION","LONG","1743620080153","1743620080492","1743620080558","1.2977400000","1.2979400000","1.2979400000","0.000551821841","0.000137955460","0.000220728736","1.2978020445","1.2981607287","1743620081407","1.2977500000","SL_FIRST","-1.377256106034","-1.397256106034","-1.427256106034","-1.477256106034","0.000000000000","1.377256106034","1743620980153","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_3","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743620080000_91","61","GBPUSD","LONG","1743620080153","CROSS_SYMBOL_STALE","false","false","false","false","REVERSAL","SHORT","1743620080153","1743620080492","1743620080558","1.2977400000","1.2979400000","1.2977400000","0.000551821841","0.000137955460","0.000220728736","1.2978779555","1.2975192713","1743620081407","1.2979500000","SL_FIRST","-1.522230432983","-1.542230432983","-1.572230432983","-1.622230432983","0.000000000000","1.522230432983","1743620980153","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_12","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743620151750_92","62","USDJPY","LONG","1743620152276","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743620152276","1743620152419","1743620152487","149.9510000000","149.9690000000","149.9690000000","0.092043129420","0.023010782355","0.036817251768","149.9459892176","150.0058172518","1743620154929","149.9450000000","SL_FIRST","-1.042989309520","-1.062989309520","-1.092989309520","-1.142989309520","0.000000000000","1.042989309520","1743621052276","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_12","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743620151750_92","62","USDJPY","LONG","1743620152276","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743620152276","1743620152419","1743620152487","149.9510000000","149.9690000000","149.9510000000","0.092043129420","0.023010782355","0.036817251768","149.9740107824","149.9141827482","1743620254843","149.9750000000","SL_FIRST","-1.042989309520","-1.062989309520","-1.092989309520","-1.142989309520","1.042989309520","1.042989309520","1743621052276","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_4","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743621062750_98","66","GBPUSD","SHORT","1743621063329","TARGET_STALE","false","false","false","false","CONTINUATION","SHORT","1743621063329","1743621063630","1743621064740","1.2972800000","1.2974800000","1.2972800000","0.000529641908","0.000132410477","0.000211856763","1.2974124105","1.2970681432","1743621064033","1.2974900000","SL_FIRST","-1.585977217095","-1.605977217095","-1.635977217095","-1.685977217095","0.000000000000","1.585977217095","1743621963329","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_4","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743621062750_98","66","GBPUSD","SHORT","1743621063329","TARGET_STALE","false","false","false","false","REVERSAL","LONG","1743621063329","1743621063630","1743621064740","1.2972800000","1.2974800000","1.2974800000","0.000529641908","0.000132410477","0.000211856763","1.2973475895","1.2976918568","1743621064033","1.2972900000","SL_FIRST","-1.434931767847","-1.454931767847","-1.484931767847","-1.534931767847","0.000000000000","1.434931767847","1743621963329","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_13","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743621964250_100","68","USDJPY","LONG","1743621967461","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743621967461","1743621967462","1743621968362","150.0760000000","150.0970000000","150.0970000000","0.087991295453","0.021997823863","0.035196518181","150.0750021761","150.1321965182","1743621970672","150.0750000000","SL_FIRST","-1.000098925097","-1.020098925097","-1.050098925097","-1.100098925097","0.000000000000","1.000098925097","1743622867461","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_13","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743621964250_100","68","USDJPY","LONG","1743621967461","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743621967461","1743621967462","1743621968362","150.0760000000","150.0970000000","150.0760000000","0.087991295453","0.021997823863","0.035196518181","150.0979978239","150.0408034818","1743621967962","150.0990000000","SL_FIRST","-1.045557967145","-1.065557967145","-1.095557967145","-1.145557967145","0.000000000000","1.045557967145","1743622867461","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_5","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743622704000_101","69","GBPUSD","SHORT","1743622704864","TARGET_STALE","false","false","false","false","CONTINUATION","SHORT","1743622704864","1743622704967","1743622706169","1.2966100000","1.2968100000","1.2966100000","0.000506789809","0.000126697452","0.000202715924","1.2967366975","1.2964072841","1743622705568","1.2968000000","SL_FIRST","-1.499635521459","-1.519635521459","-1.549635521459","-1.599635521459","0.000000000000","1.499635521459","1743623604864","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_5","ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743622704000_101","69","GBPUSD","SHORT","1743622704864","TARGET_STALE","false","false","false","false","REVERSAL","LONG","1743622704864","1743622704967","1743622706169","1.2966100000","1.2968100000","1.2968100000","0.000506789809","0.000126697452","0.000202715924","1.2966833025","1.2970127159","1743622705568","1.2966000000","SL_FIRST","-1.657491892139","-1.677491892139","-1.707491892139","-1.757491892139","0.000000000000","1.657491892139","1743623604864","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_14","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743623009750_102","70","USDJPY","LONG","1743623015238","TARGET_STALE","false","false","false","false","CONTINUATION","LONG","1743623015238","1743623015671","1743623015855","150.2260000000","150.2470000000","150.2470000000","0.083800793639","0.020950198410","0.033520317456","150.2260498016","150.2805203175","1743623016079","150.2250000000","SL_FIRST","-1.050109386546","-1.070109386546","-1.100109386546","-1.150109386546","0.000000000000","1.050109386546","1743623915238","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_14","ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743623009750_102","70","USDJPY","LONG","1743623015238","TARGET_STALE","false","false","false","false","REVERSAL","SHORT","1743623015238","1743623015671","1743623015855","150.2260000000","150.2470000000","150.2260000000","0.083800793639","0.020950198410","0.033520317456","150.2469501984","150.1924796825","1743623017583","150.2470000000","SL_FIRST","-1.002377141703","-1.022377141703","-1.052377141703","-1.102377141703","0.000000000000","1.002377141703","1743623915238","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
