event_id,market_cluster_id,symbol,strategy,direction,signal_msc,processing_msc,eligible_msc,entry_quote_msc,entry_bid,entry_ask,entry_price,entry_side,local_scale,entry_status,censored,schema_version
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999845000_5,5,USDJPY,failed_shock_reversal,SHORT,1740999845774,1740999846847,1740999846847,1740999847355,150.099,150.117,150.099,BID,0.002071388631,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000198250_7,6,USDJPY,detection_time_continuation,SHORT,1741000198250,1741000200203,1741000200203,1741000200600,149.984,150.003,149.984,BID,0.002098884323,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000198250_7,6,USDJPY,post_burst_continuation,SHORT,1741000199117,1741000200203,1741000200203,1741000200600,149.984,150.003,149.984,BID,0.002098884323,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000198250_7,6,USDJPY,failed_shock_reversal,LONG,1741000200061,1741000200203,1741000200203,1741000200600,149.984,150.003,150.003,ASK,0.002098884323,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000392750_8,7,USDJPY,detection_time_continuation,LONG,1741000392750,1741000394748,1741000394748,1741000394980,149.956,149.975,149.975,ASK,0.002098036219,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000392750_8,7,USDJPY,post_burst_continuation,LONG,1741000393350,1741000394748,1741000394748,1741000394980,149.956,149.975,149.975,ASK,0.002098036219,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000392750_8,7,USDJPY,failed_shock_reversal,SHORT,1741000395641,1741000395720,1741000395720,1741000395855,149.953,149.971,149.953,BID,0.002098036219,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9,8,USDJPY,detection_time_continuation,LONG,1741001029000,1741001029236,1741001029236,1741001029316,150.101,150.118,150.118,ASK,0.002065818683,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9,8,USDJPY,post_burst_continuation,LONG,1741001029316,1741001029497,1741001029497,1741001029624,150.101,150.117,150.117,ASK,0.002065818683,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9,8,USDJPY,failed_shock_reversal,SHORT,1741001029624,1741001030561,1741001030561,1741001030981,150.102,150.118,150.102,BID,0.002065818683,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001732500_10,9,USDJPY,detection_time_continuation,LONG,1741001732500,1741001732977,1741001732977,1741001733162,150.173,150.192,150.192,ASK,0.00209789953,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001732500_10,9,USDJPY,post_burst_continuation,LONG,1741001735424,1741001735454,1741001735454,1741001735642,150.178,150.196,150.196,ASK,0.00209789953,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001732500_10,9,USDJPY,failed_shock_reversal,SHORT,1741001736292,1741001736430,1741001736430,1741001736563,150.172,150.19,150.172,BID,0.00209789953,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001791750_11,10,USDJPY,detection_time_continuation,LONG,1741001791750,1741001794661,1741001794661,1741001794665,150.207,150.226,150.226,ASK,0.00209793016,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001791750_11,10,USDJPY,post_burst_continuation,LONG,1741001792301,1741001794661,1741001794661,1741001794665,150.207,150.226,150.226,ASK,0.00209793016,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001791750_11,10,USDJPY,failed_shock_reversal,SHORT,1741001792745,1741001794661,1741001794661,1741001794665,150.207,150.226,150.207,BID,0.00209793016,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12,11,USDJPY,detection_time_continuation,SHORT,1741002078000,1741002079487,1741002079487,1741002079796,150.211,150.226,150.211,BID,0.002120379949,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12,11,USDJPY,post_burst_continuation,SHORT,1741002078509,1741002079487,1741002079487,1741002079796,150.211,150.226,150.211,BID,0.002120379949,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12,11,USDJPY,failed_shock_reversal,LONG,1741002078979,1741002079487,1741002079487,1741002079796,150.211,150.226,150.226,ASK,0.002120379949,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13,12,USDJPY,detection_time_continuation,LONG,1741002364750,1741002365180,1741002365180,1741002365460,150.302,150.321,150.321,ASK,0.002118359148,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13,12,USDJPY,post_burst_continuation,LONG,1741002365460,1741002367987,1741002367987,1741002367995,150.304,150.321,150.321,ASK,0.002118359148,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13,12,USDJPY,failed_shock_reversal,SHORT,1741002365691,1741002367987,1741002367987,1741002367995,150.304,150.321,150.304,BID,0.002118359148,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14,12,USDJPY,detection_time_continuation,LONG,1741002365000,1741002365180,1741002365180,1741002365460,150.302,150.321,150.321,ASK,0.003947178406,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14,12,USDJPY,post_burst_continuation,LONG,1741002365460,1741002367987,1741002367987,1741002367995,150.304,150.321,150.321,ASK,0.003947178406,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14,12,USDJPY,failed_shock_reversal,SHORT,1741002365691,1741002367987,1741002367987,1741002367995,150.304,150.321,150.304,BID,0.003947178406,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,USDJPY,detection_time_continuation,SHORT,1741013614250,1741013614311,1741013614311,1741013614519,151.247,151.267,151.247,BID,0.002075421189,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,USDJPY,post_burst_continuation,SHORT,1741013615702,1741013616379,1741013616379,1741013616583,151.25,151.27,151.25,BID,0.002075421189,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,USDJPY,pullback_continuation,SHORT,1741013625328,1741013625622,1741013625622,1741013625801,151.245,151.262,151.245,BID,0.002075421189,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,USDJPY,detection_time_continuation,SHORT,1741013614500,1741013614737,1741013614737,1741013614737,151.246,151.266,151.246,BID,0.00207507137,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,USDJPY,post_burst_continuation,SHORT,1741013615702,1741013616379,1741013616379,1741013616583,151.25,151.27,151.25,BID,0.00207507137,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,USDJPY,failed_shock_reversal,LONG,1741013615912,1741013616379,1741013616379,1741013616583,151.25,151.27,151.27,ASK,0.00207507137,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,USDJPY,detection_time_continuation,SHORT,1741013614750,1741013616379,1741013616379,1741013616583,151.25,151.27,151.25,BID,0.00207507137,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,USDJPY,post_burst_continuation,SHORT,1741013615702,1741013616379,1741013616379,1741013616583,151.25,151.27,151.25,BID,0.00207507137,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,USDJPY,failed_shock_reversal,LONG,1741013615912,1741013616379,1741013616379,1741013616583,151.25,151.27,151.27,ASK,0.00207507137,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,USDJPY,detection_time_continuation,SHORT,1741013930500,1741013930845,1741013930845,1741013931050,151.274,151.293,151.274,BID,0.002094764715,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,USDJPY,post_burst_continuation,SHORT,1741013931050,1741013931739,1741013931739,1741013931979,151.273,151.29,151.273,BID,0.002094764715,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,USDJPY,failed_shock_reversal,LONG,1741013931288,1741013931739,1741013931739,1741013931979,151.273,151.29,151.29,ASK,0.002094764715,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,USDJPY,detection_time_continuation,SHORT,1741013937500,1741013938328,1741013938328,1741013939181,151.247,151.264,151.247,BID,0.002098370571,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,USDJPY,post_burst_continuation,SHORT,1741013939927,1741013940089,1741013940089,1741013940169,151.244,151.261,151.244,BID,0.002098370571,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,USDJPY,failed_shock_reversal,LONG,1741013940376,1741013941557,1741013941557,1741013941734,151.247,151.264,151.264,ASK,0.002098370571,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,USDJPY,detection_time_continuation,SHORT,1741014178500,1741014178783,1741014178783,1741014179026,151.204,151.223,151.204,BID,0.002095028492,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,USDJPY,post_burst_continuation,SHORT,1741014179026,1741014179108,1741014179108,1741014179473,151.205,151.223,151.205,BID,0.002095028492,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,USDJPY,failed_shock_reversal,LONG,1741014179473,1741014179521,1741014179521,1741014179913,151.204,151.223,151.223,ASK,0.002095028492,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,USDJPY,detection_time_continuation,SHORT,1741014453500,1741014454070,1741014454070,1741014454308,151.238,151.257,151.238,BID,0.002100359975,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,USDJPY,post_burst_continuation,SHORT,1741014453860,1741014454070,1741014454070,1741014454308,151.238,151.257,151.238,BID,0.002100359975,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,USDJPY,failed_shock_reversal,LONG,1741014454308,1741014455918,1741014455918,1741014456559,151.244,151.263,151.263,ASK,0.002100359975,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22,18,USDJPY,detection_time_continuation,SHORT,1741014606000,1741014606129,1741014606129,1741014606591,151.278,151.296,151.278,BID,0.002076949818,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22,18,USDJPY,post_burst_continuation,SHORT,1741014606591,1741014607059,1741014607059,1741014607245,151.273,151.291,151.273,BID,0.002076949818,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,USDJPY,detection_time_continuation,SHORT,1741014714500,1741014714886,1741014714886,1741014715014,151.249,151.265,151.249,BID,0.002081300841,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,USDJPY,post_burst_continuation,SHORT,1741014714803,1741014714886,1741014714886,1741014715014,151.249,151.265,151.249,BID,0.002081300841,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,USDJPY,failed_shock_reversal,LONG,1741014715014,1741014716918,1741014716918,1741014717041,151.246,151.262,151.262,ASK,0.002081300841,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,USDJPY,detection_time_continuation,SHORT,1741014714250,1741014714610,1741014714610,1741014714803,151.249,151.266,151.249,BID,0.002081153387,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,USDJPY,post_burst_continuation,SHORT,1741014714803,1741014714886,1741014714886,1741014715014,151.249,151.265,151.249,BID,0.002081153387,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,USDJPY,pullback_continuation,SHORT,1741014716107,1741014716918,1741014716918,1741014717041,151.246,151.262,151.246,BID,0.002081153387,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,USDJPY,detection_time_continuation,SHORT,1741014782000,1741014783016,1741014783016,1741014783118,151.209,151.224,151.209,BID,0.002088101634,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,USDJPY,post_burst_continuation,SHORT,1741014782461,1741014783016,1741014783016,1741014783118,151.209,151.224,151.209,BID,0.002088101634,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,USDJPY,failed_shock_reversal,LONG,1741014783379,1741014783503,1741014783503,1741014783589,151.209,151.224,151.224,ASK,0.002088101634,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,USDJPY,detection_time_continuation,LONG,1741014791750,1741014793028,1741014793028,1741014793203,151.222,151.241,151.241,ASK,0.002090594959,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,USDJPY,post_burst_continuation,LONG,1741014793203,1741014793232,1741014793232,1741014793463,151.219,151.237,151.237,ASK,0.002090594959,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,USDJPY,failed_shock_reversal,SHORT,1741014793463,1741014793464,1741014793464,1741014793715,151.219,151.238,151.219,BID,0.002090594959,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,USDJPY,detection_time_continuation,SHORT,1741014870250,1741014870340,1741014870340,1741014870538,151.231,151.25,151.231,BID,0.002085674246,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,USDJPY,post_burst_continuation,SHORT,1741014871053,1741014872803,1741014872803,1741014872940,151.232,151.25,151.232,BID,0.002085674246,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,USDJPY,failed_shock_reversal,LONG,1741014871949,1741014872803,1741014872803,1741014872940,151.232,151.25,151.25,ASK,0.002085674246,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,USDJPY,detection_time_continuation,LONG,1741015012750,1741015013111,1741015013111,1741015013250,151.266,151.283,151.283,ASK,0.002076364075,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,USDJPY,post_burst_continuation,LONG,1741015013250,1741015014408,1741015014408,1741015014432,151.266,151.284,151.284,ASK,0.002076364075,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,USDJPY,failed_shock_reversal,SHORT,1741015018242,1741015018635,1741015018635,1741015018714,151.257,151.275,151.257,BID,0.002076364075,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,USDJPY,detection_time_continuation,SHORT,1741015032750,1741015034292,1741015034292,1741015034387,151.265,151.284,151.265,BID,0.002077253541,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,USDJPY,post_burst_continuation,SHORT,1741015034387,1741015034818,1741015034818,1741015036087,151.265,151.283,151.265,BID,0.002077253541,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,USDJPY,pullback_continuation,SHORT,1741015037690,1741015038558,1741015038558,1741015039192,151.255,151.274,151.255,BID,0.002077253541,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,USDJPY,detection_time_continuation,SHORT,1741015137500,1741015138490,1741015138490,1741015138490,151.186,151.205,151.186,BID,0.00207889662,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,USDJPY,post_burst_continuation,SHORT,1741015139955,1741015140037,1741015140037,1741015140157,151.186,151.203,151.186,BID,0.00207889662,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,USDJPY,pullback_continuation,SHORT,1741015144781,1741015145542,1741015145542,1741015145937,151.17,151.188,151.17,BID,0.00207889662,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,USDJPY,detection_time_continuation,SHORT,1741015137750,1741015138490,1741015138490,1741015138490,151.186,151.205,151.186,BID,0.002079049002,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,USDJPY,post_burst_continuation,SHORT,1741015139955,1741015140037,1741015140037,1741015140157,151.186,151.203,151.186,BID,0.002079049002,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,USDJPY,pullback_continuation,SHORT,1741015144781,1741015145542,1741015145542,1741015145937,151.17,151.188,151.17,BID,0.002079049002,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,USDJPY,detection_time_continuation,SHORT,1741015143750,1741015145542,1741015145542,1741015145937,151.17,151.188,151.17,BID,0.002083244914,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,USDJPY,post_burst_continuation,SHORT,1741015145315,1741015145542,1741015145542,1741015145937,151.17,151.188,151.17,BID,0.002083244914,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,USDJPY,failed_shock_reversal,LONG,1741015153711,1741015154415,1741015154415,1741015154477,151.189,151.207,151.207,ASK,0.002083244914,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,USDJPY,detection_time_continuation,LONG,1741015188250,1741015190107,1741015190107,1741015190112,151.208,151.225,151.225,ASK,0.002083606991,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,USDJPY,post_burst_continuation,LONG,1741015188959,1741015190107,1741015190107,1741015190112,151.208,151.225,151.225,ASK,0.002083606991,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,USDJPY,failed_shock_reversal,SHORT,1741015189170,1741015190107,1741015190107,1741015190112,151.208,151.225,151.208,BID,0.002083606991,ENTERED,False,tickshock-state-conditioned-response-v1
