left_out_day,candidate_id,episodes,selected_episodes,probability,unconditional_probability,lift
2025-03-07,SR-CLEAN-002,3105,752,0.31648936170212766,0.32689210950080516,0.9681768158473955
2025-03-10,SR-CLEAN-002,3094,746,0.32171581769436997,0.32546864899806077,0.9884694537699907
2025-03-11,SR-CLEAN-002,3089,753,0.32270916334661354,0.3321463256717384,0.9715873348710422
2025-03-12,SR-CLEAN-002,3146,775,0.32,0.3267641449459631,0.9792996108949417
2025-03-13,SR-CLEAN-002,3119,773,0.3182406209573092,0.3270278935556268,0.9731298987900465
2025-03-14,SR-CLEAN-002,3137,779,0.3196405648267009,0.3289767293592604,0.9716205928889154
2025-03-17,SR-CLEAN-002,3128,757,0.31968295904887717,0.3248081841432225,0.9842207636859133
2025-03-18,SR-CLEAN-002,3153,781,0.3213828425096031,0.33143038376149697,0.9696843085481135
2025-03-19,SR-CLEAN-002,3150,777,0.323037323037323,0.3323809523809524,0.9718887942383644
2025-03-20,SR-CLEAN-002,3126,782,0.319693094629156,0.32629558541266795,0.9797653076575898
2025-03-21,SR-CLEAN-002,3133,780,0.32051282051282054,0.3271624640919247,0.9796747967479675
2025-03-24,SR-CLEAN-002,3144,782,0.319693094629156,0.3279262086513995,0.9748933942910442
2025-03-25,SR-CLEAN-002,3138,779,0.3209242618741977,0.3247291268323773,0.9882829575674508
2025-03-26,SR-CLEAN-002,3120,781,0.3201024327784891,0.3278846153846154,0.9762654841338084
2025-03-27,SR-CLEAN-002,3089,778,0.32005141388174807,0.3234056328909032,0.9896284459266464
2025-03-28,SR-CLEAN-002,3143,806,0.3200992555831266,0.32993954820235444,0.9701754679824174
2025-03-31,SR-CLEAN-002,3111,810,0.32222222222222224,0.3236901317904211,0.9954650777888117
2025-03-03,SR-DEAD-001,3231,613,0.1761827079934747,0.17239244815846488,1.0219862289531718
2025-03-04,SR-DEAD-001,3094,611,0.176759410801964,0.17388493859082094,1.016530886656648
2025-03-05,SR-DEAD-001,3116,602,0.17109634551495018,0.17329910141206675,0.9872892826381199
2025-03-06,SR-DEAD-001,3134,596,0.1761744966442953,0.17007019783024888,1.035892818917864
2025-03-07,SR-DEAD-001,3105,594,0.17676767676767677,0.17262479871175523,1.0239993215739485
2025-03-10,SR-DEAD-001,3094,594,0.1750841750841751,0.17550096961861666,0.9976251154888357
2025-03-11,SR-DEAD-001,3089,589,0.17147707979626486,0.17157656199417287,0.9994201877182305
2025-03-12,SR-DEAD-001,3146,593,0.1736930860033727,0.1722822631913541,1.0081890194955914
2025-03-13,SR-DEAD-001,3119,592,0.17736486486486486,0.17441487656300098,1.0169136277821937
2025-03-14,SR-DEAD-001,3137,594,0.18013468013468015,0.17309531399426203,1.0406675719751226
2025-03-17,SR-DEAD-001,3128,581,0.17555938037865748,0.17359335038363172,1.0113254913893934
2025-03-18,SR-DEAD-001,3153,585,0.17435897435897435,0.1715826197272439,1.016180861652211
2025-03-19,SR-DEAD-001,3150,590,0.17457627118644067,0.1711111111111111,1.0202509355051728
2025-03-20,SR-DEAD-001,3126,576,0.1753472222222222,0.1746641074856046,1.0039110195360195
2025-03-21,SR-DEAD-001,3133,580,0.17586206896551723,0.17395467602936482,1.010964884530212
2025-03-24,SR-DEAD-001,3144,573,0.1762652705061082,0.17270992366412213,1.0205856546431018
2025-03-25,SR-DEAD-001,3138,564,0.17198581560283688,0.17144678138942002,1.0031440322708218
2025-03-26,SR-DEAD-001,3120,565,0.17876106194690267,0.17211538461538461,1.03861175656301
2025-03-27,SR-DEAD-001,3089,555,0.18198198198198198,0.17610877306571707,1.0333498940116588
2025-03-28,SR-DEAD-001,3143,579,0.17271157167530224,0.17308304167992364,0.9978538047343289
2025-03-31,SR-DEAD-001,3111,574,0.1759581881533101,0.171648987463838,1.0251047253650707
2025-03-03,SR-NOTRADE-001,3231,191,0.14659685863874344,0.17239244815846488,0.8503670561252783
2025-03-04,SR-NOTRADE-001,3094,183,0.15846994535519127,0.17388493859082094,0.9113494626932376
2025-03-05,SR-NOTRADE-001,3116,187,0.15508021390374332,0.17329910141206675,0.8948702713408596
2025-03-06,SR-NOTRADE-001,3134,188,0.15425531914893617,0.17007019783024888,0.9070097002115685
2025-03-07,SR-NOTRADE-001,3105,183,0.16393442622950818,0.17262479871175523,0.9496574504526547
2025-03-10,SR-NOTRADE-001,3094,181,0.16022099447513813,0.17550096961861666,0.9129350955913028
2025-03-11,SR-NOTRADE-001,3089,180,0.15,0.17157656199417287,0.874245283018868
2025-03-12,SR-NOTRADE-001,3146,185,0.15135135135135136,0.1722822631913541,0.8785080283235266
2025-03-13,SR-NOTRADE-001,3119,185,0.15135135135135136,0.17441487656300098,0.8677662957074722
2025-03-14,SR-NOTRADE-001,3137,182,0.15934065934065933,0.17309531399426203,0.9205371056199785
2025-03-17,SR-NOTRADE-001,3128,187,0.15508021390374332,0.17359335038363172,0.8933534237401641
2025-03-18,SR-NOTRADE-001,3153,185,0.13513513513513514,0.1715826197272439,0.7875805565269521
2025-03-19,SR-NOTRADE-001,3150,186,0.14516129032258066,0.1711111111111111,0.8483452031839129
2025-03-20,SR-NOTRADE-001,3126,190,0.15789473684210525,0.1746641074856046,0.9039907460960093
2025-03-21,SR-NOTRADE-001,3133,183,0.16393442622950818,0.17395467602936482,0.9423973529854113
2025-03-24,SR-NOTRADE-001,3144,192,0.15104166666666666,0.17270992366412213,0.8745395948434622
2025-03-25,SR-NOTRADE-001,3138,191,0.14659685863874344,0.17144678138942002,0.8550575137702173
2025-03-26,SR-NOTRADE-001,3120,189,0.14814814814814814,0.17211538461538461,0.8607490171735981
2025-03-27,SR-NOTRADE-001,3089,190,0.15263157894736842,0.17610877306571707,0.8666892414860681
2025-03-28,SR-NOTRADE-001,3143,192,0.15625,0.17308304167992364,0.9027458639705882
2025-03-31,SR-NOTRADE-001,3111,190,0.15263157894736842,0.171648987463838,0.8892075694855115
2025-03-03,SR-REV-001,3231,280,0.8392857142857143,0.4283503559269576,1.9593440338563173
2025-03-04,SR-REV-001,3094,260,0.8346153846153846,0.4230769230769231,1.9727272727272729
2025-03-05,SR-REV-001,3116,269,0.8327137546468402,0.42554557124518616,1.9568145244943844
2025-03-06,SR-REV-001,3134,278,0.8309352517985612,0.4234205488194001,1.96243487500881
2025-03-07,SR-REV-001,3105,266,0.8345864661654135,0.4289855072463768,1.9454887218045114
2025-03-10,SR-REV-001,3094,262,0.8396946564885496,0.4276018099547511,1.9637303606769256
2025-03-11,SR-REV-001,3089,260,0.823076923076923,0.42343800582712854,1.9437955775111737
2025-03-12,SR-REV-001,3146,280,0.8357142857142857,0.4268912905276542,1.9576747154558025
2025-03-13,SR-REV-001,3119,275,0.8290909090909091,0.4280218018595704,1.9370296220633298
2025-03-14,SR-REV-001,3137,274,0.8321167883211679,0.42524705132292,1.9567843815318617
2025-03-17,SR-REV-001,3128,280,0.8392857142857143,0.4280690537084399,1.9606316014083005
2025-03-18,SR-REV-001,3153,282,0.8333333333333334,0.4237234379955598,1.9666916167664672
2025-03-19,SR-REV-001,3150,277,0.8303249097472925,0.4234920634920635,1.9606622681439065
2025-03-20,SR-REV-001,3126,279,0.8279569892473119,0.42514395393474086,1.947474453263429
2025-03-21,SR-REV-001,3133,279,0.8351254480286738,0.42547079476540056,1.9628267281874232
2025-03-24,SR-REV-001,3144,276,0.8333333333333334,0.42461832061068705,1.9625468164794007
2025-03-25,SR-REV-001,3138,280,0.8321428571428572,0.4308476736775016,1.931408495350803
2025-03-26,SR-REV-001,3120,282,0.8297872340425532,0.42788461538461536,1.9392780301219221
2025-03-27,SR-REV-001,3089,272,0.8345588235294118,0.4279702168986727,1.950039490077423
2025-03-28,SR-REV-001,3143,272,0.8345588235294118,0.42316258351893093,1.9721942724458206
2025-03-31,SR-REV-001,3111,277,0.8375451263537906,0.4288010286081646,1.9532255532883378
2025-03-03,SR-WHIP-001,3231,290,0.0,0.0,
2025-03-04,SR-WHIP-001,3094,263,0.0,0.0,
2025-03-05,SR-WHIP-001,3116,278,0.0,0.0,
2025-03-06,SR-WHIP-001,3134,282,0.0,0.0,
2025-03-07,SR-WHIP-001,3105,277,0.0,0.0,
2025-03-10,SR-WHIP-001,3094,271,0.0,0.0,
2025-03-11,SR-WHIP-001,3089,281,0.0,0.0,
2025-03-12,SR-WHIP-001,3146,290,0.0,0.0,
2025-03-13,SR-WHIP-001,3119,285,0.0,0.0,
2025-03-14,SR-WHIP-001,3137,283,0.0,0.0,
2025-03-17,SR-WHIP-001,3128,283,0.0,0.0,
2025-03-18,SR-WHIP-001,3153,295,0.0,0.0,
2025-03-19,SR-WHIP-001,3150,295,0.0,0.0,
2025-03-20,SR-WHIP-001,3126,291,0.0,0.0,
2025-03-21,SR-WHIP-001,3133,290,0.0,0.0,
2025-03-24,SR-WHIP-001,3144,284,0.0,0.0,
2025-03-25,SR-WHIP-001,3138,293,0.0,0.0,
2025-03-26,SR-WHIP-001,3120,286,0.0,0.0,
2025-03-27,SR-WHIP-001,3089,284,0.0,0.0,
2025-03-28,SR-WHIP-001,3143,290,0.0,0.0,
2025-03-31,SR-WHIP-001,3111,289,0.0,0.0,
