event_id,market_cluster_id,symbol,strategy,direction,entry_quote_msc,mfe,mae,time_to_mfe_ms,time_to_mae_ms,barrier_05_result,barrier_05_msc,barrier_10_result,barrier_10_msc,barrier_20_result,barrier_20_msc,timeout_return,max_tolerable_cost,censored,schema_version
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741876614250_12299,5154,USDJPY,post_burst_continuation,SHORT,1741876618467,0.0,0.044,0,100986,REVERSAL_FIRST,1741876618722.0,REVERSAL_FIRST,1741876618722.0,REVERSAL_FIRST,1741876618722.0,-0.034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741876614250_12299,5154,USDJPY,failed_shock_reversal,LONG,1741876620168,0.001,0.027,99285,32872,REVERSAL_FIRST,1741876620477.0,REVERSAL_FIRST,1741876620477.0,REVERSAL_FIRST,1741876620477.0,-0.008,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877798500_12301,5155,USDCAD,detection_time_continuation,LONG,1741877800749,0.0,0.00068,0,70757,REVERSAL_FIRST,1741877800956.0,REVERSAL_FIRST,1741877800956.0,REVERSAL_FIRST,1741877800956.0,-0.00051,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877798500_12301,5155,USDCAD,post_burst_continuation,LONG,1741877800749,0.0,0.00068,0,70757,REVERSAL_FIRST,1741877800956.0,REVERSAL_FIRST,1741877800956.0,REVERSAL_FIRST,1741877800956.0,-0.00051,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877798500_12301,5155,USDCAD,failed_shock_reversal,SHORT,1741877801915,0.0001,0.00028,70347,463,REVERSAL_FIRST,1741877802125.0,REVERSAL_FIRST,1741877802125.0,REVERSAL_FIRST,1741877802125.0,-0.0001,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877922000_12302,5156,USDCAD,detection_time_continuation,LONG,1741877922492,0.00021,0.00026,22124,65361,REVERSAL_FIRST,1741877922788.0,REVERSAL_FIRST,1741877922788.0,CONTINUATION_FIRST,1741877923058.0,4e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877922000_12302,5156,USDCAD,post_burst_continuation,LONG,1741877924525,4e-05,0.00043,20091,63328,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,-0.00013,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877922000_12302,5156,USDCAD,failed_shock_reversal,SHORT,1741877926187,0.0,0.0007,0,18429,REVERSAL_FIRST,1741877926397.0,REVERSAL_FIRST,1741877926397.0,REVERSAL_FIRST,1741877926397.0,-0.00055,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741877922250_12305,5156,USDCAD,detection_time_continuation,LONG,1741877923058,0.0,0.00059,0,64795,REVERSAL_FIRST,1741877923322.0,REVERSAL_FIRST,1741877923322.0,REVERSAL_FIRST,1741877923322.0,-0.00028,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741877922250_12305,5156,USDCAD,post_burst_continuation,LONG,1741877924525,4e-05,0.00043,20091,63328,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,-0.00012,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741877922250_12305,5156,USDCAD,failed_shock_reversal,SHORT,1741877926187,0.0,0.0007,0,18429,REVERSAL_FIRST,1741877926397.0,REVERSAL_FIRST,1741877926397.0,REVERSAL_FIRST,1741877926397.0,-0.00057,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877922250_12303,5156,EURUSD,detection_time_continuation,SHORT,1741877922839,0.00117,0.00052,21801,65874,CONTINUATION_FIRST,1741877923083.0,CONTINUATION_FIRST,1741877923083.0,CONTINUATION_FIRST,1741877923083.0,6e-05,0.00065,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877922250_12303,5156,EURUSD,post_burst_continuation,SHORT,1741877924044,0.00098,0.00071,20596,64669,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,-0.00013,0.00027,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877922250_12303,5156,EURUSD,failed_shock_reversal,LONG,1741877924767,0.00024,0.00145,63946,19873,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,-0.00034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741877922500_12307,5156,EURUSD,detection_time_continuation,SHORT,1741877923083,0.00068,0.00101,21557,65630,REVERSAL_FIRST,1741877923322.0,REVERSAL_FIRST,1741877923322.0,REVERSAL_FIRST,1741877923322.0,-0.00043,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741877922500_12307,5156,EURUSD,post_burst_continuation,SHORT,1741877924044,0.00098,0.00071,20596,64669,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,-0.00013,0.00027,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741877922500_12307,5156,EURUSD,failed_shock_reversal,LONG,1741877924767,0.00024,0.00145,63946,19873,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,-0.00034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741877922750_12306,5156,USDCAD,detection_time_continuation,LONG,1741877923058,0.0,0.00059,0,64795,REVERSAL_FIRST,1741877923322.0,REVERSAL_FIRST,1741877923322.0,REVERSAL_FIRST,1741877923806.0,-0.00026,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741877922750_12306,5156,USDCAD,post_burst_continuation,LONG,1741877924525,4e-05,0.00043,20091,63328,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,-0.0001,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741877922750_12306,5156,USDCAD,failed_shock_reversal,SHORT,1741877926187,0.0,0.0007,0,18429,REVERSAL_FIRST,1741877926397.0,REVERSAL_FIRST,1741877926397.0,REVERSAL_FIRST,1741877926397.0,-0.00058,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741877922250_12304,5156,USDJPY,detection_time_continuation,SHORT,1741877922919,0.024,0.053,38209,110137,REVERSAL_FIRST,1741877923161.0,REVERSAL_FIRST,1741877923161.0,REVERSAL_FIRST,1741877923161.0,-0.04,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741877922250_12304,5156,USDJPY,post_burst_continuation,SHORT,1741877923890,0.042,0.035,37238,109166,REVERSAL_FIRST,1741877924121.0,REVERSAL_FIRST,1741877924121.0,REVERSAL_FIRST,1741877924121.0,-0.022,0.007,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741877922250_12304,5156,USDJPY,failed_shock_reversal,LONG,1741877924121,0.009,0.068,79237,37007,REVERSAL_FIRST,1741877924393.0,REVERSAL_FIRST,1741877924393.0,REVERSAL_FIRST,1741877924393.0,0.0,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741877923000_12308,5156,EURUSD,detection_time_continuation,SHORT,1741877923322,0.00065,0.00104,21318,65391,REVERSAL_FIRST,1741877923568.0,REVERSAL_FIRST,1741877923568.0,REVERSAL_FIRST,1741877923568.0,-0.00044,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741877923000_12308,5156,EURUSD,post_burst_continuation,SHORT,1741877924044,0.00098,0.00071,20596,64669,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,-0.00011,0.00027,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741877923000_12308,5156,EURUSD,failed_shock_reversal,LONG,1741877924767,0.00024,0.00145,63946,19873,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877929076.0,-0.00037,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12311,5156,USDCAD,detection_time_continuation,LONG,1741877923806,0.0,0.00059,0,64047,REVERSAL_FIRST,1741877924050.0,REVERSAL_FIRST,1741877924050.0,REVERSAL_FIRST,1741877924050.0,-0.00026,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12311,5156,USDCAD,post_burst_continuation,LONG,1741877924525,4e-05,0.00043,20091,63328,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,-0.0001,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12311,5156,USDCAD,failed_shock_reversal,SHORT,1741877924525,0.0,0.00058,0,20091,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,-0.00047,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12312,5156,EURUSD,detection_time_continuation,SHORT,1741877923838,0.00083,0.00086,20802,64875,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,-0.00025,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12312,5156,EURUSD,post_burst_continuation,SHORT,1741877924044,0.00098,0.00071,20596,64669,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,-0.0001,0.00027,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12312,5156,EURUSD,failed_shock_reversal,LONG,1741877924289,0.00028,0.00141,64424,20351,REVERSAL_FIRST,1741877924496.0,REVERSAL_FIRST,1741877924496.0,REVERSAL_FIRST,1741877924496.0,-0.00033,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12315,5156,USDCAD,detection_time_continuation,LONG,1741877924050,0.0,0.00052,0,63803,REVERSAL_FIRST,1741877924288.0,REVERSAL_FIRST,1741877924288.0,REVERSAL_FIRST,1741877924288.0,-9e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12315,5156,USDCAD,post_burst_continuation,LONG,1741877924525,4e-05,0.00043,20091,63328,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,0.0,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12315,5156,USDCAD,failed_shock_reversal,SHORT,1741877924525,0.0,0.00058,0,20091,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,-0.00055,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923250_12309,5156,AUDUSD,detection_time_continuation,SHORT,1741877923804,0.0,0.00047,0,64882,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,-0.00034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923250_12309,5156,AUDUSD,post_burst_continuation,SHORT,1741877923804,0.0,0.00047,0,64882,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,-0.00034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923250_12309,5156,AUDUSD,failed_shock_reversal,LONG,1741877924767,0.0,0.00037,0,20188,REVERSAL_FIRST,1741877924973.0,REVERSAL_FIRST,1741877924973.0,REVERSAL_FIRST,1741877924973.0,-0.00014,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12310,5156,AUDUSD,detection_time_continuation,SHORT,1741877923804,0.0,0.00047,0,64882,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,REVERSAL_FIRST,1741877924044.0,-0.00034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12310,5156,AUDUSD,post_burst_continuation,SHORT,1741877924044,0.0,0.0004,0,64642,REVERSAL_FIRST,1741877924316.0,REVERSAL_FIRST,1741877924316.0,REVERSAL_FIRST,1741877924316.0,-0.00027,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923500_12310,5156,AUDUSD,failed_shock_reversal,LONG,1741877924316,0.0,0.00042,0,20639,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924767.0,-0.00019,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12314,5156,AUDUSD,detection_time_continuation,SHORT,1741877924044,0.0,0.0004,0,64642,REVERSAL_FIRST,1741877924316.0,REVERSAL_FIRST,1741877924316.0,REVERSAL_FIRST,1741877924316.0,-0.00027,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12314,5156,AUDUSD,post_burst_continuation,SHORT,1741877924767,0.0,0.00044,0,63919,REVERSAL_FIRST,1741877924973.0,REVERSAL_FIRST,1741877924973.0,REVERSAL_FIRST,1741877924973.0,-0.00031,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12314,5156,AUDUSD,failed_shock_reversal,LONG,1741877924973,0.0,0.0004,0,19982,REVERSAL_FIRST,1741877925297.0,REVERSAL_FIRST,1741877925297.0,REVERSAL_FIRST,1741877925297.0,-0.00017,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12316,5156,EURUSD,detection_time_continuation,SHORT,1741877924044,0.00098,0.00071,20596,64669,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,REVERSAL_FIRST,1741877924289.0,-9e-05,0.00027,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12316,5156,EURUSD,post_burst_continuation,SHORT,1741877924496,0.00112,0.00057,20144,64217,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924767.0,5e-05,0.00055,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12316,5156,EURUSD,failed_shock_reversal,LONG,1741877924767,0.00024,0.00145,63946,19873,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,-0.00038,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877924000_12320,5156,USDCAD,detection_time_continuation,LONG,1741877924525,4e-05,0.00043,20091,63328,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,1e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877924000_12320,5156,USDCAD,post_burst_continuation,LONG,1741877924847,0.0,0.00047,0,63006,REVERSAL_FIRST,1741877925053.0,REVERSAL_FIRST,1741877925053.0,REVERSAL_FIRST,1741877925053.0,-3e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741877924000_12320,5156,USDCAD,failed_shock_reversal,SHORT,1741877925053,0.0,0.00055,0,19563,REVERSAL_FIRST,1741877925274.0,REVERSAL_FIRST,1741877925274.0,REVERSAL_FIRST,1741877925274.0,-0.00052,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12313,5156,USDCHF,detection_time_continuation,LONG,1741877924196,0.0,0.0004,0,63631,REVERSAL_FIRST,1741877924580.0,REVERSAL_FIRST,1741877924580.0,REVERSAL_FIRST,1741877924580.0,-0.00032,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12313,5156,USDCHF,post_burst_continuation,LONG,1741877924580,0.0,0.00041,0,63247,REVERSAL_FIRST,1741877925000.0,REVERSAL_FIRST,1741877925000.0,REVERSAL_FIRST,1741877925000.0,-0.00033,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741877923750_12313,5156,USDCHF,failed_shock_reversal,SHORT,1741877925000,0.0,0.0004,0,12720,REVERSAL_FIRST,1741877925430.0,REVERSAL_FIRST,1741877925430.0,REVERSAL_FIRST,1741877925430.0,-0.00011,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12319,5156,AUDUSD,detection_time_continuation,SHORT,1741877924316,0.0,0.00038,0,64370,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924767.0,-0.00024,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12319,5156,AUDUSD,post_burst_continuation,SHORT,1741877924767,0.0,0.00044,0,63919,REVERSAL_FIRST,1741877924973.0,REVERSAL_FIRST,1741877924973.0,REVERSAL_FIRST,1741877924973.0,-0.0003,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12319,5156,AUDUSD,failed_shock_reversal,LONG,1741877924973,0.0,0.0004,0,19982,REVERSAL_FIRST,1741877925297.0,REVERSAL_FIRST,1741877925297.0,REVERSAL_FIRST,1741877925297.0,-0.00017,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12318,5156,EURUSD,detection_time_continuation,SHORT,1741877924289,0.00104,0.00065,20351,64424,REVERSAL_FIRST,1741877924496.0,REVERSAL_FIRST,1741877924496.0,REVERSAL_FIRST,1741877924496.0,-4e-05,0.00039,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12318,5156,EURUSD,post_burst_continuation,SHORT,1741877924767,0.00108,0.00061,19873,63946,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,REVERSAL_FIRST,1741877924972.0,-0.0,0.00047,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12318,5156,EURUSD,failed_shock_reversal,LONG,1741877924972,0.00017,0.00152,63741,19668,REVERSAL_FIRST,1741877925274.0,REVERSAL_FIRST,1741877925274.0,REVERSAL_FIRST,1741877925274.0,-0.00044,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741877924250_12322,5157,USDCAD,detection_time_continuation,LONG,1741877924525,6e-05,0.00043,120009,63328,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,REVERSAL_FIRST,1741877924847.0,6e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741877924250_12322,5157,USDCAD,post_burst_continuation,LONG,1741877925053,4e-05,0.00045,119481,62800,REVERSAL_FIRST,1741877925274.0,REVERSAL_FIRST,1741877925274.0,REVERSAL_FIRST,1741877925274.0,4e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741877924250_12322,5157,USDCAD,failed_shock_reversal,SHORT,1741877925274,0.0,0.00052,0,19342,REVERSAL_FIRST,1741877925543.0,REVERSAL_FIRST,1741877925543.0,REVERSAL_FIRST,1741877925543.0,-0.00052,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741877923750_12317,5156,GBPUSD,detection_time_continuation,SHORT,1741877924120,4e-05,0.00063,20573,48563,REVERSAL_FIRST,1741877924366.0,REVERSAL_FIRST,1741877924366.0,REVERSAL_FIRST,1741877924366.0,-0.00017,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741877923750_12317,5156,GBPUSD,post_burst_continuation,SHORT,1741877924366,7e-05,0.0006,20327,48317,REVERSAL_FIRST,1741877924575.0,REVERSAL_FIRST,1741877924575.0,REVERSAL_FIRST,1741877924575.0,-0.00014,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741877923750_12317,5156,GBPUSD,failed_shock_reversal,LONG,1741877925299,0.00011,0.00056,47384,19394,REVERSAL_FIRST,1741877925566.0,REVERSAL_FIRST,1741877925566.0,REVERSAL_FIRST,1741877925566.0,-0.00035,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741877924500_12324,5157,GBPUSD,detection_time_continuation,LONG,1741877925299,0.00011,0.00056,47384,19394,REVERSAL_FIRST,1741877925566.0,REVERSAL_FIRST,1741877925566.0,REVERSAL_FIRST,1741877925566.0,-0.00034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741877924500_12324,5157,GBPUSD,post_burst_continuation,LONG,1741877926688,0.0,0.00074,0,18005,REVERSAL_FIRST,1741877926899.0,REVERSAL_FIRST,1741877926899.0,REVERSAL_FIRST,1741877926899.0,-0.00052,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741877924500_12324,5157,GBPUSD,failed_shock_reversal,SHORT,1741877930218,0.00014,0.00053,14475,42465,REVERSAL_FIRST,1741877930452.0,REVERSAL_FIRST,1741877930452.0,REVERSAL_FIRST,1741877930452.0,-8e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877924500_12328,5157,AUDUSD,detection_time_continuation,LONG,1741877924973,0.0,0.0004,0,19982,REVERSAL_FIRST,1741877925297.0,REVERSAL_FIRST,1741877925297.0,REVERSAL_FIRST,1741877925297.0,-0.00018,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877924500_12328,5157,AUDUSD,post_burst_continuation,LONG,1741877925297,0.0,0.0004,0,19658,REVERSAL_FIRST,1741877925569.0,REVERSAL_FIRST,1741877925569.0,REVERSAL_FIRST,1741877925569.0,-0.00018,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741877924500_12328,5157,AUDUSD,pullback_continuation,LONG,1741877926295,0.0,0.00046,0,18660,REVERSAL_FIRST,1741877926502.0,REVERSAL_FIRST,1741877926502.0,REVERSAL_FIRST,1741877926502.0,-0.00024,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12321,5156,USDCHF,detection_time_continuation,LONG,1741877924580,0.0,0.00041,0,63247,REVERSAL_FIRST,1741877925000.0,REVERSAL_FIRST,1741877925000.0,REVERSAL_FIRST,1741877925000.0,-0.0003,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12321,5156,USDCHF,post_burst_continuation,LONG,1741877925000,0.0,0.0004,0,62827,REVERSAL_FIRST,1741877925430.0,REVERSAL_FIRST,1741877925430.0,REVERSAL_FIRST,1741877925430.0,-0.00029,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741877924000_12321,5156,USDCHF,failed_shock_reversal,SHORT,1741877925430,0.0,0.00044,0,12290,REVERSAL_FIRST,1741877925781.0,REVERSAL_FIRST,1741877925781.0,REVERSAL_FIRST,1741877925781.0,-0.00018,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741877924250_12323,5157,EURUSD,detection_time_continuation,SHORT,1741877924496,0.00112,0.00057,20144,64217,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924767.0,REVERSAL_FIRST,1741877924972.0,0.0001,0.00055,False,tickshock-state-conditioned-response-v1
