session,trend_mode,min_breakout_persist,min_spread_z,max_spread_pips,cooldown_bars,stop_loss_pips,target_r,max_hold_bars,train_trades,train_tpd,train_expectancy_r,train_win_rate,test_trades,test_tpd,test_expectancy_r,test_win_rate,score
all,ema_up,1,0.0,2.0,3,10.0,1.2,12,508,1.2906139731827806,-0.06503937007874386,0.49606299212598426,206,2.29953488372093,-0.2633009708737857,0.4077669902912621,0.07596374308991699
all,ema_up,1,0.0,2.0,3,10.0,1.2,6,521,1.3236414961185605,-0.042284069097890654,0.4990403071017274,223,2.4893023255813955,-0.2628699551569531,0.4125560538116592,0.07473102787233316
london_ny,ema_up,2,0.0,2.0,0,10.0,1.2,6,168,0.43641480332290045,-0.01738095238096137,0.5059523809523809,84,0.9710592863163809,-0.17738095238096244,0.44047619047619047,0.07333057971219284
all,ema_up,1,0.0,2.0,0,12.0,1.2,12,576,1.463399142539565,-0.0671006944444467,0.484375,230,2.5674418604651166,-0.1950724637681164,0.41739130434782606,0.0720753043423279
london_ny,ema_up,2,0.0,2.0,3,10.0,1.2,6,149,0.3870583672328105,-0.02322147651007654,0.5033557046979866,72,0.8323365311283265,-0.1604166666666772,0.4444444444444444,0.07019210782388582
all,any,2,0.0,2.0,3,15.0,1.2,6,700,1.7696007864892385,-0.05466666666667084,0.4757142857142857,286,3.3007934599663384,-0.08410256410256592,0.48951048951048953,0.07003711875942673
london_ny,ema_up,2,0.0,2.0,0,10.0,1.0,6,169,0.43901251048553674,-0.03982248520710731,0.5207100591715976,88,1.0173002047123991,-0.18840909090910268,0.4659090909090909,0.06768032619607864
all,any,2,0.0,2.0,3,15.0,1.0,6,700,1.7696007864892385,-0.05743809523809878,0.49142857142857144,286,3.3007934599663384,-0.0983916083916109,0.493006993006993,0.06418812775043552
all,ema_up,1,0.0,2.0,0,12.0,1.0,6,625,1.587889694595882,-0.0792533333333351,0.496,267,2.98046511627907,-0.1680087390761596,0.4681647940074906,0.06258394123063382
london_ny,ema_up,2,0.0,2.0,3,12.0,1.2,6,147,0.3818629529075379,-0.0414399092970594,0.47619047619047616,71,0.820776301529322,-0.15985915492958525,0.4225352112676056,0.06221103394006672
london_ny,any,2,0.0,2.0,0,12.0,1.2,6,659,1.6711014061440659,-0.09992412746585934,0.456752655538695,263,3.040340384538193,-0.12227503168568017,0.4790874524714829,0.06151750704354192
london_ny,any,2,0.0,2.0,0,12.0,1.0,6,682,1.7294251274510666,-0.09341397849462521,0.48826979472140764,269,3.10970176213222,-0.112236679058245,0.5055762081784386,0.05989678378856564
