period_id,scenario_key,variant,m15_wave_context_mode,m15_wave1_candidate,m15_wave2_candidate,m15_wave2_fib_zone,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,m5diag,off,true,false,over_786,5,2,0.4,-6.610000000000005,30.81,-37.42,0.8233564938535541,-0.3169,-0.06338,0.8134236090668235,17.800000000000004,0.17800000000000005,-0.3713483146067417,0,0.0,0,0.0,5,1.0,0,0.6329199999999999,0.56412,0.4,0.4,0.2,0.0,0.0
full2025_validation,all,m5diag,off,true,false,room_under_382,33,5,0.15151515151515152,-212.46000000000006,131.26,-343.72,0.3818806004887699,-9.453600000000002,-0.2864727272727273,0.3777374064493197,212.46000000000006,2.124600000000001,-1.0,4,0.12121212121212122,4,0.12121212121212122,25,0.7575757575757576,0,0.574278787878788,0.5858696969696969,0.5151515151515151,0.2727272727272727,0.21212121212121213,0.09090909090909091,0.0
full2025_validation,all,m5diag,off,true,true,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.1829,0.2664,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,m5diag,off,true,true,over_786,1,1,1.0,8.97,8.97,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,all,m5diag,off,true,true,room_382_618,9,5,0.5555555555555556,89.96000000000001,132.21,-42.25,3.1292307692307695,4.0012,0.44457777777777774,3.167497291440953,42.25,0.4225,2.1292307692307695,0,0.0,4,0.4444444444444444,5,0.5555555555555556,0,0.8823333333333332,0.49997777777777785,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.0
full2025_validation,all,m5diag,off,true,true,room_under_382,5,2,0.4,17.599999999999998,59.42,-41.82,1.4208512673362028,0.7266999999999999,0.14533999999999997,1.382775875691335,41.82,0.4182,0.4208512673362027,1,0.2,2,0.4,2,0.4,0,0.70316,0.5713199999999999,0.6,0.4,0.4,0.2,0.0
full2025_validation,all,m5req,off,false,false,none,2,1,0.5,0.5399999999999996,3.76,-3.22,1.167701863354037,0.020900000000000002,0.010450000000000001,1.158694001518603,3.22,0.0322,0.16770186335403714,0,0.0,0,0.0,2,1.0,0,0.84405,0.90625,1.0,1.0,0.0,0.0,0.0
full2025_validation,all,m5req,off,true,false,outside_beyond_impulse,11,1,0.09090909090909091,-100.89,31.98,-132.87,0.24068638518853014,-4.362400000000001,-0.39658181818181826,0.22947576656775467,100.89,1.0089000000000001,-1.0,2,0.18181818181818182,1,0.09090909090909091,8,0.7272727272727273,0,0.3982545454545454,0.659409090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0
full2025_validation,all,m5req,off,true,false,room_under_382,2,1,0.5,22.05,30.75,-8.7,3.53448275862069,0.9389,0.46945,3.5793956043956046,8.7,0.087,2.53448275862069,0,0.0,1,0.5,1,0.5,0,0.7937,0.32145,0.5,0.5,0.5,0.5,0.0
full2025_validation,all,m5req,off,true,true,room_382_618,2,1,0.5,17.57,31.41,-13.84,2.2695086705202314,0.7400000000000001,0.37000000000000005,2.313220940550133,13.84,0.1384,1.2695086705202312,0,0.0,1,0.5,1,0.5,0,0.9363000000000001,0.59875,1.0,0.5,0.5,0.5,0.0
full2025_validation,all,m5req,off,true,true,room_under_382,1,0,0.0,-9.51,0,-9.51,0.0,-0.4,-0.4,0.0,9.51,0.0951,-1.0,0,0.0,0,0.0,1,1.0,0,0.6424,0.4,1.0,0.0,0.0,0.0,0.0
full2025_validation,all,m5score,off,false,false,none,50,11,0.22,-242.84999999999994,173.64000000000001,-416.49000000000007,0.4169127710149103,-10.595199999999998,-0.21190399999999998,0.4236288664280353,242.84999999999994,2.428499999999999,-1.0,5,0.1,5,0.1,40,0.8,0,0.509228,0.55646,0.46,0.24,0.18,0.02,0.0
full2025_validation,all,m5score,off,true,false,none,1,1,1.0,29.71,29.71,0,inf,1.3,1.3,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3,0.3111,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,m5score,off,true,false,outside_beyond_impulse,213,50,0.2347417840375587,-824.4300000000003,1081.4099999999996,-1905.84,0.5674190907946101,-36.235999999999954,-0.1701220657276993,0.5717665633782174,859.5000000000002,8.595000000000002,-0.9591972076788832,23,0.107981220657277,33,0.15492957746478872,157,0.7370892018779343,0,0.6043112676056336,0.5770441314553991,0.49295774647887325,0.323943661971831,0.24882629107981222,0.14084507042253522,0.004694835680751174
full2025_validation,all,m5score,off,true,false,over_786,5,2,0.4,-6.610000000000005,30.81,-37.42,0.8233564938535541,-0.3169,-0.06338,0.8134236090668235,17.800000000000004,0.17800000000000005,-0.3713483146067417,0,0.0,0,0.0,5,1.0,0,0.6329199999999999,0.56412,0.4,0.4,0.2,0.0,0.0
full2025_validation,all,m5score,off,true,false,room_under_382,33,5,0.15151515151515152,-212.46000000000006,131.26,-343.72,0.3818806004887699,-9.453600000000002,-0.2864727272727273,0.3777374064493197,212.46000000000006,2.124600000000001,-1.0,4,0.12121212121212122,4,0.12121212121212122,25,0.7575757575757576,0,0.574278787878788,0.5858696969696969,0.5151515151515151,0.2727272727272727,0.21212121212121213,0.09090909090909091,0.0
full2025_validation,all,m5score,off,true,true,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.1829,0.2664,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,m5score,off,true,true,over_786,1,1,1.0,8.97,8.97,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,all,m5score,off,true,true,room_382_618,9,5,0.5555555555555556,89.96000000000001,132.21,-42.25,3.1292307692307695,4.0012,0.44457777777777774,3.167497291440953,42.25,0.4225,2.1292307692307695,0,0.0,4,0.4444444444444444,5,0.5555555555555556,0,0.8823333333333332,0.49997777777777785,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.0
full2025_validation,all,m5score,off,true,true,room_under_382,5,2,0.4,17.599999999999998,59.42,-41.82,1.4208512673362028,0.7266999999999999,0.14533999999999997,1.382775875691335,41.82,0.4182,0.4208512673362027,1,0.2,2,0.4,2,0.4,0,0.70316,0.5713199999999999,0.6,0.4,0.4,0.2,0.0
full2025_validation,all,nosess,off,false,false,none,324,79,0.24382716049382716,-1151.16,1677.16,-2828.3199999999993,0.5929880635854502,-50.670899999999975,-0.1563916666666666,0.5964314244276111,1186.23,11.862300000000001,-0.9704357502339345,33,0.10185185185185185,50,0.15432098765432098,241,0.7438271604938271,0,0.5950753086419753,0.5658135802469139,0.49382716049382713,0.3148148148148148,0.24382716049382716,0.12654320987654322,0.0030864197530864196
full2025_validation,all,nosess_m5req,off,false,false,none,2,1,0.5,0.5399999999999996,3.76,-3.22,1.167701863354037,0.020900000000000002,0.010450000000000001,1.158694001518603,3.22,0.0322,0.16770186335403714,0,0.0,0,0.0,2,1.0,0,0.84405,0.90625,1.0,1.0,0.0,0.0,0.0
full2025_validation,all,nosess_m5req,off,true,false,outside_beyond_impulse,20,4,0.2,-104.65999999999998,99.63,-204.29,0.4876890694600813,-4.356999999999999,-0.21784999999999996,0.5003096543340138,112.54999999999998,1.1254999999999997,-0.9298978231896935,3,0.15,3,0.15,14,0.7,0,0.5621,0.6471549999999999,0.4,0.3,0.2,0.1,0.0
full2025_validation,all,nosess_m5req,off,true,false,room_under_382,2,1,0.5,22.05,30.75,-8.7,3.53448275862069,0.9389,0.46945,3.5793956043956046,8.7,0.087,2.53448275862069,0,0.0,1,0.5,1,0.5,0,0.7937,0.32145,0.5,0.5,0.5,0.5,0.0
full2025_validation,all,nosess_m5req,off,true,true,room_382_618,2,1,0.5,17.57,31.41,-13.84,2.2695086705202314,0.7400000000000001,0.37000000000000005,2.313220940550133,13.84,0.1384,1.2695086705202312,0,0.0,1,0.5,1,0.5,0,0.9363000000000001,0.59875,1.0,0.5,0.5,0.5,0.0
full2025_validation,all,nosess_m5req,off,true,true,room_under_382,1,0,0.0,-9.51,0,-9.51,0.0,-0.4,-0.4,0.0,9.51,0.0951,-1.0,0,0.0,0,0.0,1,1.0,0,0.6424,0.4,1.0,0.0,0.0,0.0,0.0
full2025_validation,all,nosess_m5score,off,false,false,none,51,12,0.23529411764705882,-240.67999999999998,174.93,-415.61000000000007,0.4208994008806332,-10.538899999999998,-0.20664509803921566,0.42669154526563174,240.67999999999998,2.4068,-1.0,5,0.09803921568627451,5,0.09803921568627451,41,0.803921568627451,0,0.5126823529411765,0.547943137254902,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.0196078431372549,0.0
full2025_validation,all,nosess_m5score,off,true,false,none,1,1,1.0,29.71,29.71,0,inf,1.3,1.3,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3,0.3111,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,nosess_m5score,off,true,false,outside_beyond_impulse,218,51,0.23394495412844038,-833.4300000000005,1109.8499999999997,-1943.28,0.5711220205014201,-36.64249999999996,-0.16808486238532094,0.575533934696459,868.5000000000005,8.685000000000006,-0.9596200345423145,23,0.10550458715596331,34,0.1559633027522936,161,0.7385321100917431,0,0.6007655963302749,0.5728848623853211,0.48623853211009177,0.3211009174311927,0.24770642201834864,0.14220183486238533,0.0045871559633027525
full2025_validation,all,nosess_m5score,off,true,false,over_786,5,2,0.4,-6.610000000000005,30.81,-37.42,0.8233564938535541,-0.3169,-0.06338,0.8134236090668235,17.800000000000004,0.17800000000000005,-0.3713483146067417,0,0.0,0,0.0,5,1.0,0,0.6329199999999999,0.56412,0.4,0.4,0.2,0.0,0.0
full2025_validation,all,nosess_m5score,off,true,false,room_under_382,33,5,0.15151515151515152,-212.46000000000006,131.26,-343.72,0.3818806004887699,-9.453600000000002,-0.2864727272727273,0.3777374064493197,212.46000000000006,2.124600000000001,-1.0,4,0.12121212121212122,4,0.12121212121212122,25,0.7575757575757576,0,0.574278787878788,0.5858696969696969,0.5151515151515151,0.2727272727272727,0.21212121212121213,0.09090909090909091,0.0
full2025_validation,all,nosess_m5score,off,true,true,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.1829,0.2664,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,nosess_m5score,off,true,true,over_786,1,1,1.0,8.97,8.97,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,all,nosess_m5score,off,true,true,room_382_618,9,5,0.5555555555555556,89.96000000000001,132.21,-42.25,3.1292307692307695,4.0012,0.44457777777777774,3.167497291440953,42.25,0.4225,2.1292307692307695,0,0.0,4,0.4444444444444444,5,0.5555555555555556,0,0.8823333333333332,0.49997777777777785,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.0
full2025_validation,all,nosess_m5score,off,true,true,room_under_382,5,2,0.4,18.16,59.42,-41.26,1.4401357246728066,0.7266999999999999,0.14533999999999997,1.382775875691335,41.26,0.41259999999999997,0.4401357246728066,1,0.2,2,0.4,2,0.4,0,0.70316,0.5713199999999999,0.6,0.4,0.4,0.2,0.0
full2025_validation,clean,base,off,false,false,none,9,3,0.3333333333333333,38.33,94.74000000000001,-56.41,1.6794894522247832,1.4902,0.16557777777777777,1.6148958118423768,30.27,0.30269999999999997,1.2662702345556656,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0,0.7069777777777778,0.5425222222222222,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0
full2025_validation,ldn,base,off,false,false,none,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,ny,base,off,false,false,none,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,one,base,off,false,false,none,96,28,0.2916666666666667,-89.71000000000001,742.81,-832.52,0.8922428290011051,-3.3662999999999994,-0.035065624999999996,0.9029126493601635,248.15000000000003,2.4815000000000005,-0.3615152125730405,6,0.0625,22,0.22916666666666666,68,0.7083333333333334,0,0.6014260416666668,0.5513427083333332,0.4375,0.3229166666666667,0.2708333333333333,0.1875,0.0
full2025_validation,tky,base,off,false,false,none,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
q1_quick,all,base,off,false,false,none,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,all,m15light_m5score,required_light,true,true,deep_618_786,2,0,0.0,-9.27,0,-9.27,0.0,-0.3946,-0.1973,0.0,9.27,0.0927,-1.0,0,0.0,0,0.0,2,1.0,0,0.5128,0.232,0.5,0.5,0.0,0.0,0.0
q1_quick,all,m15light_m5score,required_light,true,true,over_786,3,2,0.6666666666666666,19.46,43.68,-24.22,1.8034682080924855,0.7691999999999999,0.25639999999999996,1.7691999999999999,24.22,0.24219999999999997,0.8034682080924856,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,0.7223,0.6514666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
q1_quick,all,m15light_m5score,required_light,true,true,room_382_618,6,2,0.3333333333333333,17.250000000000004,64.50999999999999,-47.260000000000005,1.365002115954295,0.6513,0.10855,1.3316698069969957,28.999999999999996,0.29,0.5948275862068968,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.7494666666666667,0.5871999999999999,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0
q1_quick,all,m15light_m5score,required_light,true,true,room_under_382,7,2,0.2857142857142857,-2.870000000000008,65.78,-68.65,0.9581937363437727,-0.17600000000000013,-0.02514285714285716,0.9365491383661403,47.269999999999996,0.47269999999999995,-0.06071504125238012,1,0.14285714285714285,2,0.2857142857142857,4,0.5714285714285714,0,0.8434714285714285,0.548,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0
q1_quick,all,m15score_m5req,score,false,false,none,1,0,0.0,-3.22,0,-3.22,0.0,-0.1317,-0.1317,0.0,3.22,0.0322,-1.0,0,0.0,0,0.0,1,1.0,0,0.8043,0.3843,1.0,1.0,0.0,0.0,0.0
q1_quick,all,m15score_m5req,score,true,false,outside_beyond_impulse,2,0,0.0,-14.61,0,-14.61,0.0,-0.6037,-0.30185,0.0,14.61,0.14609999999999998,-1.0,0,0.0,0,0.0,2,1.0,0,0.2512,0.31435,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5accept,off,true,false,outside_beyond_impulse,2,0,0.0,-15.08,0,-15.08,0.0,-0.6192,-0.3096,0.0,15.08,0.1508,-1.0,0,0.0,0,0.0,2,1.0,0,0.16885,0.3206,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5accept,off,true,true,room_under_382,1,1,1.0,30.89,30.89,0,inf,1.3005,1.3005,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3005,0.0939,1.0,1.0,1.0,1.0,0.0
q1_quick,all,m5diag,off,false,false,none,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.37329999999999997,0.6276,0.3125,0.1875,0.0625,0.0,0.0
q1_quick,all,m5diag,off,true,false,outside_beyond_impulse,68,16,0.23529411764705882,-375.67999999999995,298.36,-674.0400000000001,0.44264435345083375,-15.913699999999999,-0.23402499999999998,0.4491242038216561,397.36,3.9736000000000002,-0.9454399033621903,10,0.14705882352941177,9,0.1323529411764706,49,0.7205882352941176,0,0.6049529411764707,0.5639632352941178,0.5294117647058824,0.3088235294117647,0.25,0.11764705882352941,0.0
q1_quick,all,m5diag,off,true,false,over_786,3,1,0.3333333333333333,-5.980000000000004,17.56,-23.540000000000003,0.7459643160577739,-0.2667,-0.08889999999999999,0.7430883344571814,17.17,0.17170000000000002,-0.34828188701223084,0,0.0,0,0.0,3,1.0,0,0.5623333333333332,0.5358333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5diag,off,true,false,room_under_382,14,3,0.21428571428571427,-74.57000000000004,72.93,-147.50000000000003,0.49444067796610164,-3.1129999999999995,-0.22235714285714284,0.5019996800511918,99.10000000000002,0.9910000000000002,-0.7524722502522706,3,0.21428571428571427,2,0.14285714285714285,9,0.6428571428571429,0,0.52995,0.5925928571428571,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0
q1_quick,all,m5diag,off,true,true,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.1829,0.2664,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5diag,off,true,true,over_786,1,1,1.0,8.97,8.97,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
q1_quick,all,m5diag,off,true,true,room_382_618,4,2,0.5,39.63,62.0,-22.369999999999997,2.7715690657130088,1.6581,0.414525,2.7327829449263246,22.369999999999997,0.22369999999999998,1.7715690657130088,0,0.0,2,0.5,2,0.5,0,0.918375,0.6291,0.75,0.75,0.5,0.5,0.0
q1_quick,all,m5req,off,false,false,none,1,0,0.0,-3.22,0,-3.22,0.0,-0.1317,-0.1317,0.0,3.22,0.0322,-1.0,0,0.0,0,0.0,1,1.0,0,0.8043,0.3843,1.0,1.0,0.0,0.0,0.0
q1_quick,all,m5req,off,true,false,outside_beyond_impulse,2,0,0.0,-14.61,0,-14.61,0.0,-0.6037,-0.30185,0.0,14.61,0.14609999999999998,-1.0,0,0.0,0,0.0,2,1.0,0,0.2512,0.31435,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5score,off,false,false,none,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.37329999999999997,0.6276,0.3125,0.1875,0.0625,0.0,0.0
q1_quick,all,m5score,off,true,false,outside_beyond_impulse,68,16,0.23529411764705882,-375.67999999999995,298.36,-674.0400000000001,0.44264435345083375,-15.913699999999999,-0.23402499999999998,0.4491242038216561,397.36,3.9736000000000002,-0.9454399033621903,10,0.14705882352941177,9,0.1323529411764706,49,0.7205882352941176,0,0.6049529411764707,0.5639632352941178,0.5294117647058824,0.3088235294117647,0.25,0.11764705882352941,0.0
q1_quick,all,m5score,off,true,false,over_786,3,1,0.3333333333333333,-5.980000000000004,17.56,-23.540000000000003,0.7459643160577739,-0.2667,-0.08889999999999999,0.7430883344571814,17.17,0.17170000000000002,-0.34828188701223084,0,0.0,0,0.0,3,1.0,0,0.5623333333333332,0.5358333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5score,off,true,false,room_under_382,14,3,0.21428571428571427,-74.57000000000004,72.93,-147.50000000000003,0.49444067796610164,-3.1129999999999995,-0.22235714285714284,0.5019996800511918,99.10000000000002,0.9910000000000002,-0.7524722502522706,3,0.21428571428571427,2,0.14285714285714285,9,0.6428571428571429,0,0.52995,0.5925928571428571,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0
q1_quick,all,m5score,off,true,true,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.1829,0.2664,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5score,off,true,true,over_786,1,1,1.0,8.97,8.97,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
