period_id,scenario_key,variant,m5_invalidation_detected,m5_invalidation_close_break,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,nosess,false,false,324,79,0.24382716049382716,-1151.16,1677.16,-2828.3199999999993,0.5929880635854502,-50.670899999999975,-0.1563916666666666,0.5964314244276111,1186.23,11.862300000000001,-0.9704357502339345,33,0.10185185185185185,50,0.15432098765432098,241,0.7438271604938271,0,0.5950753086419753,0.5658135802469139,0.49382716049382713,0.3148148148148148,0.24382716049382716,0.12654320987654322,0.0030864197530864196
full2025_validation,all,nosess_m5req,true,true,27,7,0.25925925925925924,-74.00999999999999,165.55,-239.55999999999997,0.6910586074469862,-3.0571999999999995,-0.11322962962962961,0.6996443518755034,129.60999999999999,1.2960999999999998,-0.5710207545714066,3,0.1111111111111111,5,0.18518518518518517,19,0.7037037037037037,0,0.6308333333333332,0.6294814814814814,0.5185185185185185,0.37037037037037035,0.2222222222222222,0.14814814814814814,0.0
full2025_validation,all,nosess_m5score,false,false,205,52,0.25365853658536586,-726.0000000000006,1157.3899999999999,-1883.39,0.6145248727029451,-31.77919999999997,-0.1550204878048779,0.6185066162797817,761.0700000000005,7.610700000000005,-0.9539201387520203,25,0.12195121951219512,35,0.17073170731707318,145,0.7073170731707317,0,0.6127199999999999,0.5742995121951221,0.5170731707317073,0.33170731707317075,0.25853658536585367,0.14634146341463414,0.0
full2025_validation,all,nosess_m5score,true,true,119,27,0.226890756302521,-425.1599999999998,519.7700000000001,-944.9300000000003,0.5500619093477823,-18.891699999999993,-0.158753781512605,0.5529120814104839,443.96999999999986,4.439699999999998,-0.9576322724508411,8,0.06722689075630252,15,0.12605042016806722,96,0.8067226890756303,0,0.5646789915966386,0.5511949579831932,0.453781512605042,0.2857142857142857,0.2184873949579832,0.09243697478991597,0.008403361344537815
full2025_validation,clean,base,false,false,9,3,0.3333333333333333,38.33,94.74000000000001,-56.41,1.6794894522247832,1.4902,0.16557777777777777,1.6148958118423768,30.27,0.30269999999999997,1.2662702345556656,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0,0.7069777777777778,0.5425222222222222,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0
full2025_validation,ldn,base,false,false,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,ny,base,false,false,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,one,base,false,false,96,28,0.2916666666666667,-89.71000000000001,742.81,-832.52,0.8922428290011051,-3.3662999999999994,-0.035065624999999996,0.9029126493601635,248.15000000000003,2.4815000000000005,-0.3615152125730405,6,0.0625,22,0.22916666666666666,68,0.7083333333333334,0,0.6014260416666668,0.5513427083333332,0.4375,0.3229166666666667,0.2708333333333333,0.1875,0.0
full2025_validation,tky,base,false,false,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
q1_quick,all,base,false,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,all,m15light_m5score,false,false,13,4,0.3076923076923077,9.070000000000004,129.81,-120.74000000000002,1.0751200927613052,0.27149999999999985,0.020884615384615373,1.0549172701161051,88.05999999999999,0.8805999999999999,0.10299795593913247,2,0.15384615384615385,4,0.3076923076923077,7,0.5384615384615384,0,0.7686076923076922,0.621376923076923,0.6153846153846154,0.5384615384615384,0.38461538461538464,0.23076923076923078,0.0
q1_quick,all,m15light_m5score,true,true,5,2,0.4,15.499999999999996,44.16,-28.66,1.5408234473133287,0.5784,0.11568,1.4867457712698815,18.26,0.1826,0.8488499452354872,0,0.0,1,0.2,4,0.8,0,0.72034,0.33994,0.6,0.4,0.2,0.2,0.0
q1_quick,all,m15score_m5req,true,true,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5accept,true,true,3,1,0.3333333333333333,15.810000000000002,30.89,-15.08,2.0484084880636604,0.6813,0.2271,2.100290697674419,9.18,0.09179999999999999,1.7222222222222225,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.5460666666666666,0.24503333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
q1_quick,all,m5diag,false,false,65,15,0.23076923076923078,-414.2,303.23,-717.4299999999998,0.42266144432209424,-17.402099999999997,-0.26772461538461534,0.4300074679663548,428.08,4.2808,-0.9675761539899085,13,0.2,9,0.13846153846153847,43,0.6615384615384615,0,0.5707000000000002,0.6121723076923079,0.49230769230769234,0.2923076923076923,0.2,0.13846153846153847,0.0
q1_quick,all,m5diag,true,true,42,11,0.2619047619047619,-147.7,168.82000000000002,-316.52,0.533362820674839,-6.320500000000002,-0.15048809523809528,0.537613484231087,147.7,1.4769999999999999,-1.0,3,0.07142857142857142,4,0.09523809523809523,35,0.8333333333333334,0,0.562190476190476,0.5163785714285715,0.47619047619047616,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.0
q1_quick,all,m5req,true,true,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5score,false,false,65,15,0.23076923076923078,-414.2,303.23,-717.4299999999998,0.42266144432209424,-17.402099999999997,-0.26772461538461534,0.4300074679663548,428.08,4.2808,-0.9675761539899085,13,0.2,9,0.13846153846153847,43,0.6615384615384615,0,0.5707000000000002,0.6121723076923079,0.49230769230769234,0.2923076923076923,0.2,0.13846153846153847,0.0
q1_quick,all,m5score,true,true,42,11,0.2619047619047619,-147.7,168.82000000000002,-316.52,0.533362820674839,-6.320500000000002,-0.15048809523809528,0.537613484231087,147.7,1.4769999999999999,-1.0,3,0.07142857142857142,4,0.09523809523809523,35,0.8333333333333334,0,0.562190476190476,0.5163785714285715,0.47619047619047616,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.0
q1_quick,all,nosess,false,false,111,27,0.24324324324324326,-586.6399999999999,473.3400000000001,-1059.9800000000002,0.44655559538859224,-24.817899999999995,-0.22358468468468465,0.4527632063468964,600.5199999999999,6.0051999999999985,-0.9768866981948977,16,0.14414414414414414,13,0.11711711711711711,82,0.7387387387387387,0,0.5588045045045046,0.5660072072072071,0.4774774774774775,0.27927927927927926,0.1981981981981982,0.10810810810810811,0.0
q1_quick,all,nosess_m5req,true,true,5,0,0.0,-37.849999999999994,0,-37.849999999999994,0.0,-1.5793,-0.31586,0.0,37.849999999999994,0.37849999999999995,-1.0,0,0.0,0,0.0,5,1.0,0,0.38746,0.38617999999999997,0.2,0.2,0.0,0.0,0.0
q1_quick,all,nosess_m5score,false,false,68,16,0.23529411764705882,-431.24,304.52000000000004,-735.76,0.4138849624877678,-18.172,-0.26723529411764707,0.4204728829018452,445.12,4.4512,-0.9688173975557153,13,0.19117647058823528,9,0.1323529411764706,46,0.6764705882352942,0,0.5615808823529413,0.5991102941176473,0.4852941176470588,0.27941176470588236,0.19117647058823528,0.1323529411764706,0.0
q1_quick,all,nosess_m5score,true,true,43,11,0.2558139534883721,-155.39999999999998,168.82000000000002,-324.22,0.5206958238233299,-6.645900000000002,-0.1545558139534884,0.5251130785225834,155.39999999999998,1.5539999999999998,-1.0,3,0.06976744186046512,4,0.09302325581395349,36,0.8372093023255814,0,0.554413953488372,0.5136581395348838,0.46511627906976744,0.27906976744186046,0.20930232558139536,0.06976744186046512,0.0
