episode_id,symbol,direction,signal_msc,processing_msc,request_msc,quote_msc,entry_msc,exit_msc,requested_volume,filled_volume,closed_volume,entry_price,exit_price,sl,tp,risk_amount,gross_profit,commission,fee,swap,net_profit,gross_r,net_r,hold_seconds,exit_reason,entry_deals,exit_deals,position_identifier,month
usdjpy_only_ml_202505_20260912_USDJPY_mh_171,USDJPY,-1,1746725102250,1746725102341,1746725102947,1746725102614,1746725102947,1746726004030,0.06,0.06,0.06,144.731,144.806,144.944,144.518,8.82,-3.11,0,0,0,-3.11,-0.35260770975057,-0.35260770975057,901.083,TIME,1,1,36,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_173,USDJPY,-1,1746727158500,1746727158819,1746727159181,1746727158896,1746727159181,1746728059544,0.06,0.06,0.06,145.094,144.919,145.336,144.852,9.99,7.25,0,0,0,7.25,0.72572572572573,0.72572572572573,900.363,TIME,1,1,38,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_174,USDJPY,-1,1746728264250,1746728264502,1746728264594,1746728264520,1746728264594,1746729164935,0.05,0.05,0.05,144.958,145.088,145.222,144.694,9.09,-4.48,0,0,0,-4.48,-0.49284928492849,-0.49284928492849,900.341,TIME,1,1,40,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_176,USDJPY,-1,1746730337750,1746730338118,1746730338419,1746730338119,1746730338419,1746731239645,0.04,0.04,0.04,145.433,145.516,145.725,145.141,8.02,-2.28,0,0,0,-2.28,-0.28428927680798,-0.28428927680798,901.226,TIME,1,1,44,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_178,USDJPY,-1,1746733016000,1746733016827,1746733017429,1746733017411,1746733017429,1746733920039,0.05,0.05,0.05,145.69,145.738,145.955,145.425,9.08,-1.65,0,0,0,-1.65,-0.18171806167401,-0.18171806167401,902.61,TIME,1,1,46,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_190,USDJPY,-1,1746764806750,1746764808255,1746764808355,1746764808300,1746764808355,1746765708650,0.07,0.07,0.07,145.771,145.771,145.971,145.571,9.59,0,0,0,0,0,0,0,900.295,TIME,1,1,50,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_245,USDJPY,-1,1747045671000,1747045671164,1747045671464,1747045671456,1747045671464,1747046572895,0.04,0.04,0.04,147.533,147.57,147.839,147.227,8.28,-1,0,0,0,-1,-0.1207729468599,-0.1207729468599,901.431,TIME,1,1,56,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_246,USDJPY,-1,1747046768000,1747046768162,1747046768263,1747046768163,1747046768263,1747047669265,0.03,0.03,0.03,147.839,147.844,148.237,147.441,8.05,-0.1,0,0,0,-0.1,-0.012422360248447,-0.012422360248447,901.002,TIME,1,1,58,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_248,USDJPY,-1,1747048762500,1747048762656,1747048763358,1747048763157,1747048763358,1747049663431,0.03,0.03,0.03,148.107,147.801,148.514,147.7,8.22,6.21,0,0,0,6.21,0.75547445255474,0.75547445255474,900.073,TIME,1,1,60,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_249,USDJPY,1,1747049881500,1747049881623,1747049883531,1747049883529,1747049883531,1747050784085,0.03,0.03,0.03,147.718,147.703,147.308,148.128,8.35,-0.3,0,0,0,-0.3,-0.035928143712575,-0.035928143712575,900.554,TIME,1,1,62,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_250,USDJPY,1,1747050959250,1747050959754,1747050960007,1747050959915,1747050960007,1747051860039,0.03,0.03,0.03,147.722,147.823,147.34,148.104,7.78,2.05,0,0,0,2.05,0.26349614395887,0.26349614395887,900.032,TIME,1,1,64,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_253,USDJPY,-1,1747054598000,1747054599148,1747054600555,1747054600454,1747054600555,1747055501080,0.05,0.05,0.05,148.058,148.116,148.354,147.762,9.98,-1.96,0,0,0,-1.96,-0.19639278557114,-0.19639278557114,900.525,TIME,1,1,66,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_265,USDJPY,-1,1747068783500,1747068783852,1747068783953,1747068783852,1747068783953,1747069683956,0.06,0.06,0.06,148.086,148.201,148.328,147.844,9.79,-4.66,0,0,0,-4.66,-0.47599591419816,-0.47599591419816,900.003,TIME,1,1,70,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_294,USDJPY,-1,1747133358500,1747133359414,1747133363335,1747133363236,1747133363335,1747134264039,0.07,0.07,0.07,147.886,147.866,148.097,147.675,9.97,0.95,0,0,0,0.95,0.095285857572718,0.095285857572718,900.704,TIME,1,1,72,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_296,USDJPY,-1,1747135760500,1747135760655,1747135761557,1747135761167,1747135761557,1747136662096,0.07,0.07,0.07,148.002,147.952,148.213,147.791,9.97,2.37,0,0,0,2.37,0.23771313941825,0.23771313941825,900.539,TIME,1,1,74,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_308,USDJPY,-1,1747157347500,1747157348092,1747157349473,1747157349114,1747157349473,1747158250161,0.06,0.06,0.06,147.994,147.902,148.226,147.762,9.39,3.73,0,0,0,3.73,0.39723109691161,0.39723109691161,900.688,TIME,1,1,78,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_310,USDJPY,-1,1747159892250,1747159893638,1747159893688,1747159893674,1747159893688,1747160794015,0.06,0.06,0.06,147.9,147.87,148.127,147.673,9.19,1.22,0,0,0,1.22,0.13275299238302,0.13275299238302,900.327,TIME,1,1,80,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_336,USDJPY,-1,1747220883500,1747220883663,1747220884168,1747220883765,1747220884168,1747221785157,0.06,0.06,0.06,146.389,146.368,146.622,146.156,9.53,0.86,0,0,0,0.86,0.090241343126967,0.090241343126967,900.989,TIME,1,1,82,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_337,USDJPY,1,1747221892250,1747221892941,1747221893041,1747221893033,1747221893041,1747222796083,0.04,0.04,0.04,146.373,146.413,146.057,146.689,8.65,1.09,0,0,0,1.09,0.12601156069364,0.12601156069364,903.042,TIME,1,1,84,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_341,USDJPY,1,1747226159750,1747226160179,1747226160682,1747226160582,1747226160682,1747227061733,0.04,0.04,0.04,145.897,145.657,145.568,146.226,9.04,-6.59,0,0,0,-6.59,-0.72898230088496,-0.72898230088496,901.051,TIME,1,1,86,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_347,USDJPY,-1,1747234540500,1747234542149,1747234542352,1747234542328,1747234542352,1747235444085,0.06,0.06,0.06,146.14,146.269,146.353,145.927,8.73,-5.29,0,0,0,-5.29,-0.60595647193585,-0.60595647193585,901.733,TIME,1,1,88,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_358,USDJPY,-1,1747247309000,1747247309406,1747247309548,1747247309504,1747247309548,1747248210235,0.05,0.05,0.05,146.483,146.558,146.741,146.225,8.79,-2.56,0,0,0,-2.56,-0.29124004550626,-0.29124004550626,900.687,TIME,1,1,90,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_359,USDJPY,-1,1747248736000,1747248738095,1747248738899,1747248738803,1747248738899,1747249639076,0.06,0.06,0.06,146.634,146.489,146.867,146.401,9.52,5.94,0,0,0,5.94,0.62394957983193,0.62394957983193,900.177,TIME,1,1,92,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_372,USDJPY,-1,1747282625500,1747282625822,1747282626086,1747282626076,1747282626086,1747283530092,0.07,0.07,0.07,146.193,146.217,146.391,145.995,9.47,-1.15,0,0,0,-1.15,-0.12143611404435,-0.12143611404435,904.006,TIME,1,1,94,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_399,USDJPY,-1,1747326001750,1747326003281,1747326003884,1747326003827,1747326003884,1747326903985,0.05,0.05,0.05,145.747,145.819,146.031,145.463,9.72,-2.47,0,0,0,-2.47,-0.25411522633745,-0.25411522633745,900.101,TIME,1,1,98,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_404,USDJPY,-1,1747331734000,1747331734090,1747331734184,1747331734110,1747331734184,1747332636937,0.05,0.05,0.05,145.896,145.792,146.165,145.627,9.2,3.57,0,0,0,3.57,0.38804347826087,0.38804347826087,902.753,TIME,1,1,100,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_413,USDJPY,-1,1747364826500,1747364827415,1747364828122,1747364828026,1747364828122,1747365734588,0.09,0.09,0.09,145.37,145.311,145.53,145.21,9.89,3.65,0,0,0,3.65,0.3690596562184,0.3690596562184,906.466,TIME,1,1,102,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_442,USDJPY,1,1747418785750,1747418785879,1747418786194,1747418786123,1747418786194,1747419687305,0.08,0.08,0.08,145.979,145.963,145.801,146.157,9.77,-0.88,0,0,0,-0.88,-0.09007164790174,-0.09007164790174,901.111,TIME,1,1,104,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_462,USDJPY,-1,1747634705250,1747634706107,1747634712245,1747634712243,1747634712245,1747635613666,0.07,0.07,0.07,145.215,145.136,145.398,145.032,8.81,3.81,0,0,0,3.81,0.43246311010216,0.43246311010216,901.421,TIME,1,1,106,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_489,USDJPY,-1,1747677737000,1747677737174,1747677737371,1747677737270,1747677737371,1747678637624,0.07,0.07,0.07,144.87,144.824,145.06,144.68,9.17,2.22,0,0,0,2.22,0.24209378407852,0.24209378407852,900.253,TIME,1,1,110,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_500,USDJPY,-1,1747711513750,1747711514732,1747711516742,1747711516546,1747711516742,1747712418069,0.1,0.1,0.1,145.492,145.401,145.628,145.356,9.34,6.26,0,0,0,6.26,0.67023554603854,0.67023554603854,901.327,TIME,1,1,112,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_516,USDJPY,1,1747736857750,1747736858021,1747736858925,1747736858524,1747736858925,1747737760128,0.07,0.07,0.07,144.206,144.132,144.024,144.388,8.85,-3.59,0,0,0,-3.59,-0.40564971751412,-0.40564971751412,901.203,TIME,1,1,114,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_518,USDJPY,-1,1747739421750,1747739422034,1747739422435,1747739422084,1747739422435,1747740322461,0.07,0.07,0.07,144.273,144.336,144.454,144.092,8.77,-3.06,0,0,0,-3.06,-0.34891676168757,-0.34891676168757,900.026,TIME,1,1,116,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_554,USDJPY,-1,1747822661000,1747822661094,1747822662987,1747822662770,1747822662987,1747823564217,0.06,0.06,0.06,143.908,143.766,144.117,143.699,8.7,5.93,0,0,0,5.93,0.6816091954023,0.6816091954023,901.23,TIME,1,1,118,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_559,USDJPY,1,1747835039750,1747835040267,1747835041500,1747835041295,1747835041500,1747835943042,0.07,0.07,0.07,143.552,143.66,143.354,143.75,9.67,5.26,0,0,0,5.26,0.54395036194416,0.54395036194416,901.542,TIME,1,1,120,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_583,USDJPY,1,1747882036500,1747882037546,1747882047348,1747882047338,1747882047348,1747882948087,0.07,0.07,0.07,143.792,143.646,143.594,143.99,9.65,-7.11,0,0,0,-7.11,-0.73678756476684,-0.73678756476684,900.739,TIME,1,1,126,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_613,USDJPY,-1,1747934119500,1747934119832,1747934121907,1747934121755,1747934121907,1747935022377,0.06,0.06,0.06,143.902,143.734,144.127,143.677,9.37,7.01,0,0,0,7.01,0.74813233724653,0.74813233724653,900.47,TIME,1,1,128,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_615,USDJPY,1,1747936257750,1747936258026,1747936258070,1747936258065,1747936258070,1747937158708,0.07,0.07,0.07,143.762,143.877,143.561,143.963,9.8,5.6,0,0,0,5.6,0.57142857142857,0.57142857142857,900.638,TIME,1,1,130,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_631,USDJPY,-1,1747973110000,1747973110381,1747973112574,1747973112537,1747973112574,1747974013135,0.08,0.08,0.08,143.89,143.842,144.066,143.714,9.77,2.67,0,0,0,2.67,0.27328556806551,0.27328556806551,900.561,TIME,1,1,134,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_645,USDJPY,-1,1748012204000,1748012204691,1748012204732,1748012204711,1748012204732,1748013104911,0.05,0.05,0.05,142.697,142.595,142.968,142.426,9.48,3.58,0,0,0,3.58,0.37763713080169,0.37763713080169,900.179,TIME,1,1,136,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_646,USDJPY,1,1748013236000,1748013236505,1748013236546,1748013236542,1748013236546,1748014136556,0.04,0.04,0.04,142.616,142.622,142.329,142.903,8.07,0.17,0,0,0,0.17,0.021065675340768,0.021065675340768,900.01,TIME,1,1,138,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_654,USDJPY,-1,1748024501000,1748024501837,1748024502558,1748024502516,1748024502558,1748025403404,0.06,0.06,0.06,142.814,142.741,143.042,142.586,9.56,3.07,0,0,0,3.07,0.32112970711297,0.32112970711297,900.846,TIME,1,1,140,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_663,USDJPY,1,1748223076750,1748223077297,1748223077316,1748223077311,1748223077316,1748223979080,0.07,0.07,0.07,142.831,142.775,142.651,143.011,8.83,-2.75,0,0,0,-2.75,-0.3114382785957,-0.3114382785957,901.764,TIME,1,1,144,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_686,USDJPY,-1,1748320952750,1748320955484,1748320956748,1748320956663,1748320956748,1748321859087,0.1,0.1,0.1,142.356,142.319,142.498,142.214,9.97,2.6,0,0,0,2.6,0.26078234704112,0.26078234704112,902.339,TIME,1,1,146,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_690,USDJPY,-1,1748334405750,1748334406896,1748334407099,1748334406976,1748334407099,1748335307302,0.08,0.08,0.08,143.291,143.306,143.47,143.112,9.98,-0.84,0,0,0,-0.84,-0.084168336673347,-0.084168336673347,900.203,TIME,1,1,152,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_713,USDJPY,-1,1748371212500,1748371213053,1748371213087,1748371213067,1748371213087,1748372113219,0.08,0.08,0.08,144.391,144.399,144.564,144.218,9.57,-0.44,0,0,0,-0.44,-0.045977011494253,-0.045977011494253,900.132,TIME,1,1,154,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_721,USDJPY,-1,1748407235750,1748407236670,1748407236729,1748407236716,1748407236729,1748408137109,0.05,0.05,0.05,144.236,144.269,144.483,143.989,8.55,-1.14,0,0,0,-1.14,-0.13333333333333,-0.13333333333333,900.38,TIME,1,1,158,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_722,USDJPY,-1,1748408400750,1748408401045,1748408401059,1748408401051,1748408401059,1748409301335,0.06,0.06,0.06,144.365,144.29,144.606,144.124,10,3.12,0,0,0,3.12,0.312,0.312,900.276,TIME,1,1,160,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_725,USDJPY,-1,1748411600500,1748411600542,1748411600953,1748411600952,1748411600953,1748412501707,0.06,0.06,0.06,144.542,144.582,144.771,144.313,9.49,-1.66,0,0,0,-1.66,-0.17492096944152,-0.17492096944152,900.754,TIME,1,1,162,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_728,USDJPY,1,1748415254000,1748415254389,1748415254616,1748415254554,1748415254616,1748416157555,0.06,0.06,0.06,144.437,144.412,144.203,144.671,9.74,-1.04,0,0,0,-1.04,-0.10677618069815,-0.10677618069815,902.939,TIME,1,1,164,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_755,USDJPY,-1,1748484955250,1748484955461,1748484955479,1748484955477,1748484955479,1748485859186,0.11,0.11,0.11,145.376,145.395,145.506,145.246,9.83,-1.44,0,0,0,-1.44,-0.14649033570702,-0.14649033570702,903.707,TIME,1,1,168,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_761,USDJPY,-1,1748491393750,1748491394093,1748491394410,1748491394093,1748491394410,1748492294465,0.04,0.04,0.04,146.187,145.973,146.539,145.835,9.61,5.86,0,0,0,5.86,0.60978147762747,0.60978147762747,900.055,TIME,1,1,174,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_790,USDJPY,1,1748536770250,1748536770297,1748536770336,1748536770330,1748536770336,1748537670946,0.06,0.06,0.06,144.394,144.325,144.183,144.605,8.78,-2.87,0,0,0,-2.87,-0.32687927107062,-0.32687927107062,900.61,TIME,1,1,176,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_809,USDJPY,-1,1748580874750,1748580875271,1748580876111,1748580875787,1748580876111,1748581778132,0.06,0.06,0.06,143.795,143.882,144.035,143.555,10,-3.63,0,0,0,-3.63,-0.363,-0.363,902.021,TIME,1,1,178,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_817,USDJPY,1,1748597417000,1748597417085,1748597417913,1748597417524,1748597417913,1748598320083,0.07,0.07,0.07,143.89,143.806,143.709,144.071,8.82,-4.09,0,0,0,-4.09,-0.46371882086168,-0.46371882086168,902.17,TIME,1,1,182,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_825,USDJPY,1,1748618845000,1748618845785,1748618846229,1748618846225,1748618846229,1748619746992,0.06,0.06,0.06,143.554,143.572,143.344,143.764,8.79,0.75,0,0,0,0.75,0.085324232081911,0.085324232081911,900.763,TIME,1,1,184,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_828,USDJPY,-1,1748622852000,1748622852473,1748622852596,1748622852582,1748622852596,1748623752624,0.06,0.06,0.06,143.957,144.07,144.179,143.735,9.24,-4.71,0,0,0,-4.71,-0.50974025974026,-0.50974025974026,900.028,TIME,1,1,186,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_832,USDJPY,1,1748628159500,1748628160176,1748628160469,1748628160422,1748628160469,1748629062189,0.05,0.05,0.05,144.294,144.156,144.033,144.555,9.06,-4.79,0,0,0,-4.79,-0.52869757174393,-0.52869757174393,901.72,TIME,1,1,188,202505
usdjpy_only_ml_202505_20260912_USDJPY_mh_836,USDJPY,1,1748634036500,1748634039682,1748634039995,1748634039914,1748634039995,1748634941975,0.08,0.08,0.08,144.004,143.92,143.832,144.176,9.57,-4.67,0,0,0,-4.67,-0.48798328108673,-0.48798328108673,901.98,TIME,1,1,190,202505
