side,context,horizon,rule_a,rule_b,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
long,all,12,all:adx14 <= 20.4865,all:upper_wick_share >= 0.4464,762,2.7666124579251923,0.6453347420706242,0.583989501312336,209,2.424359594006767,0.6617325468126141,0.6746411483253588,137.05393518918336
long,all,6,all:roc_atr_3 <= -0.8717,all:roc_atr_6 <= -1.2514,2239,8.131653614799681,0.07837643377559698,0.5426529700759267,703,8.072727272727272,0.31174950159217607,0.561877667140825,122.93116575463378
long,all,12,all:stoch_spread <= -8.5809,all:ret_1 <= -0.0003,2308,8.377178721312715,0.0037866973708442823,0.5004332755632582,763,8.779575692197051,0.27581698419266903,0.5727391874180865,118.79620329156681
long,all,12,all:adx14 <= 20.4865,all:lower_wick_share <= 0.0690,713,2.6251438214313105,0.47467860562569547,0.573632538569425,251,2.9119033232628397,0.5127907417597168,0.6454183266932271,114.00479082741231
long,all,12,all:ret_3 <= -0.0006,all:ret_1 <= -0.0003,1943,7.056633753262966,0.04727752804508743,0.5198147195059187,566,6.510424155283968,0.3609791953315014,0.598939929328622,113.77984392089226
long,all,12,all:stoch_spread <= -8.5809,all:ret_3 <= -0.0006,1626,5.911383776414452,0.06313871667805768,0.519680196801968,520,5.986329296078667,0.370900641274718,0.5865384615384616,108.1705045846635
long,all,12,all:upper_wick_share >= 0.4464,all:lower_wick_share <= 0.0690,976,3.5468069803535602,0.26218529113253175,0.5399590163934426,314,3.616122840690979,0.4347494508345721,0.6050955414012739,101.53834132815918
long,all,12,all:adx14 <= 20.4865,all:stoch_spread <= -8.5809,802,2.9128329297820823,0.4159173885286848,0.5635910224438903,244,2.831036983321247,0.33058512862038747,0.6352459016393442,94.07380929808865
short,all,3,all:tick_volume_change_3 <= -0.2365,all:tick_volume_change_1 <= -0.1660,1687,6.124338224171836,0.12424595163887044,0.5417901600474214,566,6.487106017191977,0.1615002487686878,0.5653710247349824,90.57195405953705
long,all,12,all:lower_wick_share <= 0.0690,all:ret_1 <= -0.0003,1001,3.640137884010758,0.019836776268939083,0.4995004995004995,338,3.8813397129186606,0.43759981259151487,0.5798816568047337,88.92301681050998
long,all,12,all:ret_3 <= -0.0006,all:lower_wick_share <= 0.0690,730,2.6560545764639,0.027432369321526123,0.5287671232876713,242,2.7796123474515433,0.41969097084090917,0.6198347107438017,82.76109362747799
long,all,12,all:stoch_spread <= -8.5809,all:lower_wick_share <= 0.0690,935,3.401030615337981,0.054647498852754196,0.5037433155080214,318,3.667027027027027,0.2974755299820445,0.5691823899371069,73.01173071972597
long,all,12,all:adx14 <= 20.4865,all:ret_1 <= -0.0003,669,2.4299659477866062,0.31647103753538314,0.554559043348281,191,2.2179750816499335,0.08027026624156738,0.6335078534031413,58.39876601631677
short,all,3,all:stoch_k >= 83.6392,all:tick_volume_change_1 <= -0.1660,709,2.5766202301635373,0.12606556369075914,0.5458392101551481,296,3.3961993546073863,0.18252540270862377,0.527027027027027,53.59763622903674
short,all,3,all:tick_volume_change_3 <= -0.2365,all:stoch_k >= 83.6392,647,2.352014541048167,0.10414919587278734,0.5146831530139103,273,3.1375553693283846,0.11125365846486414,0.5714285714285714,46.54166235529313
