Id,Symbol,Session,Trades,ExpectancyR,WinRate,ProfitFactor
baseline-b-usdjpy-2024q4,USDJPY,new_york,95,-0.07893867327556589,36.8421052631579,0.8750137673136873
baseline-b-usdjpy-2024q4,USDJPY,late_us,5,-0.4992481203007911,20.0,0.37593984962401117
baseline-b-usdjpy-2025q1,USDJPY,asia,144,-0.010620490910415172,39.583333333333336,0.9824212564241401
baseline-b-usdjpy-2025q1,USDJPY,london,81,-0.043194422488029675,38.27160493827161,0.9300250355693919
baseline-b-usdjpy-2025q1,USDJPY,new_york,109,-0.19714796118487463,32.11009174311926,0.7096063814979551
baseline-b-usdjpy-2025q1,USDJPY,late_us,10,0.24949838069502378,50.0,1.4989967613900474
baseline-b-usdjpy-2025q2,USDJPY,asia,135,0.05531132095020176,42.22222222222222,1.0957311324138108
baseline-b-usdjpy-2025q2,USDJPY,london,91,-0.17580353703400256,32.967032967032964,0.7377357070476356
baseline-b-usdjpy-2025q2,USDJPY,new_york,85,-0.08839696396686755,36.470588235294116,0.8608566307928937
baseline-b-usdjpy-2025q2,USDJPY,late_us,17,-0.26448677480539085,29.41176470588235,0.6253104023590295
baseline-b-usdjpy-2025q3,USDJPY,asia,125,0.019936191359446007,40.8,1.0336759989179833
baseline-b-usdjpy-2025q3,USDJPY,london,77,-0.18842472447914643,32.467532467532465,0.72098646567511
baseline-b-usdjpy-2025q3,USDJPY,new_york,100,-0.07508909883077625,37.0,0.8808109542368631
baseline-b-usdjpy-2025q3,USDJPY,late_us,16,-0.21850134981533165,31.25,0.682179854814063
baseline-b-usdjpy-2025q4,USDJPY,asia,118,0.038045158761107284,41.52542372881356,1.065062735272618
baseline-b-usdjpy-2025q4,USDJPY,london,81,-0.011968648847568649,39.50617283950617,0.9802150906805498
baseline-b-usdjpy-2025q4,USDJPY,new_york,101,-0.3562224192316394,25.742574257425744,0.5202871421013924
baseline-b-usdjpy-2025q4,USDJPY,late_us,13,-0.038814568596323075,38.46153846153846,0.936926326030975
baseline-b-usdjpy-2026q1-quarter,USDJPY,asia,116,0.12064058507101755,44.827586206896555,1.2186610604412187
baseline-b-usdjpy-2026q1-quarter,USDJPY,london,91,-0.06578215728397716,37.362637362637365,0.8949793629325977
baseline-b-usdjpy-2026q1-quarter,USDJPY,new_york,100,0.049935069992207766,42.0,1.0860949482624274
baseline-b-usdjpy-2026q1-quarter,USDJPY,late_us,9,-0.16682228446934497,33.333333333333336,0.7497665732959825
baseline-b-eurusd-full-2024-2026q1,EURUSD,asia,956,-0.2572655143063411,29.707112970711297,0.6340091790522882
baseline-b-eurusd-full-2024-2026q1,EURUSD,london,830,-0.1263966417851532,34.93975903614458,0.8057236802191164
baseline-b-eurusd-full-2024-2026q1,EURUSD,new_york,842,-0.08547825629810547,36.57957244655582,0.8652196782715259
baseline-b-eurusd-full-2024-2026q1,EURUSD,late_us,88,-0.3176112260268161,27.272727272727273,0.563284564213128
baseline-b-xauusd-full-2024-2026q1,XAUUSD,asia,1070,-0.030381563933002134,38.78504672897196,0.9503690482315833
baseline-b-xauusd-full-2024-2026q1,XAUUSD,london,828,0.008455105233713374,40.33816425120773,1.0141717148451712
baseline-b-xauusd-full-2024-2026q1,XAUUSD,new_york,1058,-0.038280816055476806,38.46880907372401,0.9377863235227433
baseline-b-xauusd-full-2024-2026q1,XAUUSD,late_us,132,-0.015184628956686071,39.39393939393939,0.9749453622214681
