episode_id,anchor_event_id,market_cluster_id,symbol,shock_direction,anchor_msc,anchor_processing_msc,anchor_bid,anchor_ask,anchor_mid,initial_shock,severity,pre_m1_rms,pre_m1_count,pre_vol_status,step15d_path_class,sr_clean_001,sr_rev_001,repeat_count,same_direction_repeats,opposite_direction_repeats,max_repeat_severity,last_shock_msc,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_count,first_origin_recross_msc,realized_volatility,quote_count,average_spread,fallback_count,duplicate_same_msc,drops,capacity_losses,future_reads,backdates,episode_status,validation_status,schema_version
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_1","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743617996000_75","48","GBPUSD","LONG","1743617996000","1743617998870","1.2965600000","1.2967600000","1.2966600000","0.0000000000","3.1791115544","0.000104447529","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","4","2","2","4.9777278908","1743618601000","0.0003800000","0.0002000000","701012","79949","60","1743618014812","0.000521844153","1160","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_11","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743618976250_84","54","USDJPY","LONG","1743618976250","1743618976790","149.9710000000","149.9870000000","149.9790000000","0.0000000000","3.1886220049","0.000133424980","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","0","1","4.1988777737","1743619102500","0.0515000000","0.1250000000","425519","881879","23","1743619107225","0.000716425147","1943","0.0181652084","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_2","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743619023500_85","55","GBPUSD","LONG","1743619023500","1743619023869","1.2964500000","1.2966500000","1.2965500000","0.0000100000","3.6059485002","0.000078870476","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","4","2","2","4.2030748424","1743619703500","0.0012400000","0.0000700000","891542","6718","5","1743619026403","0.000524215526","1209","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_3","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743620080000_91","61","GBPUSD","LONG","1743620080000","1743620080153","1.2977600000","1.2979600000","1.2978600000","0.0000200000","3.3802544278","0.000115329627","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","2","0","2","4.3754268578","1743620876750","0.0000400000","0.0008500000","29187","726284","5","1743620080492","0.000451157001","1033","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_12","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743620151750_92","62","USDJPY","LONG","1743620151750","1743620152276","149.9510000000","149.9670000000","149.9590000000","0.0010000000","4.3799408961","0.000175261183","10","AVAILABLE","CLEAN_CONTINUATION","true","false","3","3","0","3.4646483375","1743620359000","0.0840000000","0.0410000000","421672","32824","25","1743620152419","0.000550005431","1611","0.0186778399","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_4","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743621062750_98","66","GBPUSD","SHORT","1743621062750","1743621063329","1.2972800000","1.2974800000","1.2973800000","0.0000300000","3.1690717167","0.000096469523","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","1","0","1","3.7785898781","1743621676500","0.0007000000","0.0000300000","612491","15152","13","1743621073283","0.000408737927","835","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_13","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743621964250_100","68","USDJPY","LONG","1743621964250","1743621967461","150.0930000000","150.1140000000","150.1035000000","0.0010000000","2.9341141612","0.000164872110","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","0","0","0","0.0000000000","1743621964250","0.0955000000","0.0280000000","846290","23015","6","1743621966051","0.000560956835","1338","0.0196547085","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_5","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743622704000_101","69","GBPUSD","SHORT","1743622704000","1743622704864","1.2965900000","1.2967900000","1.2966900000","0.0000100000","3.5706255885","0.000101524116","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","0","0","0","0.0000000000","1743622704000","0.0003900000","0.0001000000","164062","889946","16","1743622704967","0.000415054868","949","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_14","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743623009750_102","70","USDJPY","LONG","1743623009750","1743623015238","150.2240000000","150.2450000000","150.2345000000","0.0020000000","3.3025011884","0.000146967782","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","8","1","7","3.9228662008","1743623600750","0.0205000000","0.0850000000","385687","815115","19","1743623016317","0.000590657663","1432","0.0192555866","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_15","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743637963000_111","75","USDJPY","LONG","1743637963000","1743637963666","149.3640000000","149.4140000000","149.3890000000","0.0500000000","4.3903218419","0.000569282494","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","5","0","5","5.1235805117","1743638227250","0.0060000000","0.2715000000","261372","828655","8","1743637987561","0.002538045992","1037","0.0640646095","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_16","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743649740000_117","77","USDJPY","LONG","1743649740000","1743649740486","147.9940000000","148.0160000000","148.0050000000","0.0050000000","3.6291873971","0.000552927507","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","1","0","4.8544031070","1743650035500","0.2940000000","0.0250000000","772478","122146","38","1743649748931","0.001391787223","2654","0.0189555388","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_17","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743651021500_119","79","USDJPY","LONG","1743651021500","1743651021570","148.2770000000","148.2960000000","148.2865000000","0.0110000000","4.5487994614","0.000260453956","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","12","1","11","8.1982629857","1743651608000","0.0110000000","0.4905000000","126908","858408","5","1743651022555","0.001358502494","2410","0.0189983402","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_18","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743652080250_132","84","USDJPY","SHORT","1743652080250","1743652080402","147.8330000000","147.8490000000","147.8410000000","0.0070000000","3.7669769142","0.000387231768","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","1","1","0","4.7727321694","1743652471000","0.1230000000","0.2290000000","390027","886164","32","1743652080942","0.001284284085","2523","0.0190646056","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_19","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743665980500_134","86","USDJPY","LONG","1743665980500","1743665984327","147.2940000000","147.3120000000","147.3030000000","0.0115000000","2.7618840922","0.000163879909","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","1","0","2.8055723268","1743665980750","0.2090000000","0.0100000000","865080","44832","9","1743665984831","0.000715126717","1249","0.0188670937","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_20","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743675077000_137","88","USDJPY","SHORT","1743675077000","1743675077386","147.1330000000","147.1520000000","147.1425000000","0.0110000000","3.1731474207","0.000276974730","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","12","4","8","3.5692442187","1743675855250","0.0025000000","0.3285000000","1290","841650","3","1743675078894","0.001102246743","2006","0.0179097707","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_21","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743676239750_150","101","USDJPY","SHORT","1743676239750","1743676240223","147.3190000000","147.3360000000","147.3275000000","0.0160000000","2.8113286979","0.000219944836","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","3","0","3","2.7252076165","1743676395250","0.2565000000","0.0470000000","835444","112244","29","1743676244225","0.001004668668","1674","0.0175549582","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_22","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743677290500_154","103","USDJPY","LONG","1743677290500","1743677290845","147.1280000000","147.1470000000","147.1375000000","0.0015000000","3.3891874413","0.000235721717","10","AVAILABLE","CLEAN_CONTINUATION","true","false","9","0","9","3.8568025601","1743678092250","0.1640000000","0.0595000000","834861","274707","12","1743677337929","0.000932480259","1528","0.0186871728","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_23","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743678367000_166","110","USDJPY","LONG","1743678367000","1743678367777","147.2750000000","147.2930000000","147.2840000000","0.0010000000","2.5440894708","0.000329685534","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","2","2","0","3.7701118583","1743678816750","0.0815000000","0.0805000000","121857","900096","33","1743678371345","0.000883252139","1575","0.0180850794","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_1","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1743680275500_170","114","USDCHF","SHORT","1743680275500","1743680275901","0.8663100000","0.8665400000","0.8664250000","0.0000100000","2.8580978671","0.000214283882","10","AVAILABLE","CLEAN_CONTINUATION","true","false","5","4","1","3.4765472629","1743680859250","0.0010950000","0.0000200000","219515","5483","7","1743680276081","0.000932701946","1239","0.0002389508","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_6","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743680427000_171","115","GBPUSD","SHORT","1743680427000","1743680427720","1.3159300000","1.3161300000","1.3160300000","0.0000600000","2.2051872321","0.000223487389","10","AVAILABLE","PULLBACK_CONTINUATION","false","false","4","3","1","2.8356321818","1743680731500","0.0002800000","0.0008500000","201516","634707","20","1743680427865","0.000759894784","1605","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_24","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743680701500_177","119","USDJPY","LONG","1743680701500","1743680702988","146.9670000000","146.9840000000","146.9755000000","0.0035000000","2.9167730630","0.000204109921","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","10","3","7","4.5945910373","1743681263000","0.0010000000","0.2870000000","1287","356365","1","1743680704395","0.000945419233","1658","0.0188353438","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_7","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743681455250_193","131","GBPUSD","LONG","1743681455250","1743681460607","1.3161600000","1.3163600000","1.3162600000","0.0000200000","2.2944063574","0.000160229192","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","1","0","1","2.0857955585","1743681475500","0.0019800000","0.0005900000","896879","298435","16","1743681462849","0.000838973714","1728","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_25","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743690802750_195","133","USDJPY","SHORT","1743690802750","1743690804394","146.3170000000","146.3360000000","146.3265000000","0.0160000000","3.3883116636","0.000363655977","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","10","3","7","3.7360924818","1743691539250","0.1035000000","0.1620000000","898391","478123","26","1743690803845","0.001139387842","1970","0.0193695431","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_26","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743691856000_206","142","USDJPY","LONG","1743691856000","1743691856991","146.2100000000","146.2270000000","146.2185000000","0.0020000000","3.4857210940","0.000224026062","10","AVAILABLE","CLEAN_CONTINUATION","true","false","2","0","2","4.1022298465","1743692404000","0.0055000000","0.2075000000","539","673431","2","1743691856331","0.001029628882","2242","0.0172979483","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_2","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1743692754500_209","145","USDCHF","LONG","1743692754500","1743692755413","0.8592700000","0.8595200000","0.8593950000","0.0000300000","3.5354088952","0.000291145799","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","3","2","1","3.1348278460","1743693344750","0.0013850000","0.0002400000","763750","141152","18","1743692758419","0.000999753343","1352","0.0002400814","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_8","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743692864750_210","146","GBPUSD","LONG","1743692864750","1743692865110","1.3183300000","1.3185300000","1.3184300000","0.0000100000","2.9853320730","0.000134441336","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","2","1","1","2.9718637558","1743693344250","0.0001500000","0.0022100000","31319","807687","8","1743692878980","0.000859426531","1936","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_27","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743693042250_212","148","USDJPY","LONG","1743693042250","1743693042582","146.2480000000","146.2680000000","146.2580000000","0.0460000000","4.8615972993","0.000249148597","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","8","4","4","8.2194790951","1743693345000","0.1060000000","0.1010000000","472941","832241","26","1743693179147","0.001157301048","1925","0.0189163636","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_3","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1743693739750_225","152","USDCHF","LONG","1743693739750","1743693740605","0.8599400000","0.8601600000","0.8600500000","0.0000200000","3.1890697223","0.000195055415","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","14","5","9","5.3733628419","1743694543750","0.0003300000","0.0005300000","613226","877882","34","1743693900573","0.001219841565","1326","0.0002635973","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_28","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743694202750_232","156","USDJPY","LONG","1743694202750","1743694203288","146.1180000000","146.1830000000","146.1505000000","0.0005000000","3.4329045107","0.000176374012","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","18","3","15","5.8983889386","1743695087250","0.0090000000","0.2000000000","47509","819124","12","1743694250030","0.001219935504","2124","0.0203418079","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_1","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1743694204000_233","157","EURUSD","LONG","1743694204000","1743694204390","1.1084900000","1.1089600000","1.1087250000","0.0000550000","3.9330863081","0.000357846915","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","1","0","1","5.1970438317","1743694205500","0.0007650000","0.0014250000","353858","565805","24","1743694204892","0.001410453056","1973","0.0001848758","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_9","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743694205250_240","157","GBPUSD","SHORT","1743694205250","1743694206409","1.3155900000","1.3157900000","1.3156900000","0.0003300000","3.0671048318","0.000226054861","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","4","2","2","6.0328003833","1743694409500","0.0006600000","0.0009800000","559634","194214","12","1743694231549","0.000941865072","1836","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_4","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1743694839250_262","167","USDCHF","LONG","1743694839250","1743694839351","0.8607300000","0.8609900000","0.8608600000","0.0000300000","3.0749763162","0.000357449439","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","5","5","0","4.0467655333","1743695547250","0.0000000000","0.0023300000","0","556416","0","","0.001163667416","1564","0.0002415281","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_1","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1743695137750_277","174","USDCAD","LONG","1743695137750","1743695138125","1.4089900000","1.4092300000","1.4091100000","0.0000900000","1.9229947483","0.000309925502","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","6","2","4","3.2796296317","1743695739500","0.0000050000","0.0021650000","2052","563857","2","1743695139802","0.000996045140","2007","0.0002377927","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_29","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743695377500_282","178","USDJPY","LONG","1743695377500","1743695378110","145.7820000000","145.8020000000","145.7920000000","0.0090000000","3.0424221789","0.000339514366","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","33","27","6","6.7435730026","1743696210000","0.3050000000","0.0250000000","197696","10720","9","1743695377874","0.001680470252","2432","0.0197121711","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_2","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1743695836250_306","193","EURUSD","SHORT","1743695836250","1743695837519","1.1083300000","1.1085100000","1.1084200000","0.0000400000","4.0850197396","0.000283861539","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","0","0","0","0.0000000000","1743695836250","0.0008000000","0.0025000000","259821","816159","15","1743695837724","0.001350074835","2133","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
