period_id,variant,m5_micro_n_state,mfe_1r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,light_or_micro_n_exhaustion,no_confirmed_micro_anchor,mfe_ge_1r,2,1,0.5,29.569999999999997,33.16,-3.59,9.236768802228411,1.1531,0.57655,8.822930800542741,3.59,0.0359,8.236768802228411,0,0.0,1,0.5,1,0.5,1.28165,0.28415,1.0,1.0,1.0,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
full2025_validation,light_or_micro_n_exhaustion,no_confirmed_micro_anchor,mfe_lt_1r,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,light_or_micro_n_exhaustion,unknown,mfe_ge_1r,18,16,0.8888888888888888,467.0300000000001,479.2500000000001,-12.219999999999999,39.21849427168577,19.1327,1.0629277777777777,38.100445995733956,7.1299999999999955,0.07129999999999996,65.50210378681632,0,0.0,14,0.7777777777777778,4,0.2222222222222222,1.2968777777777778,0.37720555555555557,1.0,1.0,1.0,0.6111111111111112,0.0,USDJPY:11|EURUSD:6|EURJPY:1,SHORT:12|LONG:6,london:5|london_newyork_overlap:5|new_york:4|tokyo:4
full2025_validation,light_or_micro_n_exhaustion,unknown,mfe_lt_1r,29,2,0.06896551724137931,-356.4,15.95,-372.34999999999997,0.04283604135893649,-14.540099999999999,-0.5013827586206896,0.044376384297384885,356.4,3.5639999999999996,-1.0,7,0.2413793103448276,0,0.0,22,0.7586206896551724,0.438096551724138,0.6061068965517239,0.41379310344827586,0.13793103448275862,0.0,0.0,0.0,USDJPY:18|EURJPY:4|GBPJPY:4|EURUSD:3,SHORT:21|LONG:8,london_newyork_overlap:13|new_york:7|london:6|tokyo:3
full2025_validation,light_or_micro_n_first,no_confirmed_micro_anchor,mfe_ge_1r,2,1,0.5,29.569999999999997,33.16,-3.59,9.236768802228411,1.1531,0.57655,8.822930800542741,3.59,0.0359,8.236768802228411,0,0.0,1,0.5,1,0.5,1.28165,0.28415,1.0,1.0,1.0,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
full2025_validation,light_or_micro_n_first,no_confirmed_micro_anchor,mfe_lt_1r,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,light_or_micro_n_first,unknown,mfe_ge_1r,18,16,0.8888888888888888,467.0300000000001,479.2500000000001,-12.219999999999999,39.21849427168577,19.1327,1.0629277777777777,38.100445995733956,7.1299999999999955,0.07129999999999996,65.50210378681632,0,0.0,14,0.7777777777777778,4,0.2222222222222222,1.2968777777777778,0.37720555555555557,1.0,1.0,1.0,0.6111111111111112,0.0,USDJPY:11|EURUSD:6|EURJPY:1,SHORT:12|LONG:6,london:5|london_newyork_overlap:5|new_york:4|tokyo:4
full2025_validation,light_or_micro_n_first,unknown,mfe_lt_1r,29,2,0.06896551724137931,-356.4,15.95,-372.34999999999997,0.04283604135893649,-14.540099999999999,-0.5013827586206896,0.044376384297384885,356.4,3.5639999999999996,-1.0,7,0.2413793103448276,0,0.0,22,0.7586206896551724,0.438096551724138,0.6061068965517239,0.41379310344827586,0.13793103448275862,0.0,0.0,0.0,USDJPY:18|EURJPY:4|GBPJPY:4|EURUSD:3,SHORT:21|LONG:8,london_newyork_overlap:13|new_york:7|london:6|tokyo:3
full2025_validation,light_or_micro_n_pattern,no_confirmed_micro_anchor,mfe_ge_1r,2,1,0.5,29.569999999999997,33.16,-3.59,9.236768802228411,1.1531,0.57655,8.822930800542741,3.59,0.0359,8.236768802228411,0,0.0,1,0.5,1,0.5,1.28165,0.28415,1.0,1.0,1.0,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
full2025_validation,light_or_micro_n_pattern,no_confirmed_micro_anchor,mfe_lt_1r,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,light_or_micro_n_pattern,unknown,mfe_ge_1r,18,16,0.8888888888888888,467.0300000000001,479.2500000000001,-12.219999999999999,39.21849427168577,19.1327,1.0629277777777777,38.100445995733956,7.1299999999999955,0.07129999999999996,65.50210378681632,0,0.0,14,0.7777777777777778,4,0.2222222222222222,1.2968777777777778,0.37720555555555557,1.0,1.0,1.0,0.6111111111111112,0.0,USDJPY:11|EURUSD:6|EURJPY:1,SHORT:12|LONG:6,london:5|london_newyork_overlap:5|new_york:4|tokyo:4
full2025_validation,light_or_micro_n_pattern,unknown,mfe_lt_1r,29,2,0.06896551724137931,-356.4,15.95,-372.34999999999997,0.04283604135893649,-14.540099999999999,-0.5013827586206896,0.044376384297384885,356.4,3.5639999999999996,-1.0,7,0.2413793103448276,0,0.0,22,0.7586206896551724,0.438096551724138,0.6061068965517239,0.41379310344827586,0.13793103448275862,0.0,0.0,0.0,USDJPY:18|EURJPY:4|GBPJPY:4|EURUSD:3,SHORT:21|LONG:8,london_newyork_overlap:13|new_york:7|london:6|tokyo:3
full2025_validation,micro_n_diag,falling_n,mfe_ge_1r,1,1,1.0,1.72,1.72,0,inf,0.0788,0.0788,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.0498,0.4066,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,london:1
full2025_validation,micro_n_diag,falling_n,mfe_lt_1r,2,0,0.0,-19.8,0,-19.8,0.0,-0.847,-0.4235,0.0,19.8,0.198,-1.0,0,0.0,0,0.0,2,1.0,0.30085,0.5524,0.5,0.0,0.0,0.0,0.0,USDJPY:2,LONG:1|SHORT:1,london:1|tokyo:1
full2025_validation,micro_n_diag,no_confirmed_micro_anchor,mfe_ge_1r,1,1,1.0,21.34,21.34,0,inf,0.969,0.969,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.0732,0.5268,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,london:1
full2025_validation,micro_n_diag,no_confirmed_micro_anchor,mfe_lt_1r,11,1,0.09090909090909091,-98.02,7.36,-105.38,0.06984247485291327,-4.473,-0.40663636363636363,0.06864888500218629,98.02,0.9802,-1.0,1,0.09090909090909091,0,0.0,10,0.9090909090909091,0.3585909090909091,0.5543363636363635,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,USDJPY:4|EURUSD:3|AUDJPY:2|EURJPY:1|GBPUSD:1,SHORT:8|LONG:3,london_newyork_overlap:5|new_york:4|london:1|tokyo:1
full2025_validation,micro_n_diag,range_n,mfe_ge_1r,1,1,1.0,28.14,28.14,0,inf,1.3063,1.3063,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3063,0.4835,1.0,1.0,1.0,1.0,0.0,AUDJPY:1,SHORT:1,new_york:1
full2025_validation,micro_n_diag,range_n,mfe_lt_1r,5,0,0.0,-65.75,0,-65.75,0.0,-2.8514,-0.57028,0.0,65.75,0.6575,-1.0,1,0.2,0,0.0,4,0.8,0.5542999999999999,0.6557000000000001,0.6,0.2,0.0,0.0,0.0,USDJPY:3|EURJPY:1|EURUSD:1,SHORT:5,london_newyork_overlap:2|tokyo:2|london:1
full2025_validation,micro_n_diag,rising_n,mfe_ge_1r,1,1,1.0,27.9,27.9,0,inf,1.3125,1.3125,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3125,0.2035,1.0,1.0,1.0,1.0,0.0,USDJPY:1,LONG:1,new_york:1
full2025_validation,micro_n_diag,unknown,mfe_ge_1r,74,56,0.7567567567567568,1259.2699999999998,1439.3899999999999,-180.12,7.991283588718631,56.15,0.7587837837837837,8.042783498689275,42.07999999999993,0.4207999999999993,29.92561787072248,3,0.04054054054054054,47,0.6351351351351351,24,0.32432432432432434,1.2582891891891894,0.49451081081081083,1.0,1.0,1.0,0.5135135135135135,0.013513513513513514,USDJPY:41|GBPJPY:9|EURUSD:8|EURJPY:7|GBPUSD:5|AUDJPY:4,SHORT:46|LONG:28,london_newyork_overlap:28|london:22|tokyo:14|new_york:10
full2025_validation,micro_n_diag,unknown,mfe_lt_1r,222,16,0.07207207207207207,-2299.6899999999996,121.58,-2421.27,0.050213317804292786,-101.96589999999999,-0.4593058558558558,0.05037224818532503,2306.4999999999995,23.064999999999998,-0.9970474745285064,28,0.12612612612612611,0,0.0,194,0.8738738738738738,0.38152027027027025,0.5969720720720719,0.32882882882882886,0.0945945945945946,0.0,0.0,0.0,USDJPY:131|EURUSD:32|GBPUSD:19|EURJPY:18|GBPJPY:14|AUDJPY:8,SHORT:120|LONG:102,london_newyork_overlap:95|new_york:60|london:45|tokyo:22
full2025_validation,one_light_or_micro_n_first,unknown,mfe_ge_1r,16,14,0.875,404.21000000000004,416.43000000000006,-12.219999999999999,34.07774140752865,16.4955,1.03096875,32.98662012798138,7.1299999999999955,0.07129999999999996,56.69144460028055,0,0.0,12,0.75,4,0.25,1.29048125,0.39855,1.0,1.0,1.0,0.5625,0.0,USDJPY:11|EURUSD:4|EURJPY:1,SHORT:10|LONG:6,london:4|london_newyork_overlap:4|new_york:4|tokyo:4
full2025_validation,one_light_or_micro_n_first,unknown,mfe_lt_1r,19,2,0.10526315789473684,-220.28,16.02,-236.30000000000004,0.0677951756242065,-9.0317,-0.4753526315789474,0.06955876747468297,220.28,2.2028,-1.0,4,0.21052631578947367,0,0.0,15,0.7894736842105263,0.3873157894736843,0.6192263157894736,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0,USDJPY:9|GBPJPY:4|EURJPY:3|EURUSD:3,SHORT:13|LONG:6,london_newyork_overlap:10|new_york:5|london:3|tokyo:1
q1_quick,anchor_pullback,unknown,mfe_ge_1r,3,3,1.0,77.01,77.01,0,inf,3.1372999999999998,1.0457666666666665,inf,0.0,0.0,inf,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.2934,0.40420000000000006,1.0,1.0,1.0,0.6666666666666666,0.0,USDJPY:2|EURJPY:1,SHORT:2|LONG:1,london:2|tokyo:1
q1_quick,anchor_pullback,unknown,mfe_lt_1r,18,1,0.05555555555555555,-176.40999999999997,0.2,-176.60999999999996,0.0011324387067549971,-7.4191,-0.4121722222222222,0.001117483910924415,176.40999999999997,1.7640999999999998,-1.0,0,0.0,0,0.0,18,1.0,0.3435388888888889,0.5029833333333333,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,USDJPY:12|EURUSD:2|GBPJPY:2|AUDJPY:1|EURJPY:1,SHORT:13|LONG:5,london:6|london_newyork_overlap:6|tokyo:6
q1_quick,base,unknown,mfe_ge_1r,22,15,0.6818181818181818,331.38000000000005,397.19,-65.81,6.035404953654459,14.299899999999997,0.6499954545454544,5.992284597123306,27.159999999999968,0.2715999999999997,12.201030927835069,1,0.045454545454545456,13,0.5909090909090909,8,0.36363636363636365,1.2464,0.4467863636363637,1.0,1.0,1.0,0.5454545454545454,0.0,USDJPY:12|EURJPY:5|GBPJPY:5,SHORT:15|LONG:7,london:9|london_newyork_overlap:6|tokyo:5|new_york:2
q1_quick,base,unknown,mfe_lt_1r,85,11,0.12941176470588237,-893.28,74.85999999999999,-968.14,0.07732352758898504,-38.022499999999994,-0.4473235294117646,0.08014457376624823,907.16,9.071599999999998,-0.9846995017416994,15,0.17647058823529413,0,0.0,70,0.8235294117647058,0.3916082352941177,0.607644705882353,0.35294117647058826,0.10588235294117647,0.0,0.0,0.0,USDJPY:49|EURUSD:11|GBPJPY:9|EURJPY:6|GBPUSD:6|AUDJPY:4,SHORT:50|LONG:35,london_newyork_overlap:32|new_york:25|tokyo:16|london:12
q1_quick,light,unknown,mfe_ge_1r,6,5,0.8333333333333334,159.38,162.97,-3.59,45.39554317548747,6.368399999999999,1.0614,44.20488466757123,3.5900000000000034,0.03590000000000003,44.39554317548742,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1.2964333333333333,0.5148833333333334,1.0,1.0,1.0,0.6666666666666666,0.0,USDJPY:4|EURJPY:1|EURUSD:1,SHORT:4|LONG:2,london:3|london_newyork_overlap:2|new_york:1
q1_quick,light,unknown,mfe_lt_1r,12,1,0.08333333333333333,-134.81,11.0,-145.81,0.07544064193128043,-5.518499999999999,-0.45987499999999987,0.0778986415359166,134.81,1.3481,-1.0,2,0.16666666666666666,0,0.0,10,0.8333333333333334,0.48458333333333337,0.5573583333333334,0.4166666666666667,0.25,0.0,0.0,0.0,USDJPY:7|GBPJPY:4|EURJPY:1,SHORT:8|LONG:4,new_york:5|london:3|london_newyork_overlap:3|tokyo:1
q1_quick,light_or_micro_n,no_confirmed_micro_anchor,mfe_ge_1r,2,1,0.5,29.569999999999997,33.16,-3.59,9.236768802228411,1.1531,0.57655,8.822930800542741,3.59,0.0359,8.236768802228411,0,0.0,1,0.5,1,0.5,1.28165,0.28415,1.0,1.0,1.0,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
q1_quick,light_or_micro_n,no_confirmed_micro_anchor,mfe_lt_1r,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,light_or_micro_n,unknown,mfe_ge_1r,4,4,1.0,129.81,129.81,0,inf,5.2153,1.303825,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.303825,0.63025,1.0,1.0,1.0,0.75,0.0,USDJPY:3|EURUSD:1,LONG:2|SHORT:2,london_newyork_overlap:2|london:1|new_york:1
q1_quick,light_or_micro_n,unknown,mfe_lt_1r,11,1,0.09090909090909091,-128.9,11.0,-139.9,0.07862759113652609,-5.266399999999999,-0.4787636363636363,0.08132435544081222,128.9,1.2890000000000001,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0.4909545454545455,0.5851090909090909,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0,USDJPY:6|GBPJPY:4|EURJPY:1,SHORT:7|LONG:4,new_york:5|london:3|london_newyork_overlap:2|tokyo:1
q1_quick,light_or_micro_n_exhaustion,no_confirmed_micro_anchor,mfe_ge_1r,2,1,0.5,29.569999999999997,33.16,-3.59,9.236768802228411,1.1531,0.57655,8.822930800542741,3.59,0.0359,8.236768802228411,0,0.0,1,0.5,1,0.5,1.28165,0.28415,1.0,1.0,1.0,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
q1_quick,light_or_micro_n_exhaustion,no_confirmed_micro_anchor,mfe_lt_1r,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_exhaustion,unknown,mfe_ge_1r,4,4,1.0,129.81,129.81,0,inf,5.2153,1.303825,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.303825,0.63025,1.0,1.0,1.0,0.75,0.0,USDJPY:3|EURUSD:1,LONG:2|SHORT:2,london_newyork_overlap:2|london:1|new_york:1
q1_quick,light_or_micro_n_exhaustion,unknown,mfe_lt_1r,11,1,0.09090909090909091,-128.9,11.0,-139.9,0.07862759113652609,-5.266399999999999,-0.4787636363636363,0.08132435544081222,128.9,1.2890000000000001,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0.4909545454545455,0.5851090909090909,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0,USDJPY:6|GBPJPY:4|EURJPY:1,SHORT:7|LONG:4,new_york:5|london:3|london_newyork_overlap:2|tokyo:1
q1_quick,light_or_micro_n_first,no_confirmed_micro_anchor,mfe_ge_1r,2,1,0.5,29.569999999999997,33.16,-3.59,9.236768802228411,1.1531,0.57655,8.822930800542741,3.59,0.0359,8.236768802228411,0,0.0,1,0.5,1,0.5,1.28165,0.28415,1.0,1.0,1.0,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
q1_quick,light_or_micro_n_first,no_confirmed_micro_anchor,mfe_lt_1r,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_first,unknown,mfe_ge_1r,4,4,1.0,129.81,129.81,0,inf,5.2153,1.303825,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.303825,0.63025,1.0,1.0,1.0,0.75,0.0,USDJPY:3|EURUSD:1,LONG:2|SHORT:2,london_newyork_overlap:2|london:1|new_york:1
q1_quick,light_or_micro_n_first,unknown,mfe_lt_1r,11,1,0.09090909090909091,-128.9,11.0,-139.9,0.07862759113652609,-5.266399999999999,-0.4787636363636363,0.08132435544081222,128.9,1.2890000000000001,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0.4909545454545455,0.5851090909090909,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0,USDJPY:6|GBPJPY:4|EURJPY:1,SHORT:7|LONG:4,new_york:5|london:3|london_newyork_overlap:2|tokyo:1
q1_quick,light_or_micro_n_pattern,no_confirmed_micro_anchor,mfe_ge_1r,2,1,0.5,29.569999999999997,33.16,-3.59,9.236768802228411,1.1531,0.57655,8.822930800542741,3.59,0.0359,8.236768802228411,0,0.0,1,0.5,1,0.5,1.28165,0.28415,1.0,1.0,1.0,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
q1_quick,light_or_micro_n_pattern,no_confirmed_micro_anchor,mfe_lt_1r,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_pattern,unknown,mfe_ge_1r,4,4,1.0,129.81,129.81,0,inf,5.2153,1.303825,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.303825,0.63025,1.0,1.0,1.0,0.75,0.0,USDJPY:3|EURUSD:1,LONG:2|SHORT:2,london_newyork_overlap:2|london:1|new_york:1
q1_quick,light_or_micro_n_pattern,unknown,mfe_lt_1r,11,1,0.09090909090909091,-128.9,11.0,-139.9,0.07862759113652609,-5.266399999999999,-0.4787636363636363,0.08132435544081222,128.9,1.2890000000000001,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0.4909545454545455,0.5851090909090909,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0,USDJPY:6|GBPJPY:4|EURJPY:1,SHORT:7|LONG:4,new_york:5|london:3|london_newyork_overlap:2|tokyo:1
q1_quick,micro_n_diag,falling_n,mfe_lt_1r,2,0,0.0,-19.8,0,-19.8,0.0,-0.847,-0.4235,0.0,19.8,0.198,-1.0,0,0.0,0,0.0,2,1.0,0.30085,0.5524,0.5,0.0,0.0,0.0,0.0,USDJPY:2,LONG:1|SHORT:1,london:1|tokyo:1
q1_quick,micro_n_diag,no_confirmed_micro_anchor,mfe_lt_1r,2,0,0.0,-17.770000000000003,0,-17.770000000000003,0.0,-0.758,-0.379,0.0,17.770000000000003,0.17770000000000002,-1.0,0,0.0,0,0.0,2,1.0,0.30010000000000003,0.379,0.0,0.0,0.0,0.0,0.0,AUDJPY:1|EURUSD:1,SHORT:2,london_newyork_overlap:1|tokyo:1
q1_quick,micro_n_diag,range_n,mfe_lt_1r,3,0,0.0,-23.91,0,-23.91,0.0,-0.9863,-0.32876666666666665,0.0,23.91,0.23909999999999998,-1.0,0,0.0,0,0.0,3,1.0,0.6217666666666667,0.47113333333333335,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,USDJPY:2|EURJPY:1,SHORT:3,tokyo:2|london_newyork_overlap:1
q1_quick,micro_n_diag,unknown,mfe_ge_1r,22,15,0.6818181818181818,331.38000000000005,397.19,-65.81,6.035404953654459,14.299899999999997,0.6499954545454544,5.992284597123306,27.159999999999968,0.2715999999999997,12.201030927835069,1,0.045454545454545456,13,0.5909090909090909,8,0.36363636363636365,1.2464,0.4467863636363637,1.0,1.0,1.0,0.5454545454545454,0.0,USDJPY:12|EURJPY:5|GBPJPY:5,SHORT:15|LONG:7,london:9|london_newyork_overlap:6|tokyo:5|new_york:2
q1_quick,micro_n_diag,unknown,mfe_lt_1r,78,11,0.14102564102564102,-831.8000000000001,74.85999999999999,-906.6600000000001,0.082566783579291,-35.431200000000004,-0.4542461538461539,0.08550485236423705,845.6800000000001,8.456800000000001,-0.9835871724529373,15,0.19230769230769232,0,0.0,63,0.8076923076923077,0.3874294871794873,0.6201743589743589,0.34615384615384615,0.10256410256410256,0.0,0.0,0.0,USDJPY:45|EURUSD:10|GBPJPY:9|GBPUSD:6|EURJPY:5|AUDJPY:3,SHORT:44|LONG:34,london_newyork_overlap:30|new_york:25|tokyo:12|london:11
q1_quick,one_light_or_micro_n_first,unknown,mfe_ge_1r,4,4,1.0,129.81,129.81,0,inf,5.2153,1.303825,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.303825,0.63025,1.0,1.0,1.0,0.75,0.0,USDJPY:3|EURUSD:1,LONG:2|SHORT:2,london_newyork_overlap:2|london:1|new_york:1
