period_id,variant,m5_micro_n_state,m5_micro_anchor_created_after_m15_break,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
q1_quick,anchor_pullback,unknown,false,21,4,0.19047619047619047,-99.4,77.21000000000001,-176.60999999999996,0.4371779627427667,-4.2818,-0.20389523809523807,0.42351293857877587,112.27000000000001,1.1227,-0.8853656364122205,0,0.0,2,0.09523809523809523,19,0.9047619047619048,0.4792333333333333,0.4888714285714286,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.0,USDJPY:14|EURJPY:2|EURUSD:2|GBPJPY:2|AUDJPY:1,SHORT:15|LONG:6,london:8|tokyo:7|london_newyork_overlap:6
q1_quick,base,unknown,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,USDJPY:61|GBPJPY:14|EURJPY:11|EURUSD:11|GBPUSD:6|AUDJPY:4,SHORT:65|LONG:42,london_newyork_overlap:38|new_york:27|london:21|tokyo:21
q1_quick,light,unknown,false,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1
q1_quick,light_or_micro_n,no_confirmed_micro_anchor,false,3,1,0.3333333333333333,23.659999999999997,33.16,-9.5,3.4905263157894733,0.901,0.30033333333333334,3.2553191489361706,9.5,0.095,2.4905263157894733,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.9925999999999999,0.2734666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,USDJPY:2|EURJPY:1,SHORT:3,london:2|london_newyork_overlap:1
q1_quick,light_or_micro_n,unknown,false,15,5,0.3333333333333333,0.9100000000000055,140.81,-139.9,1.0065046461758398,-0.05110000000000031,-0.0034066666666666876,0.9910860691483796,77.96,0.7796,0.01167265264238078,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.7077199999999999,0.5971466666666667,0.6,0.4666666666666667,0.26666666666666666,0.2,0.0,USDJPY:9|GBPJPY:4|EURJPY:1|EURUSD:1,SHORT:9|LONG:6,new_york:6|london:4|london_newyork_overlap:4|tokyo:1
q1_quick,light_or_micro_n_exhaustion,no_confirmed_micro_anchor,false,3,1,0.3333333333333333,23.659999999999997,33.16,-9.5,3.4905263157894733,0.901,0.30033333333333334,3.2553191489361706,9.5,0.095,2.4905263157894733,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.9925999999999999,0.2734666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,USDJPY:2|EURJPY:1,SHORT:3,london:2|london_newyork_overlap:1
q1_quick,light_or_micro_n_exhaustion,unknown,false,15,5,0.3333333333333333,0.9100000000000055,140.81,-139.9,1.0065046461758398,-0.05110000000000031,-0.0034066666666666876,0.9910860691483796,77.96,0.7796,0.01167265264238078,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.7077199999999999,0.5971466666666667,0.6,0.4666666666666667,0.26666666666666666,0.2,0.0,USDJPY:9|GBPJPY:4|EURJPY:1|EURUSD:1,SHORT:9|LONG:6,new_york:6|london:4|london_newyork_overlap:4|tokyo:1
q1_quick,light_or_micro_n_first,no_confirmed_micro_anchor,false,3,1,0.3333333333333333,23.659999999999997,33.16,-9.5,3.4905263157894733,0.901,0.30033333333333334,3.2553191489361706,9.5,0.095,2.4905263157894733,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.9925999999999999,0.2734666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,USDJPY:2|EURJPY:1,SHORT:3,london:2|london_newyork_overlap:1
q1_quick,light_or_micro_n_first,unknown,false,15,5,0.3333333333333333,0.9100000000000055,140.81,-139.9,1.0065046461758398,-0.05110000000000031,-0.0034066666666666876,0.9910860691483796,77.96,0.7796,0.01167265264238078,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.7077199999999999,0.5971466666666667,0.6,0.4666666666666667,0.26666666666666666,0.2,0.0,USDJPY:9|GBPJPY:4|EURJPY:1|EURUSD:1,SHORT:9|LONG:6,new_york:6|london:4|london_newyork_overlap:4|tokyo:1
q1_quick,light_or_micro_n_pattern,no_confirmed_micro_anchor,false,3,1,0.3333333333333333,23.659999999999997,33.16,-9.5,3.4905263157894733,0.901,0.30033333333333334,3.2553191489361706,9.5,0.095,2.4905263157894733,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.9925999999999999,0.2734666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,USDJPY:2|EURJPY:1,SHORT:3,london:2|london_newyork_overlap:1
q1_quick,light_or_micro_n_pattern,unknown,false,15,5,0.3333333333333333,0.9100000000000055,140.81,-139.9,1.0065046461758398,-0.05110000000000031,-0.0034066666666666876,0.9910860691483796,77.96,0.7796,0.01167265264238078,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.7077199999999999,0.5971466666666667,0.6,0.4666666666666667,0.26666666666666666,0.2,0.0,USDJPY:9|GBPJPY:4|EURJPY:1|EURUSD:1,SHORT:9|LONG:6,new_york:6|london:4|london_newyork_overlap:4|tokyo:1
q1_quick,micro_n_diag,falling_n,false,1,0,0.0,-7.53,0,-7.53,0.0,-0.3178,-0.3178,0.0,7.53,0.07529999999999999,-1.0,0,0.0,0,0.0,1,1.0,0.6017,0.4703,1.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
q1_quick,micro_n_diag,falling_n,true,1,0,0.0,-12.27,0,-12.27,0.0,-0.5292,-0.5292,0.0,12.27,0.1227,-1.0,0,0.0,0,0.0,1,1.0,0.0,0.6345,0.0,0.0,0.0,0.0,0.0,USDJPY:1,LONG:1,london:1
q1_quick,micro_n_diag,no_confirmed_micro_anchor,false,2,0,0.0,-17.770000000000003,0,-17.770000000000003,0.0,-0.758,-0.379,0.0,17.770000000000003,0.17770000000000002,-1.0,0,0.0,0,0.0,2,1.0,0.30010000000000003,0.379,0.0,0.0,0.0,0.0,0.0,AUDJPY:1|EURUSD:1,SHORT:2,london_newyork_overlap:1|tokyo:1
q1_quick,micro_n_diag,range_n,false,3,0,0.0,-23.91,0,-23.91,0.0,-0.9863,-0.32876666666666665,0.0,23.91,0.23909999999999998,-1.0,0,0.0,0,0.0,3,1.0,0.6217666666666667,0.47113333333333335,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,USDJPY:2|EURJPY:1,SHORT:3,tokyo:2|london_newyork_overlap:1
q1_quick,micro_n_diag,unknown,false,100,26,0.26,-500.4199999999999,472.05000000000007,-972.4700000000001,0.48541343177681573,-21.131299999999996,-0.21131299999999997,0.49213860662750797,514.2999999999998,5.142999999999998,-0.973011860781645,16,0.16,13,0.13,71,0.71,0.576403,0.5820289999999999,0.49,0.3,0.22,0.12,0.0,USDJPY:57|GBPJPY:14|EURJPY:10|EURUSD:10|GBPUSD:6|AUDJPY:3,SHORT:59|LONG:41,london_newyork_overlap:36|new_york:27|london:20|tokyo:17
q1_quick,one_light_or_micro_n_first,unknown,false,10,5,0.5,78.41000000000001,140.52,-62.11,2.2624376106907103,3.1195000000000004,0.31195000000000006,2.2176034348165494,26.039999999999992,0.2603999999999999,3.011136712749617,0,0.0,4,0.4,6,0.6,0.73661,0.56831,0.6,0.4,0.4,0.3,0.0,USDJPY:5|GBPJPY:4|EURUSD:1,LONG:5|SHORT:5,london_newyork_overlap:4|new_york:4|london:2
