side,context,horizon,rule_a,rule_b,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
short,all,3,all:rsi7 >= 70.3714,all:ret_6 >= 0.0017,9498,36.42230004127665,0.02185558253192223,0.5282164666245526,3746,42.094814467985486,0.076573175277997,0.5603310197544047,137.10096827375466
long,all,3,all:rsi7 <= 29.5772,all:ret_6 <= -0.0016,9710,37.25907667710345,0.042008274680762875,0.5365602471678682,4155,46.769326975689836,0.042348349269884386,0.5501805054151625,136.59254859946142
long,all,6,all:rsi7 <= 29.5772,all:ret_6 <= -0.0016,9710,37.25907667710345,0.06005738801361549,0.5433573635427394,4155,46.769326975689836,0.019995088752924373,0.5542719614921781,135.76021734377593
short,all,6,all:rsi7 >= 70.3714,all:high_break_12 >= -0.5768,9115,34.95313165743502,0.048747016119287334,0.5357103675260559,2848,32.02873989613027,0.1850490050104235,0.557935393258427,134.439201493133
short,all,6,all:ret_6 >= 0.0017,all:high_break_12 >= -0.5768,8560,32.825756970520096,0.0489297530146989,0.5327102803738317,3089,34.73903705728455,0.15367722473524903,0.5480738102945937,132.85989474025914
long,all,3,all:close_vs_ema20 <= -1.1293,all:ret_6 <= -0.0016,9253,35.51636635035718,0.039959910657743826,0.5396087755322598,3799,42.8374769977683,0.031994731171522336,0.5640958146880758,131.1796898680839
long,all,6,all:ret_6 <= -0.0016,all:ret_3 <= -0.0012,8804,33.78258610352408,0.042675000895333076,0.5394139027714675,4145,46.738968716964884,0.07280290318277825,0.5638118214716525,129.55364895719538
long,all,3,all:rsi7 <= 29.5772,all:ema20_slope_3 <= -0.3403,8877,34.05861664712778,0.07364129161288176,0.5438774360707446,3198,36.104429635437086,0.04188076959948524,0.5606629143214509,128.48383965653127
short,all,3,all:rsi7 >= 70.3714,all:macd_hist >= 0.1951,8775,33.66727059575828,0.014396360328716773,0.5264957264957265,2927,32.891490108861056,0.10836550531098631,0.5575674752306116,127.86728189000772
long,all,3,all:high_break_12 <= -3.0687,all:ret_6 <= -0.0016,8859,33.993178426774676,0.04554271802031037,0.5397900440230274,3571,40.268128425998434,0.04378488231603753,0.5623074768972277,127.33314115897562
long,all,3,all:roc_atr_6 <= -1.3739,all:ema20_slope_3 <= -0.3403,8868,34.02453938691499,0.06900138465263154,0.5447677041046459,3193,36.05080758977576,0.021154023249812037,0.5684309426871281,126.92439143370174
short,all,3,all:ret_6 >= 0.0017,all:ret_3 >= 0.0012,8670,33.24846870838881,0.009494761605563435,0.529757785467128,3811,42.85366234577542,0.06891569907736109,0.5596956179480451,125.259462613411
short,all,3,all:ret_3 >= 0.0012,all:tick_flow_signed_3 >= 0.4176,8790,33.71134844328442,0.0066283966233644555,0.5251422070534698,3488,39.227741330834114,0.06480384315029214,0.5504587155963303,125.16824149935036
short,all,6,all:ret_3 >= 0.0012,all:high_break_12 >= -0.5768,8030,30.79414114513981,0.015233009207991659,0.5239103362391033,2965,33.34452731461596,0.1489885245263423,0.5450252951096122,123.61425293194529
long,all,3,all:ema20_slope_3 <= -0.3403,all:ret_6 <= -0.0016,8466,32.49600831656249,0.043677416807490904,0.5386250885896527,3540,39.96863729026188,0.03157096333879753,0.5672316384180791,121.49238811344836
short,all,3,all:ret_6 >= 0.0017,all:macd_hist >= 0.1951,8173,31.35756154747948,0.007016221151117678,0.5225743301113422,3125,35.116469624253774,0.09525052089500055,0.55712,120.94587929826338
short,all,3,all:breakout_persist_up_6 >= 1.0000,all:ret_3 >= 0.0012,7450,28.569906790945403,0.019984361659580376,0.5374496644295302,2777,31.226612525378727,0.1304652903144055,0.5772416276557436,118.30107547706402
long,all,6,all:roc_atr_6 <= -1.3739,all:ret_3 <= -0.0012,7738,29.701643320760752,0.05875793586655015,0.5425174463685707,3134,35.27954971857411,0.07383620362089864,0.5708359923420548,117.52371262156935
long,all,6,all:rsi7 <= 29.5772,all:ret_3 <= -0.0012,7038,27.016194170098764,0.06693373746061265,0.5490196078431373,3010,33.944709844153806,0.05973309931591134,0.567109634551495,107.37638776588652
short,all,3,all:rsi7 >= 70.3714,all:ret_3 >= 0.0012,6612,25.356271637816242,0.008243148812059427,0.5322141560798548,2638,29.662437043688755,0.10837436684745377,0.568991660348749,103.87580037468432
short,all,3,all:breakout_persist_up_6 >= 1.0000,all:tick_flow_signed_3 >= 0.4176,6875,26.366953418382295,0.014347799359791094,0.5410909090909091,2236,25.147141518275536,0.08505275137515826,0.5630590339892666,100.85253193538895
short,all,3,all:rsi7 >= 70.3714,all:tick_flow_signed_3 >= 0.4176,6191,23.7411520332348,0.03545839289037503,0.5362623162655468,2102,23.64011246485473,0.1012742360894702,0.5699333967649858,98.78996653453157
short,all,3,all:ret_3 >= 0.0012,all:macd_hist >= 0.1951,5852,22.45281963150953,0.0008004001814692567,0.5300751879699248,2238,25.169634489222116,0.15138504769559055,0.5710455764075067,98.32081804139727
short,all,3,all:ret_6 >= 0.0017,all:tick_flow_signed_3 >= 0.4176,6420,24.61931772789007,0.02857829114575437,0.5366043613707165,2579,29.00468603561387,0.047542451191637164,0.5583559519193486,95.26153883805766
short,all,3,all:macd_hist >= 0.1951,all:tick_flow_signed_3 >= 0.4176,5334,20.46864132389975,0.017683473522124266,0.5331833520809899,1814,20.388385888229784,0.11888932448151711,0.5523704520396913,87.12193697034468
short,all,12,all:tick_volume_z >= 0.8244,all:ret_1 >= 0.0007,4259,16.348892383973556,0.0075329984824602575,0.506691711669406,1681,18.92085824832923,0.0933106373729725,0.5133848899464605,65.73484908459648
