episode_id,anchor_event_id,market_cluster_id,symbol,shock_direction,anchor_msc,anchor_processing_msc,anchor_bid,anchor_ask,anchor_mid,initial_shock,severity,pre_m1_rms,pre_m1_count,pre_vol_status,step15d_path_class,sr_clean_001,sr_rev_001,repeat_count,same_direction_repeats,opposite_direction_repeats,max_repeat_severity,last_shock_msc,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_count,first_origin_recross_msc,realized_volatility,quote_count,average_spread,fallback_count,duplicate_same_msc,drops,capacity_losses,future_reads,backdates,episode_status,validation_status,schema_version,server_time,server_day,server_hour,session,fallback_interval_mappable,primary_episode,fold
ts15e_medium_horizon_202503_USDJPY_mh_16,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040164000_256,150,USDJPY,LONG,1741040164000,1741040164110,149.518,149.537,149.5275,0.026,3.5410183312,0.000640658037,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,11,6,5,12.4521121774,1741040879000,0.055,0.189,97208,250516,42,1741040170378.0,0.001283071656,2953,0.0181232645,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-03 22:16:04+00:00,2025-03-03,22,SERVER_HOUR_OTHER,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_17,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741041256000_268,155,USDJPY,SHORT,1741041256000,1741041256275,149.39,149.408,149.399,0.0415,4.4174728591,0.000172741654,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,9,8,1,8.8870587506,1741041965250,0.2995,0.017,556884,27812,10,1741041259991.0,0.001066546051,2900,0.0184055172,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-03 22:34:16+00:00,2025-03-03,22,SERVER_HOUR_OTHER,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_18,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741042255500_278,158,USDJPY,LONG,1741042255500,1741042257437,149.358,149.376,149.367,0.0395,5.9093752938,0.000375555219,10,AVAILABLE,PULLBACK_CONTINUATION,False,False,4,2,2,5.0118102377,1741043144750,0.1545,0.048,785649,218992,30,1741042257362.0,0.000975083273,2323,0.0188299613,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-03 22:50:55.500000+00:00,2025-03-03,22,SERVER_HOUR_OTHER,True,True,0
ts15e_medium_horizon_202503_USDCAD_mh_1,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741042546000_281,160,USDCAD,SHORT,1741042546000,1741042546359,1.45124,1.45152,1.45138,6.5e-05,5.3649853648,0.000213835177,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,3,1,2,3.3336682026,1741042936500,0.00149,0.0002,368100,5516,16,1741042547162.0,0.000715403851,1471,0.0002745615,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-03 22:55:46+00:00,2025-03-03,22,SERVER_HOUR_OTHER,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_19,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741044081750_288,166,USDJPY,SHORT,1741044081750,1741044086244,149.572,149.594,149.583,0.0,3.3431988944,0.000154544083,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,1,1,0,4.0174876427,1741044656500,0.089,0.045,759158,114127,11,1741044083686.0,0.000457359433,1028,0.0193968872,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-03 23:21:21.750000+00:00,2025-03-03,23,SERVER_HOUR_OTHER,True,True,0
ts15e_medium_horizon_202503_USDCAD_mh_2,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741044074500_287,165,USDCAD,SHORT,1741044074500,1741044077352,1.44914,1.44943,1.449285,3e-05,3.2937749207,0.000198602641,10,AVAILABLE,PULLBACK_CONTINUATION,False,False,0,0,0,0.0,1741044074500,0.001395,0.00036,692436,277810,10,1741044127467.0,0.000592934799,883,0.0002906229,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-03 23:21:14.500000+00:00,2025-03-03,23,SERVER_HOUR_OTHER,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_20,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741045580500_290,168,USDJPY,SHORT,1741045580500,1741045582479,149.421,149.437,149.429,0.034,4.3844996241,0.000135189712,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,1,0,1,2.8266221258,1741045972500,0.004,0.1825,2923,830908,11,1741045583822.0,0.001097826106,566,0.0203003534,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-03 23:46:20.500000+00:00,2025-03-03,23,SERVER_HOUR_OTHER,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_21,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741051577000_292,170,USDJPY,LONG,1741051577000,1741051585793,149.395,149.418,149.4065,0.02,3.527577181,0.000264287957,10,AVAILABLE,CLEAN_CONTINUATION,True,False,4,2,2,4.6646973734,1741052309250,0.018,0.152,6831,720983,2,1741051577396.0,0.000747583197,1026,0.0218479532,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 01:26:17+00:00,2025-03-04,1,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_22,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741053018750_300,174,USDJPY,SHORT,1741053018750,1741053019348,149.211,149.226,149.2185,0.021,3.4135839718,0.000253207703,10,AVAILABLE,CLEAN_CONTINUATION,True,False,20,10,10,8.5543244526,1741053898000,0.0605,0.318,20146,629631,17,1741053020521.0,0.001260928084,1862,0.020443072,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 01:50:18.750000+00:00,2025-03-04,1,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_23,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741054084500_323,188,USDJPY,LONG,1741054084500,1741054088324,149.36,149.382,149.371,0.028,5.5412185192,0.000452435357,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,9,6,3,6.1192974651,1741054712500,0.123,0.1495,710202,234835,13,1741054086781.0,0.001042272788,2032,0.0205300197,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 02:08:04.500000+00:00,2025-03-04,2,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_24,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741055143250_333,194,USDJPY,SHORT,1741055143250,1741055144322,149.281,149.299,149.29,0.04,5.5686321236,0.000330233313,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,5,4,1,6.8435324152,1741055777000,0.13,0.072,899795,276858,31,1741055224982.0,0.000968428388,1763,0.0194605786,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 02:25:43.250000+00:00,2025-03-04,2,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_25,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741056402750_340,199,USDJPY,LONG,1741056402750,1741056405148,149.008,149.028,149.018,0.0175,4.6718954734,0.000348173253,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,11,7,4,5.5597006459,1741057249000,0.245,0.0105,845553,2762,13,1741056414612.0,0.001293429191,2810,0.0193797153,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 02:46:42.750000+00:00,2025-03-04,2,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_26,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741057366750_352,205,USDJPY,LONG,1741057366750,1741057367315,149.228,149.247,149.2375,0.002,4.6603177997,0.00037183762,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,14,3,11,6.1991818577,1741058068000,0.0085,0.437,27020,759581,3,1741057367497.0,0.00115174701,2493,0.0189462495,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 03:02:46.750000+00:00,2025-03-04,3,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_27,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741058402750_367,214,USDJPY,SHORT,1741058402750,1741058403293,148.786,148.805,148.7955,0.021,3.5014357139,0.000234288225,10,AVAILABLE,PULLBACK_CONTINUATION,False,False,21,18,3,6.7285162034,1741059253000,0.194,0.078,866188,257064,35,1741058403408.0,0.001035476875,2474,0.0187481811,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 03:20:02.750000+00:00,2025-03-04,3,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_28,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741059902250_389,223,USDJPY,LONG,1741059902250,1741059902647,148.812,148.833,148.8225,0.0025,6.1207738448,0.000336412965,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,3,3,0,5.1946204784,1741059996500,0.201,0.0235,746013,59765,22,1741059902942.0,0.000858345177,2213,0.0185359241,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 03:45:02.250000+00:00,2025-03-04,3,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_29,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741063201250_393,225,USDJPY,SHORT,1741063201250,1741063210795,149.309,149.329,149.319,0.0035,2.8501123769,0.000163994123,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,3,1,2,3.3475542643,1741063660250,0.076,0.079,351367,842706,27,1741063201945.0,0.000676415789,1664,0.0189110577,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 04:40:01.250000+00:00,2025-03-04,4,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_30,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741064176250_399,230,USDJPY,LONG,1741064176250,1741064177160,149.357,149.374,149.3655,0.0085,2.6771185801,0.000184099263,10,AVAILABLE,PULLBACK_CONTINUATION,False,False,2,1,1,3.0861313941,1741065001500,0.0185,0.2025,63697,840827,3,1741064205632.0,0.000610757249,1555,0.0191974277,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 04:56:16.250000+00:00,2025-03-04,4,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_31,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741065248000_403,234,USDJPY,LONG,1741065248000,1741065248894,149.241,149.261,149.251,0.011,2.6136845727,0.000149323502,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,4,2,2,3.6793140101,1741066021750,0.0935,0.071,312467,755884,16,1741065258398.0,0.000658330235,1795,0.0190066852,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 05:14:08+00:00,2025-03-04,5,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_32,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741066361000_408,238,USDJPY,LONG,1741066361000,1741066361877,149.201,149.219,149.21,0.0085,3.3280003066,0.000230577524,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,13,3,10,3.9057146564,1741067250000,0.072,0.1345,319052,659399,24,1741066361496.0,0.000749223534,1768,0.0186408371,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 05:32:41+00:00,2025-03-04,5,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_33,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741067341750_422,248,USDJPY,SHORT,1741067341750,1741067342405,149.077,149.093,149.085,0.0065,2.6695844407,0.000205108075,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,10,2,8,4.1671923311,1741068100250,0.052,0.108,104416,600740,17,1741067378003.0,0.000758855225,1670,0.0187437126,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 05:49:01.750000+00:00,2025-03-04,5,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_34,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741068366000_435,256,USDJPY,SHORT,1741068366000,1741068369581,149.068,149.086,149.077,0.002,3.7585321059,0.000162336509,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,3,3,0,4.8532309395,1741068441000,0.112,0.012,871712,18019,11,1741068368135.0,0.000601151864,1388,0.0185742075,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 06:06:06+00:00,2025-03-04,6,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_35,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741069445750_439,258,USDJPY,LONG,1741069445750,1741069448529,149.079,149.097,149.088,0.0005,3.0428449286,0.000144263827,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,5,0,5,3.726504902,1741070222500,0.031,0.126,630302,778229,18,1741069448513.0,0.000606730724,1516,0.0176807388,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 06:24:05.750000+00:00,2025-03-04,6,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_36,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741071601250_448,264,USDJPY,LONG,1741071601250,1741071601560,149.155,149.173,149.164,0.0205,2.8568960298,0.000131437763,10,AVAILABLE,CLEAN_CONTINUATION,True,False,33,19,14,7.7549046168,1741071948000,0.156,0.0685,419541,86211,41,1741071615413.0,0.001168710594,2443,0.0187953336,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 07:00:01.250000+00:00,2025-03-04,7,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_37,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741072582000_482,278,USDJPY,LONG,1741072582000,1741072582188,149.175,149.191,149.183,0.0015,3.59644868,0.000175163174,10,AVAILABLE,CLEAN_CONTINUATION,True,False,6,1,5,4.7372691095,1741073118250,0.213,0.0035,683907,11525,14,1741072582234.0,0.000628342754,1780,0.0187101124,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 07:16:22+00:00,2025-03-04,7,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_38,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741073873750_489,282,USDJPY,LONG,1741073873750,1741073875217,149.322,149.343,149.3325,0.0105,3.1371539792,0.000264185414,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,8,5,3,5.2821183261,1741074642500,0.04,0.049,659278,892215,48,1741073887782.0,0.000601866081,1430,0.0193531469,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 07:37:53.750000+00:00,2025-03-04,7,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_39,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741074916000_498,285,USDJPY,LONG,1741074916000,1741074919953,149.387,149.406,149.3965,0.0025,3.0128440044,0.000239044413,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,3,3,0,3.8423669966,1741075595750,0.0245,0.0995,186811,738967,25,1741074919545.0,0.000692736623,1579,0.0192894237,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 07:55:16+00:00,2025-03-04,7,SERVER_HOUR_TOKYO,True,True,0
ts15e_medium_horizon_202503_USDJPY_mh_40,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741076015000_502,289,USDJPY,LONG,1741076015000,1741076022826,149.291,149.308,149.2995,0.0025,3.9214124779,0.000123723108,10,AVAILABLE,PULLBACK_CONTINUATION,False,False,9,8,1,4.7558648276,1741076894750,0.135,0.004,880623,336280,10,1741076039393.0,0.000681430803,1630,0.018407362,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-04 08:13:35+00:00,2025-03-04,8,SERVER_HOUR_TOKYO,True,True,0
