cohort,symbol,session,horizon_seconds,episodes,mean_exec_spread_multiple,prob_positive
ALL,AUDUSD,SERVER_HOUR_TOKYO,900,28,-1.317753923703736,0.2857142857142857
ALL,EURUSD,SERVER_HOUR_LONDON,5,39,-0.9468136152345903,0.07692307692307693
ALL,EURUSD,SERVER_HOUR_LONDON,10,50,-0.9052280701753446,0.1
ALL,EURUSD,SERVER_HOUR_LONDON,30,53,-0.727088160653108,0.18867924528301888
ALL,EURUSD,SERVER_HOUR_LONDON,60,46,-0.8393846936179906,0.21739130434782608
ALL,EURUSD,SERVER_HOUR_LONDON,120,44,-1.0226949950632607,0.22727272727272727
ALL,EURUSD,SERVER_HOUR_LONDON,180,49,-0.9943370330584724,0.30612244897959184
ALL,EURUSD,SERVER_HOUR_LONDON,300,41,-1.8491268822457623,0.1951219512195122
ALL,EURUSD,SERVER_HOUR_LONDON,600,42,-1.1430272108838107,0.3333333333333333
ALL,EURUSD,SERVER_HOUR_LONDON,900,40,-0.8300114870500552,0.35
ALL,EURUSD,SERVER_HOUR_NEW_YORK,5,56,-1.3446789104071144,0.07142857142857142
ALL,EURUSD,SERVER_HOUR_NEW_YORK,10,58,-1.4056927098435135,0.08620689655172414
ALL,EURUSD,SERVER_HOUR_NEW_YORK,30,51,-1.2207642195531037,0.19607843137254902
ALL,EURUSD,SERVER_HOUR_NEW_YORK,60,53,-1.3511863575982805,0.22641509433962265
ALL,EURUSD,SERVER_HOUR_NEW_YORK,120,40,-1.3562576312579186,0.3
ALL,EURUSD,SERVER_HOUR_NEW_YORK,180,47,-1.1614880080728633,0.3829787234042553
ALL,EURUSD,SERVER_HOUR_NEW_YORK,300,38,-1.0989555829370197,0.34210526315789475
ALL,EURUSD,SERVER_HOUR_NEW_YORK,600,47,-1.0511210959872535,0.3404255319148936
ALL,EURUSD,SERVER_HOUR_NEW_YORK,900,39,0.33076269698334965,0.6153846153846154
ALL,EURUSD,SERVER_HOUR_OTHER,5,7,-1.2819548872180924,0.0
ALL,EURUSD,SERVER_HOUR_OTHER,10,3,-1.332358674464067,0.0
ALL,EURUSD,SERVER_HOUR_OTHER,30,5,-1.272514619883033,0.0
ALL,EURUSD,SERVER_HOUR_OTHER,60,4,-1.496345029239797,0.0
ALL,EURUSD,SERVER_HOUR_OTHER,120,2,-0.934210526315047,0.5
ALL,EURUSD,SERVER_HOUR_OTHER,180,5,-2.367251461988562,0.0
ALL,EURUSD,SERVER_HOUR_OTHER,300,4,-1.60160818713359,0.25
ALL,EURUSD,SERVER_HOUR_OTHER,600,2,-0.7777777777778223,0.0
ALL,EURUSD,SERVER_HOUR_OTHER,900,1,-3.7222222222207955,0.0
ALL,EURUSD,SERVER_HOUR_OVERLAP,5,44,-1.4456472045584734,0.11363636363636363
ALL,EURUSD,SERVER_HOUR_OVERLAP,10,40,-1.4758408014984898,0.175
ALL,EURUSD,SERVER_HOUR_OVERLAP,30,42,-1.1357955374242157,0.2619047619047619
ALL,EURUSD,SERVER_HOUR_OVERLAP,60,41,-1.0825509820369008,0.1951219512195122
ALL,EURUSD,SERVER_HOUR_OVERLAP,120,44,-0.7746461251839595,0.29545454545454547
ALL,EURUSD,SERVER_HOUR_OVERLAP,180,37,-0.614328511696521,0.40540540540540543
ALL,EURUSD,SERVER_HOUR_OVERLAP,300,29,0.008740154112000817,0.4482758620689655
ALL,EURUSD,SERVER_HOUR_OVERLAP,600,33,0.22217254952445675,0.45454545454545453
ALL,EURUSD,SERVER_HOUR_OVERLAP,900,35,-0.3300773940624047,0.37142857142857144
ALL,EURUSD,SERVER_HOUR_TOKYO,5,2,-0.9166666666670692,0.0
ALL,EURUSD,SERVER_HOUR_TOKYO,10,2,-1.5000000000005902,0.0
ALL,EURUSD,SERVER_HOUR_TOKYO,60,1,-1.6666666666680836,0.0
ALL,EURUSD,SERVER_HOUR_TOKYO,120,1,-0.777777777778439,0.0
ALL,EURUSD,SERVER_HOUR_TOKYO,180,2,-0.638888888888644,0.0
ALL,EURUSD,SERVER_HOUR_TOKYO,300,1,0.33333333333361675,1.0
ALL,EURUSD,SERVER_HOUR_TOKYO,900,2,-0.13888888888897272,0.0
ALL,USDCAD,SERVER_HOUR_LONDON,5,77,-1.008411817390884,0.012987012987012988
ALL,USDCAD,SERVER_HOUR_LONDON,10,68,-1.020459199368942,0.014705882352941176
ALL,USDCAD,SERVER_HOUR_LONDON,30,60,-0.9474029424943029,0.03333333333333333
ALL,USDCAD,SERVER_HOUR_LONDON,60,82,-0.9441521177657954,0.07317073170731707
ALL,USDCAD,SERVER_HOUR_LONDON,120,70,-0.9206131575840212,0.14285714285714285
ALL,USDCAD,SERVER_HOUR_LONDON,180,77,-0.9615770244786288,0.15584415584415584
ALL,USDCAD,SERVER_HOUR_LONDON,300,73,-0.7984792668226701,0.2328767123287671
ALL,USDCAD,SERVER_HOUR_LONDON,600,70,-0.5110647754593037,0.4142857142857143
ALL,USDCAD,SERVER_HOUR_LONDON,900,69,-0.652600068140809,0.3333333333333333
ALL,USDCAD,SERVER_HOUR_NEW_YORK,5,103,-1.0470620500691432,0.02912621359223301
ALL,USDCAD,SERVER_HOUR_NEW_YORK,10,103,-1.095685847520008,0.038834951456310676
ALL,USDCAD,SERVER_HOUR_NEW_YORK,30,90,-0.9661675932951516,0.1
ALL,USDCAD,SERVER_HOUR_NEW_YORK,60,93,-0.7730865955184815,0.16129032258064516
ALL,USDCAD,SERVER_HOUR_NEW_YORK,120,94,-1.0154493771331585,0.2127659574468085
ALL,USDCAD,SERVER_HOUR_NEW_YORK,180,90,-1.2370587448371744,0.2222222222222222
ALL,USDCAD,SERVER_HOUR_NEW_YORK,300,88,-0.5830600368064442,0.3409090909090909
ALL,USDCAD,SERVER_HOUR_NEW_YORK,600,79,-0.8894778378571314,0.35443037974683544
ALL,USDCAD,SERVER_HOUR_NEW_YORK,900,74,-0.5352738845268468,0.36486486486486486
ALL,USDCAD,SERVER_HOUR_OTHER,5,13,-1.173872423872581,0.0
ALL,USDCAD,SERVER_HOUR_OTHER,10,12,-1.50200404108426,0.08333333333333333
ALL,USDCAD,SERVER_HOUR_OTHER,30,14,-1.4879369581339426,0.07142857142857142
ALL,USDCAD,SERVER_HOUR_OTHER,60,10,-1.386587550380473,0.2
ALL,USDCAD,SERVER_HOUR_OTHER,120,12,-0.21866773588117386,0.3333333333333333
ALL,USDCAD,SERVER_HOUR_OTHER,180,6,-1.911679742137915,0.3333333333333333
ALL,USDCAD,SERVER_HOUR_OTHER,300,9,-1.3473235831871613,0.3333333333333333
ALL,USDCAD,SERVER_HOUR_OTHER,600,13,-3.450097075019135,0.07692307692307693
ALL,USDCAD,SERVER_HOUR_OTHER,900,7,-5.681699116426254,0.14285714285714285
ALL,USDCAD,SERVER_HOUR_OVERLAP,5,72,-1.0878918895211942,0.027777777777777776
ALL,USDCAD,SERVER_HOUR_OVERLAP,10,67,-1.0873488729423273,0.04477611940298507
ALL,USDCAD,SERVER_HOUR_OVERLAP,30,75,-1.0284442340271536,0.05333333333333334
ALL,USDCAD,SERVER_HOUR_OVERLAP,60,66,-1.177668211369986,0.10606060606060606
ALL,USDCAD,SERVER_HOUR_OVERLAP,120,81,-1.023150589176229,0.18518518518518517
ALL,USDCAD,SERVER_HOUR_OVERLAP,180,65,-1.074673023253405,0.2
ALL,USDCAD,SERVER_HOUR_OVERLAP,300,69,-1.3401112310965955,0.2318840579710145
ALL,USDCAD,SERVER_HOUR_OVERLAP,600,65,-0.5683252511520089,0.35384615384615387
ALL,USDCAD,SERVER_HOUR_OVERLAP,900,72,-0.04893771047620573,0.4861111111111111
ALL,USDCAD,SERVER_HOUR_TOKYO,5,45,-1.1249648367315734,0.0
ALL,USDCAD,SERVER_HOUR_TOKYO,10,39,-1.0399125277639005,0.0
ALL,USDCAD,SERVER_HOUR_TOKYO,30,28,-0.93491621905981,0.03571428571428571
ALL,USDCAD,SERVER_HOUR_TOKYO,60,34,-0.7310371999674761,0.058823529411764705
ALL,USDCAD,SERVER_HOUR_TOKYO,120,38,-0.9195684414433776,0.10526315789473684
ALL,USDCAD,SERVER_HOUR_TOKYO,180,40,-0.8513602372832245,0.1
ALL,USDCAD,SERVER_HOUR_TOKYO,300,35,-0.9048732430615212,0.2857142857142857
ALL,USDCAD,SERVER_HOUR_TOKYO,600,28,-0.9904484445346122,0.14285714285714285
ALL,USDCAD,SERVER_HOUR_TOKYO,900,30,-0.8388222749693715,0.1
ALL,USDCHF,SERVER_HOUR_LONDON,5,40,-1.0090101147898352,0.0
ALL,USDCHF,SERVER_HOUR_LONDON,10,39,-0.9143792765742992,0.0
ALL,USDCHF,SERVER_HOUR_LONDON,30,36,-0.7925642704189264,0.05555555555555555
ALL,USDCHF,SERVER_HOUR_LONDON,60,30,-0.6154540147114825,0.1
ALL,USDCHF,SERVER_HOUR_LONDON,120,41,-0.922510917669693,0.07317073170731707
ALL,USDCHF,SERVER_HOUR_LONDON,180,38,-0.6381381253737455,0.18421052631578946
ALL,USDCHF,SERVER_HOUR_LONDON,300,30,-0.8268995490906642,0.23333333333333334
ALL,USDCHF,SERVER_HOUR_LONDON,600,33,-0.5038960769945438,0.24242424242424243
ALL,USDCHF,SERVER_HOUR_LONDON,900,28,-0.6426952085180714,0.39285714285714285
ALL,USDCHF,SERVER_HOUR_NEW_YORK,5,73,-1.0475593089969986,0.0
ALL,USDCHF,SERVER_HOUR_NEW_YORK,10,68,-1.0565261533828678,0.014705882352941176
ALL,USDCHF,SERVER_HOUR_NEW_YORK,30,70,-1.0707746899752946,0.0
ALL,USDCHF,SERVER_HOUR_NEW_YORK,60,61,-1.0973788056130556,0.04918032786885246
ALL,USDCHF,SERVER_HOUR_NEW_YORK,120,51,-1.0381690089108437,0.11764705882352941
ALL,USDCHF,SERVER_HOUR_NEW_YORK,180,60,-1.1137977970432391,0.18333333333333332
ALL,USDCHF,SERVER_HOUR_NEW_YORK,300,62,-1.3820709121915953,0.16129032258064516
ALL,USDCHF,SERVER_HOUR_NEW_YORK,600,51,-1.0791138279527548,0.3137254901960784
ALL,USDCHF,SERVER_HOUR_NEW_YORK,900,37,-1.0668185652968163,0.24324324324324326
ALL,USDCHF,SERVER_HOUR_OTHER,5,4,-1.1241744366745021,0.0
ALL,USDCHF,SERVER_HOUR_OTHER,10,3,-1.2066714150048348,0.0
ALL,USDCHF,SERVER_HOUR_OTHER,30,5,-1.1268642388208643,0.0
ALL,USDCHF,SERVER_HOUR_OTHER,60,2,-0.9583333333332615,0.0
ALL,USDCHF,SERVER_HOUR_OTHER,120,2,-1.1474358974358936,0.0
ALL,USDCHF,SERVER_HOUR_OTHER,180,7,-0.8786722536723744,0.14285714285714285
ALL,USDCHF,SERVER_HOUR_OTHER,300,4,-1.0777972027975211,0.25
ALL,USDCHF,SERVER_HOUR_OTHER,600,2,-1.4779202279203711,0.0
ALL,USDCHF,SERVER_HOUR_OTHER,900,2,-1.9230769230774634,0.0
ALL,USDCHF,SERVER_HOUR_OVERLAP,5,58,-0.9632861151523922,0.017241379310344827
ALL,USDCHF,SERVER_HOUR_OVERLAP,10,55,-0.977894185062031,0.01818181818181818
ALL,USDCHF,SERVER_HOUR_OVERLAP,30,50,-1.0295281349452758,0.08
ALL,USDCHF,SERVER_HOUR_OVERLAP,60,48,-1.1027696076350193,0.0625
ALL,USDCHF,SERVER_HOUR_OVERLAP,120,57,-1.1888984265515499,0.10526315789473684
ALL,USDCHF,SERVER_HOUR_OVERLAP,180,48,-1.3664396199121607,0.20833333333333334
ALL,USDCHF,SERVER_HOUR_OVERLAP,300,50,-1.44894220118699,0.2
ALL,USDCHF,SERVER_HOUR_OVERLAP,600,63,-1.4122188912316724,0.31746031746031744
ALL,USDCHF,SERVER_HOUR_OVERLAP,900,55,-1.720842753591371,0.21818181818181817
ALL,USDCHF,SERVER_HOUR_TOKYO,5,5,-1.5705698924731302,0.0
ALL,USDCHF,SERVER_HOUR_TOKYO,10,3,-0.9436929683306358,0.0
ALL,USDCHF,SERVER_HOUR_TOKYO,30,3,-0.8148652165830476,0.0
ALL,USDCHF,SERVER_HOUR_TOKYO,60,4,-0.869818223131108,0.0
ALL,USDCHF,SERVER_HOUR_TOKYO,120,2,-0.3972520908003969,0.5
ALL,USDCHF,SERVER_HOUR_TOKYO,180,1,0.8148148148148375,1.0
ALL,USDCHF,SERVER_HOUR_TOKYO,600,3,-0.5656022591505907,0.3333333333333333
ALL,USDCHF,SERVER_HOUR_TOKYO,900,3,-1.3482828282829098,0.3333333333333333
ALL,USDJPY,SERVER_HOUR_LONDON,5,115,-0.9528411562705176,0.034782608695652174
ALL,USDJPY,SERVER_HOUR_LONDON,10,110,-1.1286975729546256,0.045454545454545456
ALL,USDJPY,SERVER_HOUR_LONDON,30,107,-1.1477872347794351,0.11214953271028037
ALL,USDJPY,SERVER_HOUR_LONDON,60,103,-0.9716878684085128,0.21359223300970873
ALL,USDJPY,SERVER_HOUR_LONDON,120,101,-0.7252957629232758,0.2871287128712871
ALL,USDJPY,SERVER_HOUR_LONDON,180,112,-0.8385010882343271,0.3482142857142857
ALL,USDJPY,SERVER_HOUR_LONDON,300,101,-0.9700666102654847,0.38613861386138615
ALL,USDJPY,SERVER_HOUR_LONDON,600,107,-1.0469308383023619,0.42990654205607476
ALL,USDJPY,SERVER_HOUR_LONDON,900,107,0.07370693217639249,0.5046728971962616
ALL,USDJPY,SERVER_HOUR_NEW_YORK,5,149,-0.9691185682926201,0.06711409395973154
ALL,USDJPY,SERVER_HOUR_NEW_YORK,10,150,-1.0896012878304684,0.08
ALL,USDJPY,SERVER_HOUR_NEW_YORK,30,150,-0.8787787703066404,0.22
ALL,USDJPY,SERVER_HOUR_NEW_YORK,60,129,-0.9031181733229597,0.29457364341085274
ALL,USDJPY,SERVER_HOUR_NEW_YORK,120,134,-0.8970782379698043,0.34328358208955223
ALL,USDJPY,SERVER_HOUR_NEW_YORK,180,143,-0.780701325599868,0.3776223776223776
ALL,USDJPY,SERVER_HOUR_NEW_YORK,300,131,-0.49845350183388826,0.4198473282442748
ALL,USDJPY,SERVER_HOUR_NEW_YORK,600,126,-0.47812921021716004,0.5079365079365079
ALL,USDJPY,SERVER_HOUR_NEW_YORK,900,135,-0.6478366759311689,0.4962962962962963
ALL,USDJPY,SERVER_HOUR_OTHER,5,29,-1.0448675991871599,0.0
ALL,USDJPY,SERVER_HOUR_OTHER,10,24,-1.0292528707389612,0.041666666666666664
ALL,USDJPY,SERVER_HOUR_OTHER,30,25,-0.8511506707945788,0.08
ALL,USDJPY,SERVER_HOUR_OTHER,60,23,-0.5317133015427268,0.391304347826087
ALL,USDJPY,SERVER_HOUR_OTHER,120,23,-0.24389811086968807,0.4782608695652174
ALL,USDJPY,SERVER_HOUR_OTHER,180,27,-0.02336696861918525,0.4074074074074074
ALL,USDJPY,SERVER_HOUR_OTHER,300,23,0.25851636230458036,0.4782608695652174
ALL,USDJPY,SERVER_HOUR_OTHER,600,20,-0.42465723968964875,0.45
ALL,USDJPY,SERVER_HOUR_OTHER,900,18,-2.5577888943987137,0.2777777777777778
ALL,USDJPY,SERVER_HOUR_OVERLAP,5,118,-0.9764308205179578,0.07627118644067797
ALL,USDJPY,SERVER_HOUR_OVERLAP,10,104,-0.9524814208261463,0.17307692307692307
ALL,USDJPY,SERVER_HOUR_OVERLAP,30,102,-1.0096779162574512,0.18627450980392157
ALL,USDJPY,SERVER_HOUR_OVERLAP,60,109,-0.8490702524651125,0.27522935779816515
ALL,USDJPY,SERVER_HOUR_OVERLAP,120,107,-0.7033342546993561,0.32710280373831774
ALL,USDJPY,SERVER_HOUR_OVERLAP,180,112,-0.6732735900535204,0.4375
ALL,USDJPY,SERVER_HOUR_OVERLAP,300,123,-0.9939413520651583,0.3902439024390244
ALL,USDJPY,SERVER_HOUR_OVERLAP,600,111,-1.18762306171623,0.45045045045045046
ALL,USDJPY,SERVER_HOUR_OVERLAP,900,116,-1.397519804368871,0.46551724137931033
ALL,USDJPY,SERVER_HOUR_TOKYO,5,110,-1.104539540679899,0.03636363636363636
ALL,USDJPY,SERVER_HOUR_TOKYO,10,113,-0.8915092952829371,0.07964601769911504
ALL,USDJPY,SERVER_HOUR_TOKYO,30,101,-1.0311338113526216,0.1485148514851485
ALL,USDJPY,SERVER_HOUR_TOKYO,60,116,-0.7754031741885046,0.2672413793103448
ALL,USDJPY,SERVER_HOUR_TOKYO,120,91,-1.203135222880707,0.3076923076923077
ALL,USDJPY,SERVER_HOUR_TOKYO,180,97,-1.3720438060769173,0.23711340206185566
ALL,USDJPY,SERVER_HOUR_TOKYO,300,92,-1.4929555909506742,0.32608695652173914
ALL,USDJPY,SERVER_HOUR_TOKYO,600,102,-1.101210128786497,0.37254901960784315
ALL,USDJPY,SERVER_HOUR_TOKYO,900,102,-1.6746436264366908,0.4117647058823529
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,5,26,-0.896932777367508,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,10,21,-0.8307027685909936,0.047619047619047616
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,30,30,-0.9315389924085886,0.03333333333333333
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,60,20,-1.106855825334015,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,120,21,-0.8810957848224772,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,180,24,-1.1432845536106735,0.041666666666666664
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,300,22,-0.9856270212001103,0.22727272727272727
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,600,24,-1.1155930422235165,0.16666666666666666
SR-CLEAN-001,AUDUSD,SERVER_HOUR_LONDON,900,30,-0.7271441119267216,0.3
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,5,21,-0.949862360913478,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,10,18,-0.9516606994217314,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,30,16,-0.663829429697333,0.0625
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,60,18,-0.7588910318138582,0.16666666666666666
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,120,17,-0.6006095400292722,0.29411764705882354
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,180,15,-0.6521979839427087,0.26666666666666666
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,300,16,-0.36576658910810633,0.3125
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,600,17,-0.7156946058554265,0.4117647058823529
SR-CLEAN-001,AUDUSD,SERVER_HOUR_NEW_YORK,900,13,-0.8351126995785166,0.38461538461538464
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,5,2,-1.0661231884055993,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,10,1,-0.999999999999724,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,30,2,-0.7341897233200657,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,60,1,-0.9130434782610584,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,120,3,-0.826745718050179,0.3333333333333333
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,180,1,0.2608695652173193,1.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,300,3,-0.6837944664031976,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,600,3,-0.2814558629775987,0.3333333333333333
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OTHER,900,2,-0.19268774703562644,0.5
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,5,16,-0.9831549971767377,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,10,17,-0.9842160737812264,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,30,17,-0.8174202566402045,0.058823529411764705
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,60,16,-0.5434369118200237,0.25
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,120,11,-0.2743368752459205,0.36363636363636365
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,180,12,-0.9561004454481686,0.16666666666666666
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,300,18,-0.9324153020891904,0.16666666666666666
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,600,13,-0.8370429570428752,0.38461538461538464
SR-CLEAN-001,AUDUSD,SERVER_HOUR_OVERLAP,900,12,-0.2736482840831971,0.4166666666666667
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,5,15,-0.972150072150089,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,10,9,-0.9371666980363034,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,30,11,-1.1023929298633486,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,60,10,-0.9700669113495476,0.0
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,120,11,-0.3879365364544705,0.18181818181818182
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,180,7,-0.8374337877443461,0.14285714285714285
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,300,5,-0.876792772445014,0.4
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,600,9,-0.7570320179016828,0.2222222222222222
SR-CLEAN-001,AUDUSD,SERVER_HOUR_TOKYO,900,7,-1.6581430991367032,0.2857142857142857
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,5,9,-0.5386614684859263,0.1111111111111111
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,10,13,-0.2094017094017398,0.15384615384615385
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,30,15,-0.4808966861595707,0.3333333333333333
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,60,13,-0.6419253261355985,0.23076923076923078
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,120,9,-0.20142949967498713,0.2222222222222222
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,180,13,-1.7397660818704561,0.15384615384615385
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,300,12,-2.3927875243656063,0.0
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,600,14,-0.9999999999998811,0.42857142857142855
SR-CLEAN-001,EURUSD,SERVER_HOUR_LONDON,900,11,-0.5491759702278821,0.45454545454545453
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,5,12,-1.6250000000005251,0.0
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,10,14,-1.0952380952389775,0.07142857142857142
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,30,15,-0.4481481481491505,0.2
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,60,13,-0.7863247863252705,0.3076923076923077
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,120,12,-0.24074074074137383,0.3333333333333333
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,180,10,0.6388888888885618,0.7
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,300,11,-0.363636363636517,0.36363636363636365
