cohort,symbol,session,horizon_seconds,episodes,mean_exec_spread_multiple,prob_positive
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,5,20,-1.1568424146409642,0.0
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,10,19,-1.1027980965599797,0.0
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,30,17,-0.9841566935778218,0.11764705882352941
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,60,13,-0.36363464881078866,0.07692307692307693
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,120,21,-0.9222648672746723,0.09523809523809523
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,180,21,-0.6395848443445848,0.09523809523809523
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,300,10,-0.1950550879327866,0.2
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,600,15,-0.27222678160897323,0.26666666666666666
SR-REV-001,USDCHF,SERVER_HOUR_LONDON,900,13,0.012317738003229857,0.38461538461538464
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,5,38,-1.1677511129715117,0.0
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,10,32,-1.2366341530830836,0.0
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,30,37,-1.2307242820937965,0.0
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,60,25,-1.1776919189161204,0.0
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,120,30,-0.9846256760897105,0.13333333333333333
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,180,26,-1.0159225411650237,0.23076923076923078
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,300,29,-1.5786591713141238,0.20689655172413793
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,600,20,-0.9826405461799819,0.35
SR-REV-001,USDCHF,SERVER_HOUR_NEW_YORK,900,16,-0.8151672874228341,0.25
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,5,3,-1.1958689458690304,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,10,3,-1.2066714150048348,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,30,4,-1.1368411680912418,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,60,2,-0.9583333333332615,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,120,1,-0.46153846153859124,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,180,5,-0.8308987308989224,0.2
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,300,3,-1.512820512820938,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,600,2,-1.4779202279203711,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OTHER,900,2,-1.9230769230774634,0.0
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,5,28,-1.06260485746451,0.03571428571428571
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,10,26,-1.1368579445876206,0.038461538461538464
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,30,23,-1.2200497013062503,0.08695652173913043
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,60,25,-1.4321614582422024,0.08
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,120,26,-1.5177318072272805,0.038461538461538464
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,180,21,-1.917203565358328,0.09523809523809523
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,300,23,-2.2273644542956426,0.08695652173913043
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,600,28,-2.090126501709606,0.14285714285714285
SR-REV-001,USDCHF,SERVER_HOUR_OVERLAP,900,20,-2.06717361649328,0.35
SR-REV-001,USDCHF,SERVER_HOUR_TOKYO,5,2,-2.2430555555555647,0.0
SR-REV-001,USDCHF,SERVER_HOUR_TOKYO,10,3,-0.9436929683306358,0.0
SR-REV-001,USDCHF,SERVER_HOUR_TOKYO,30,1,-0.7791411042944688,0.0
SR-REV-001,USDCHF,SERVER_HOUR_TOKYO,60,3,-0.8140786184957888,0.0
SR-REV-001,USDCHF,SERVER_HOUR_TOKYO,600,1,0.11111111111111421,1.0
SR-REV-001,USDCHF,SERVER_HOUR_TOKYO,900,1,-2.666666666666741,0.0
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,5,44,-1.3254981119239921,0.0
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,10,43,-1.5738843207265383,0.0
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,30,43,-1.5253648399383677,0.046511627906976744
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,60,44,-1.5731019002499642,0.06818181818181818
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,120,44,-1.1143788470245732,0.22727272727272727
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,180,42,-1.5010074790152912,0.2619047619047619
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,300,38,-1.7147780765124567,0.3157894736842105
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,600,43,-1.0759049387230297,0.4186046511627907
SR-REV-001,USDJPY,SERVER_HOUR_LONDON,900,37,-0.5165580277509134,0.43243243243243246
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,5,75,-1.146053894391347,0.05333333333333334
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,10,76,-1.3087580298847135,0.05263157894736842
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,30,72,-1.0434308376903967,0.16666666666666666
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,60,63,-1.0101234122924203,0.25396825396825395
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,120,65,-0.9512774214090077,0.35384615384615387
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,180,72,-0.9622033923440253,0.375
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,300,64,-1.1408993845752018,0.390625
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,600,69,-1.364429969917726,0.4927536231884058
SR-REV-001,USDJPY,SERVER_HOUR_NEW_YORK,900,75,-1.0049860941723463,0.48
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,5,13,-1.1273596415622786,0.0
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,10,12,-1.1799697364325652,0.0
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,30,8,-0.8247688768489653,0.125
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,60,8,-1.492072529079593,0.0
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,120,9,-1.0916666666659758,0.4444444444444444
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,180,11,-0.27205491446945573,0.36363636363636365
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,300,9,-0.7798556167098717,0.4444444444444444
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,600,9,-1.7858213753334082,0.2222222222222222
SR-REV-001,USDJPY,SERVER_HOUR_OTHER,900,10,-2.590688240208098,0.2
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,5,47,-1.3580808377848537,0.02127659574468085
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,10,44,-1.2511902109327673,0.11363636363636363
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,30,43,-1.289318985448112,0.13953488372093023
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,60,44,-1.127401251568867,0.22727272727272727
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,120,43,-1.1369888326602906,0.23255813953488372
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,180,48,-1.1970949381210312,0.375
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,300,53,-1.0781006576737988,0.41509433962264153
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,600,46,-0.8569194058241484,0.4782608695652174
SR-REV-001,USDJPY,SERVER_HOUR_OVERLAP,900,48,-1.181762105427372,0.4791666666666667
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,5,44,-1.4815940314562006,0.022727272727272728
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,10,42,-1.3422195359741262,0.023809523809523808
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,30,51,-1.2689448152726746,0.09803921568627451
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,60,44,-1.266040377262017,0.20454545454545456
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,120,43,-1.603891630022062,0.27906976744186046
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,180,41,-1.5157982147937747,0.1951219512195122
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,300,37,-1.5197033622848173,0.32432432432432434
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,600,40,-1.1585988864498553,0.375
SR-REV-001,USDJPY,SERVER_HOUR_TOKYO,900,38,-2.8990487133101546,0.2894736842105263
