"scenario","mode","entry_time","exit_time","strategy","symbol","direction","base_currency","quote_currency","wave_stage","setup_type","wave_tf","fib_zone","divergence_type","m15_confirmation_type","failure_type","wave_size_atr","retracement_ratio","extension_ratio","wave_rule_validity","wave3_break_confirmed","pivot_confirmation_delay_bars","entry_delay_from_pivot","pivot_time","pivot_confirmed_time","room_to_1r","room_to_2r","entry","exit","stop_loss","take_profit","risk_price","result_r","profit","commission","swap","net_profit","volume","reward_r","holding_bars","atr","spread_points","score","exit_reason","position_id"
"A","wave3_start_pullback_only","2025.01.10 09:30:00","2025.01.10 15:30:03","wave3_start_pullback_only","EURUSD","LONG","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","5.1983","0.7699","0.0584","valid_wave2","false","3","10","2025.01.08 12:00:00","2025.01.09 00:00:00","2.9009","2.9009","1.02895000","1.02612000","1.02663000","1.03220000","0.00232000","-1.2198","-28.30","0.00","0.00","-28.30","0.100","1.400","24","0.00408786","18.00","1.1450","DEAL_REASON_SL","173"
"A","wave3_start_pullback_only","2025.01.13 01:15:00","2025.01.13 03:35:55","wave3_start_pullback_only","USDJPY","LONG","USD","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","2.8894","0.8308","0.1293","valid_wave2","false","3","8","2025.01.09 12:00:00","2025.01.10 00:00:00","4.1509","4.1509","157.77100000","157.50500000","157.50600000","158.14200000","0.26500000","-1.0038","-23.64","0.00","0.00","-23.64","0.140","1.400","9","0.40700000","18.00","1.1500","DEAL_REASON_SL","190"
"A","wave3_start_pullback_only","2025.01.13 03:45:00","2025.01.13 05:32:00","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","other","4.6075","0.3611","0.0659","valid_wave2","false","3","3","2025.01.10 23:00:00","2025.01.13 02:00:00","2.7670","2.7670","1.02410000","1.02266000","1.02513000","1.02266000","0.00103000","1.3981","33.12","0.00","0.00","33.12","0.230","1.400","7","0.00214000","18.00","1.1383","DEAL_REASON_TP","196"
"A","wave3_start_pullback_only","2025.01.13 02:45:00","2025.01.13 10:45:00","wave3_start_pullback_only","GBPJPY","SHORT","GBP","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","candle_reversal","other","6.7798","0.2712","0.4725","valid_wave2","true","3","4","2025.01.10 04:00:00","2025.01.10 16:00:00","0.1908","0.1908","192.61700000","191.41600000","194.86600000","189.46900000","2.24900000","0.5340","7.62","0.00","0.00","7.62","0.010","1.400","32","0.70385714","40.00","1.2095","DEAL_REASON_EXPERT","191"
"A","wave3_start_pullback_only","2025.01.13 03:00:00","2025.01.13 11:00:00","wave3_start_pullback_only","EURJPY","SHORT","EUR","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","other","5.0845","0.3756","0.7635","valid_wave2","true","3","3","2025.01.10 08:00:00","2025.01.10 20:00:00","0.2465","0.2465","161.60100000","161.11400000","163.24000000","159.30600000","1.63900000","0.2971","6.18","0.00","0.00","6.18","0.020","1.400","32","0.42835714","30.00","1.2123","DEAL_REASON_EXPERT","192"
"A","wave3_start_pullback_only","2025.01.13 03:30:00","2025.01.13 11:30:00","wave3_start_pullback_only","AUDJPY","SHORT","AUD","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","other","4.8002","0.3538","0.8758","valid_wave2","true","3","4","2025.01.10 04:00:00","2025.01.10 16:00:00","0.2719","0.2719","97.09600000","96.59400000","98.23600000","95.50000000","1.14000000","0.4404","9.57","0.00","0.00","9.57","0.030","1.400","32","0.31207143","28.00","1.2136","DEAL_REASON_EXPERT","193"
"A","wave3_start_pullback_only","2025.01.13 03:45:00","2025.01.13 11:45:00","wave3_start_pullback_only","USDJPY","SHORT","USD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","micro_bos","other","4.0552","0.4572","0.1164","valid_wave2","false","3","5","2025.01.10 21:00:00","2025.01.13 00:00:00","0.3252","0.3252","157.42200000","157.15600000","158.03700000","156.56100000","0.61500000","0.4325","10.16","0.00","0.00","10.16","0.060","1.400","32","0.40664286","18.00","1.0163","DEAL_REASON_EXPERT","195"
"A","wave3_start_pullback_only","2025.01.13 14:45:00","2025.01.13 18:18:10","wave3_start_pullback_only","USDJPY","SHORT","USD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","3.0027","0.5639","0.4931","valid_wave2","false","3","3","2025.01.13 10:00:00","2025.01.13 13:00:00","0.1945","0.1945","157.11700000","157.69800000","157.69800000","156.30400000","0.58100000","-1.0000","-22.11","0.00","0.00","-22.11","0.060","1.400","14","0.23978571","20.00","1.3597","DEAL_REASON_SL","205"
"A","wave3_start_pullback_only","2025.01.13 14:00:00","2025.01.13 18:24:13","wave3_start_pullback_only","AUDJPY","SHORT","AUD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","candle_reversal","wave3_unconfirmed_too_early","3.1783","0.6555","0.4203","valid_wave2","false","3","3","2025.01.13 10:00:00","2025.01.13 13:00:00","0.8154","0.8154","96.66400000","97.02800000","97.02700000","96.15600000","0.36300000","-1.0028","-23.08","0.00","0.00","-23.08","0.100","1.400","17","0.24478571","28.00","1.0408","DEAL_REASON_SL","204"
"A","wave3_start_pullback_only","2025.01.13 10:45:00","2025.01.13 18:45:00","wave3_start_pullback_only","GBPJPY","SHORT","GBP","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","candle_reversal","target_blocked","4.7070","0.2845","0.7147","valid_wave2","true","3","12","2025.01.10 21:00:00","2025.01.13 00:00:00","0.3438","0.3438","191.37800000","191.69200000","192.97500000","189.14200000","1.59700000","-0.1966","-3.98","0.00","0.00","-3.98","0.020","1.400","32","0.52878571","38.00","1.2172","DEAL_REASON_EXPERT","199"
"A","wave3_start_pullback_only","2025.01.13 11:15:00","2025.01.13 19:15:00","wave3_start_pullback_only","EURJPY","SHORT","EUR","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","other","5.3016","0.2900","0.3471","valid_wave2","true","3","13","2025.01.10 21:00:00","2025.01.13 00:00:00","0.2352","0.2352","160.86200000","160.78900000","161.82700000","159.51100000","0.96500000","0.0756","1.85","0.00","0.00","1.85","0.040","1.400","32","0.37328571","31.00","1.2118","DEAL_REASON_EXPERT","201"
"A","wave3_start_pullback_only","2025.01.13 21:15:04","2025.01.13 23:21:21","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","4.1711","0.5936","0.0638","valid_wave2","false","3","5","2025.01.13 15:00:00","2025.01.13 18:00:00","3.2830","3.2830","1.02119000","1.02225000","1.02225000","1.01971000","0.00106000","-1.0000","-24.38","0.00","0.00","-24.38","0.230","1.400","8","0.00172857","18.00","1.5000","DEAL_REASON_SL","210"
"A","wave3_start_pullback_only","2025.01.13 23:30:00","2025.01.14 01:32:42","wave3_start_pullback_only","EURUSD","LONG","EUR","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","micro_bos","other","2.2442","0.6752","0.5841","valid_wave2","false","3","4","2025.01.13 18:00:00","2025.01.13 21:00:00","2.4746","2.4746","1.02235000","1.02731000","1.01881000","1.02730000","0.00354000","1.4011","29.76","0.00","-0.36","29.40","0.060","1.400","8","0.00190714","18.00","1.1237","DEAL_REASON_TP","212"
"A","wave3_start_pullback_only","2025.01.14 08:15:00","2025.01.14 10:22:31","wave3_start_pullback_only","GBPUSD","LONG","GBP","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","other","5.9655","0.3880","0.0698","valid_wave2","false","3","3","2025.01.14 04:00:00","2025.01.14 07:00:00","4.9159","4.9159","1.22099000","1.22418000","1.21873000","1.22415000","0.00226000","1.4115","31.90","0.00","0.00","31.90","0.100","1.400","8","0.00252286","20.00","1.1500","DEAL_REASON_TP","217"
"A","wave3_start_pullback_only","2025.01.14 10:30:00","2025.01.14 11:26:04","wave3_start_pullback_only","GBPUSD","LONG","GBP","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","micro_bos","wave3_unconfirmed_too_early","5.9655","0.3880","0.1216","valid_wave2","false","3","5","2025.01.14 04:00:00","2025.01.14 07:00:00","1.7454","1.7454","1.22360000","1.21873000","1.21873000","1.23042000","0.00487000","-1.0000","-24.35","0.00","0.00","-24.35","0.050","1.400","3","0.00252286","20.00","1.0873","DEAL_REASON_SL","219"
"A","wave3_start_pullback_only","2025.01.14 04:00:00","2025.01.14 12:00:00","wave3_start_pullback_only","EURUSD","LONG","EUR","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","candle_reversal","other","2.2442","0.6752","1.3411","valid_wave2","true","3","9","2025.01.13 18:00:00","2025.01.13 21:00:00","0.9807","0.9807","1.02502000","1.02588000","1.01881000","1.03371000","0.00621000","0.1385","2.58","0.00","0.00","2.58","0.030","1.400","32","0.00190714","18.00","1.2490","DEAL_REASON_EXPERT","214"
"A","wave3_start_pullback_only","2025.01.14 07:30:00","2025.01.14 15:09:24","wave3_start_pullback_only","GBPJPY","LONG","GBP","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","5.8676","0.3810","0.1597","valid_wave2","false","3","3","2025.01.14 03:00:00","2025.01.14 06:00:00","3.4652","3.4652","192.42100000","191.74400000","191.74600000","193.36500000","0.67500000","-1.0030","-21.46","0.00","0.00","-21.46","0.050","1.400","30","0.48350000","41.00","1.1500","DEAL_REASON_SL","216"
"A","wave3_start_pullback_only","2025.01.14 07:30:00","2025.01.14 15:30:00","wave3_start_pullback_only","EURJPY","LONG","EUR","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","other","5.2583","0.4986","0.2594","valid_wave2","false","3","3","2025.01.14 03:00:00","2025.01.14 06:00:00","2.4480","2.4480","161.55300000","161.67400000","160.89000000","162.48200000","0.66300000","0.1825","3.83","0.00","0.00","3.83","0.050","1.400","32","0.34821429","30.00","1.1224","DEAL_REASON_EXPERT","215"
"A","wave3_start_pullback_only","2025.01.14 15:15:00","2025.01.14 17:41:05","wave3_start_pullback_only","GBPJPY","SHORT","GBP","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","micro_bos","wave3_unconfirmed_too_early","2.5795","0.8816","0.7003","valid_wave2","false","3","4","2025.01.14 10:00:00","2025.01.14 13:00:00","1.9774","1.9774","191.90400000","192.83700000","192.83500000","190.60100000","0.93100000","-1.0021","-23.60","0.00","0.00","-23.60","0.040","1.400","9","0.41907143","38.00","1.0989","DEAL_REASON_SL","225"
"A","wave3_start_pullback_only","2025.01.14 13:00:00","2025.01.14 18:09:07","wave3_start_pullback_only","EURUSD","LONG","EUR","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","candle_reversal","other","4.9425","0.4581","0.2512","valid_wave2","false","3","8","2025.01.14 04:00:00","2025.01.14 07:00:00","1.9119","1.9119","1.02611000","1.02987000","1.02350000","1.02977000","0.00261000","1.4406","33.84","0.00","0.00","33.84","0.090","1.400","20","0.00174000","18.00","1.0956","DEAL_REASON_TP","222"
"A","wave3_start_pullback_only","2025.01.14 19:15:00","2025.01.14 20:28:34","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.8768","0.7455","0.1843","valid_wave2","false","3","3","2025.01.14 00:00:00","2025.01.14 12:00:00","8.7190","8.7190","1.02826000","1.02949000","1.02947000","1.02657000","0.00121000","-1.0165","-24.60","0.00","0.00","-24.60","0.200","1.400","4","0.00345643","18.00","1.1500","DEAL_REASON_SL","232"
"A","wave3_start_pullback_only","2025.01.14 13:15:00","2025.01.14 21:15:00","wave3_start_pullback_only","USDJPY","LONG","USD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","other","2.9169","0.8007","0.5892","valid_wave2","false","3","3","2025.01.14 09:00:00","2025.01.14 12:00:00","1.3458","1.3458","157.93700000","158.06200000","157.24300000","158.90800000","0.69400000","0.1801","3.95","0.00","0.00","3.95","0.050","1.400","32","0.31128571","19.00","1.0673","DEAL_REASON_EXPERT","223"
"A","wave3_start_pullback_only","2025.01.14 19:15:00","2025.01.14 23:44:09","wave3_start_pullback_only","GBPJPY","SHORT","GBP","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","4.9509","0.6040","0.2508","valid_wave2","false","3","3","2025.01.14 00:00:00","2025.01.14 12:00:00","3.5550","3.5550","192.38800000","193.04600000","193.04200000","191.47200000","0.65400000","-1.0061","-20.82","0.00","0.00","-20.82","0.050","1.400","17","0.94871429","38.00","1.5000","DEAL_REASON_SL","231"
"A","wave3_start_pullback_only","2025.01.14 17:00:00","2025.01.15 01:00:00","wave3_start_pullback_only","GBPUSD","SHORT","GBP","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","4.5419","0.6779","0.4369","valid_wave2","false","3","3","2025.01.14 00:00:00","2025.01.14 12:00:00","0.5593","0.5593","1.21556000","1.22180000","1.22568000","1.20139000","0.01012000","-0.6166","-12.48","0.00","-0.02","-12.50","0.020","1.400","32","0.00488786","20.00","1.0280","DEAL_REASON_EXPERT","227"
"A","wave3_start_pullback_only","2025.01.14 19:00:00","2025.01.15 03:00:00","wave3_start_pullback_only","EURJPY","LONG","EUR","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","candle_reversal","other","3.6759","0.4874","0.8364","valid_wave2","true","3","3","2025.01.14 15:00:00","2025.01.14 18:00:00","0.0701","0.0701","162.57200000","162.71800000","161.50200000","164.07100000","1.07000000","0.1364","2.77","0.00","0.03","2.80","0.030","1.400","32","0.32264286","30.00","1.2035","DEAL_REASON_EXPERT","230"
"A","wave3_start_pullback_only","2025.01.14 19:30:01","2025.01.15 03:30:01","wave3_start_pullback_only","AUDJPY","LONG","AUD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","7.0093","0.3680","0.2107","valid_wave2","false","3","3","2025.01.14 15:00:00","2025.01.14 18:00:00","0.2829","0.2829","97.80000000","97.67300000","97.28400000","98.52300000","0.51600000","-0.2461","-5.63","0.00","0.12","-5.51","0.070","1.400","32","0.21400000","28.00","1.0141","DEAL_REASON_EXPERT","233"
"A","wave3_start_pullback_only","2025.01.15 01:30:01","2025.01.15 04:34:01","wave3_start_pullback_only","GBPUSD","SHORT","GBP","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","other","3.9433","0.6925","0.0083","valid_wave2","false","3","6","2025.01.14 18:00:00","2025.01.14 21:00:00","11.2813","11.2813","1.22073000","1.21938000","1.22169000","1.21938000","0.00096000","1.4063","33.75","0.00","0.00","33.75","0.250","1.400","12","0.00274643","20.00","1.1500","DEAL_REASON_TP","241"
"A","wave3_start_pullback_only","2025.01.14 21:15:00","2025.01.15 05:15:00","wave3_start_pullback_only","USDJPY","LONG","USD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","2.9169","0.8007","0.7808","valid_wave2","false","3","11","2025.01.14 09:00:00","2025.01.14 12:00:00","0.1329","0.1329","158.07800000","157.89100000","157.24300000","159.24700000","0.83500000","-0.2240","-4.74","0.00","0.19","-4.55","0.040","1.400","32","0.31128571","16.00","1.0066","DEAL_REASON_EXPERT","236"
"A","wave3_start_pullback_only","2025.01.15 05:45:00","2025.01.15 06:21:07","wave3_start_pullback_only","USDJPY","LONG","USD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","3.3979","0.3660","0.0857","valid_wave2","false","3","6","2025.01.14 22:00:00","2025.01.15 01:00:00","2.5825","2.5825","157.92300000","157.80600000","157.82000000","158.06700000","0.10300000","-1.1359","-27.43","0.00","0.00","-27.43","0.370","1.400","2","0.26457143","19.00","1.1291","DEAL_REASON_SL","247"
"A","wave3_start_pullback_only","2025.01.15 00:45:01","2025.01.15 06:50:51","wave3_start_pullback_only","GBPJPY","SHORT","GBP","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_50_618","none","ma_reclaim","other","4.9509","0.6040","0.0015","valid_wave2","false","3","5","2025.01.14 00:00:00","2025.01.14 12:00:00","8.3133","8.3133","192.82300000","192.35800000","193.15500000","192.35800000","0.33200000","1.4006","32.45","0.00","0.00","32.45","0.110","1.400","24","0.94871429","180.00","1.5000","DEAL_REASON_TP","239"
"A","wave3_start_pullback_only","2025.01.15 06:30:00","2025.01.15 07:37:38","wave3_start_pullback_only","USDJPY","SHORT","USD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","micro_bos","other","1.4567","0.6505","0.5836","valid_wave2","false","3","3","2025.01.15 02:00:00","2025.01.15 05:00:00","2.5727","2.5727","157.77100000","157.28800000","158.10800000","157.29900000","0.33700000","1.4332","33.78","0.00","0.00","33.78","0.110","1.400","4","0.22585714","18.00","1.1286","DEAL_REASON_TP","250"
"A","wave3_start_pullback_only","2025.01.15 00:15:00","2025.01.15 08:15:00","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","other","3.8768","0.7455","0.2164","valid_wave2","false","3","5","2025.01.14 00:00:00","2025.01.14 12:00:00","10.3719","10.3719","1.03026000","1.02966000","1.03147000","1.02857000","0.00121000","0.4959","12.00","0.00","0.00","12.00","0.200","1.400","32","0.00345643","54.00","1.1500","DEAL_REASON_EXPERT","238"
"A","wave3_start_pullback_only","2025.01.15 05:00:00","2025.01.15 09:00:03","wave3_start_pullback_only","GBPUSD","SHORT","GBP","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","candle_reversal","other","4.6883","0.7091","0.1671","valid_wave2","false","3","3","2025.01.15 01:00:00","2025.01.15 04:00:00","4.4630","4.4630","1.21954000","1.21649000","1.22170000","1.21652000","0.00216000","1.4120","33.55","0.00","0.00","33.55","0.110","1.400","16","0.00231000","20.00","1.1500","DEAL_REASON_TP","245"
"A","wave3_start_pullback_only","2025.01.15 09:00:01","2025.01.15 09:49:24","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","candle_reversal","wave3_unconfirmed_too_early","3.8768","0.7455","0.1149","valid_wave2","false","3","7","2025.01.14 00:00:00","2025.01.14 12:00:00","9.8678","9.8678","1.02965000","1.03086000","1.03086000","1.02796000","0.00121000","-1.0000","-24.20","0.00","0.00","-24.20","0.200","1.400","3","0.00345643","18.00","1.1500","DEAL_REASON_SL","256"
"A","wave3_start_pullback_only","2025.01.15 10:45:00","2025.01.15 11:32:25","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.8768","0.7455","0.1149","valid_wave2","false","3","7","2025.01.14 00:00:00","2025.01.14 12:00:00","9.8926","9.8926","1.02968000","1.03094000","1.03089000","1.02799000","0.00121000","-1.0413","-25.20","0.00","0.00","-25.20","0.200","1.400","3","0.00345643","18.00","1.1500","DEAL_REASON_SL","261"
"A","wave3_start_pullback_only","2025.01.15 05:45:00","2025.01.15 13:45:00","wave3_start_pullback_only","EURJPY","LONG","EUR","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","target_blocked","3.6759","0.4874","0.9064","valid_wave2","true","3","13","2025.01.14 15:00:00","2025.01.14 18:00:00","0.1850","0.1850","162.66400000","161.69000000","161.50200000","164.29100000","1.16200000","-0.8382","-18.62","0.00","0.00","-18.62","0.030","1.400","32","0.32264286","30.00","1.2093","DEAL_REASON_EXPERT","248"
"A","wave3_start_pullback_only","2025.01.15 12:45:00","2025.01.15 15:30:02","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.8768","0.7455","0.2388","valid_wave2","false","3","8","2025.01.14 00:00:00","2025.01.14 12:00:00","10.4050","10.4050","1.03030000","1.03450000","1.03151000","1.02861000","0.00121000","-3.4711","-84.00","0.00","0.00","-84.00","0.200","1.400","11","0.00345643","18.00","1.1500","DEAL_REASON_SL","263"
"A","wave3_start_pullback_only","2025.01.15 09:45:00","2025.01.15 15:30:02","wave3_start_pullback_only","GBPUSD","LONG","GBP","USD","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","other","3.7101","0.2839","0.0729","valid_wave2","false","3","4","2025.01.15 04:00:00","2025.01.15 07:00:00","1.2809","1.2809","1.22153000","1.22853000","1.21886000","1.22527000","0.00267000","2.6217","63.00","0.00","0.00","63.00","0.090","1.400","23","0.00207000","20.00","1.0640","DEAL_REASON_TP","258"
"A","wave3_start_pullback_only","2025.01.15 07:45:00","2025.01.15 15:45:00","wave3_start_pullback_only","USDJPY","SHORT","USD","JPY","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","micro_bos","other","1.4567","0.6505","1.4468","valid_wave2","true","3","4","2025.01.15 02:00:00","2025.01.15 05:00:00","0.3543","0.3543","157.21900000","156.51900000","158.10800000","155.97500000","0.88900000","0.7874","17.89","0.00","0.00","17.89","0.040","1.400","32","0.22585714","16.00","1.2177","DEAL_REASON_EXPERT","253"
"A","wave3_start_pullback_only","2025.01.15 08:45:00","2025.01.15 16:45:00","wave3_start_pullback_only","AUDJPY","SHORT","AUD","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","candle_reversal","wave3_unconfirmed_too_early","3.6290","0.8666","0.3388","valid_wave2","false","3","3","2025.01.14 16:00:00","2025.01.15 04:00:00","1.6834","1.6834","97.40500000","97.48700000","98.02100000","96.54200000","0.61600000","-0.1331","-3.15","0.00","0.00","-3.15","0.060","1.400","32","0.50178571","28.00","1.0842","DEAL_REASON_EXPERT","255"
"A","wave3_start_pullback_only","2025.01.15 10:00:00","2025.01.15 18:00:00","wave3_start_pullback_only","GBPJPY","LONG","GBP","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","2.7401","0.5005","0.1516","valid_wave2","false","3","4","2025.01.14 12:00:00","2025.01.15 00:00:00","1.6427","1.6427","191.95200000","191.56600000","191.32500000","192.83000000","0.62700000","-0.6156","-14.82","0.00","0.00","-14.82","0.060","1.400","32","1.03535714","38.00","1.4321","DEAL_REASON_EXPERT","260"
"A","wave3_start_pullback_only","2025.01.15 17:45:00","2025.01.15 18:08:10","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","other","3.8768","0.7455","0.4978","valid_wave2","false","3","9","2025.01.14 00:00:00","2025.01.14 12:00:00","10.1653","10.1653","1.03140000","1.02969000","1.03261000","1.02971000","0.00121000","1.4132","34.20","0.00","0.00","34.20","0.200","1.400","1","0.00345643","18.00","1.1500","DEAL_REASON_TP","273"
"A","wave3_start_pullback_only","2025.01.15 18:15:00","2025.01.15 18:32:28","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","micro_bos","other","3.8768","0.7455","0.4978","valid_wave2","false","3","9","2025.01.14 00:00:00","2025.01.14 12:00:00","8.4793","8.4793","1.02936000","1.02762000","1.03057000","1.02767000","0.00121000","1.4380","34.80","0.00","0.00","34.80","0.200","1.400","1","0.00345643","18.00","1.1500","DEAL_REASON_TP","276"
"A","wave3_start_pullback_only","2025.01.15 18:45:00","2025.01.15 19:07:00","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","micro_bos","wave3_unconfirmed_too_early","3.8768","0.7455","0.4978","valid_wave2","false","3","9","2025.01.14 00:00:00","2025.01.14 12:00:00","7.0331","7.0331","1.02761000","1.02882000","1.02882000","1.02592000","0.00121000","-1.0000","-24.20","0.00","0.00","-24.20","0.200","1.400","1","0.00345643","18.00","1.1500","DEAL_REASON_SL","278"
"A","wave3_start_pullback_only","2025.01.15 20:00:00","2025.01.15 22:24:50","wave3_start_pullback_only","EURUSD","SHORT","EUR","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","candle_reversal","wave3_unconfirmed_too_early","3.8768","0.7455","0.0590","valid_wave2","false","3","10","2025.01.14 00:00:00","2025.01.14 12:00:00","6.5041","6.5041","1.02849000","1.02980000","1.02970000","1.02680000","0.00121000","-1.0826","-26.20","0.00","0.00","-26.20","0.200","1.400","9","0.00345643","18.00","1.1500","DEAL_REASON_SL","281"
"A","wave3_start_pullback_only","2025.01.15 15:45:00","2025.01.15 23:45:00","wave3_start_pullback_only","GBPUSD","LONG","GBP","USD","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","micro_bos","wave3_unconfirmed_too_early","2.7489","0.7495","0.5369","valid_wave2","false","3","5","2025.01.14 12:00:00","2025.01.15 00:00:00","0.0000","0.0000","1.22764000","1.22331000","1.21285000","1.24835000","0.01479000","-0.2928","-4.33","0.00","0.00","-4.33","0.010","1.400","32","0.00547500","20.00","1.0000","DEAL_REASON_EXPERT","269"
"A","wave3_start_pullback_only","2025.01.15 15:45:00","2025.01.15 23:45:00","wave3_start_pullback_only","USDJPY","SHORT","USD","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","micro_bos","target_blocked","2.8866","0.6533","0.6756","valid_wave2","true","3","4","2025.01.14 16:00:00","2025.01.15 04:00:00","0.0000","0.0000","156.50100000","156.56000000","158.29100000","153.99500000","1.79000000","-0.0330","-0.75","0.00","0.00","-0.75","0.020","1.400","32","0.68142857","18.00","1.2000","DEAL_REASON_EXPERT","268"
"A","wave3_start_pullback_only","2025.01.15 16:15:00","2025.01.16 00:15:00","wave3_start_pullback_only","EURJPY","SHORT","EUR","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","other","4.8317","0.9058","0.3528","valid_wave2","false","3","3","2025.01.15 00:00:00","2025.01.15 12:00:00","0.9473","0.9473","161.51500000","161.00700000","162.97700000","159.46800000","1.46200000","0.3475","6.49","0.00","-0.39","6.10","0.020","1.400","32","0.65235714","30.00","1.0474","DEAL_REASON_EXPERT","270"
"A","wave3_start_pullback_only","2025.01.15 17:30:00","2025.01.16 01:30:00","wave3_start_pullback_only","AUDJPY","SHORT","AUD","JPY","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","3.6290","0.8666","0.1746","valid_wave2","false","3","5","2025.01.14 16:00:00","2025.01.15 04:00:00","1.3704","1.3704","97.40000000","97.45000000","98.02100000","96.53000000","0.62100000","-0.0805","-1.92","0.00","-1.49","-3.41","0.060","1.400","32","0.50178571","28.00","1.0685","DEAL_REASON_EXPERT","272"
