episode_id,first_exclusion_reason,horizon_seconds
ts15e_medium_horizon_202503_USDJPY_mh_58,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_59,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_60,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_61,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_62,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_63,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_64,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_65,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_66,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_67,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_3,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_1,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_68,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_2,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_69,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_1,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_3,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_70,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_2,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_4,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_4,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_71,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_3,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_5,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_72,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_4,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_5,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_6,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_73,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_7,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_74,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_75,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_6,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_7,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_8,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_76,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_8,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_77,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_78,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_9,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_9,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_79,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_10,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_80,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_11,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_81,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_12,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_82,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_83,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_13,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_10,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_14,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_11,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_84,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_15,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_85,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_12,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_16,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_86,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_87,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_88,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_89,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_90,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_91,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_92,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_93,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_94,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_95,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_96,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_97,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_98,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_99,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_100,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_101,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_102,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_103,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_104,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_105,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_106,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_107,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_108,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_109,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_110,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_17,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_13,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_111,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_18,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_14,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_112,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_19,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_15,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_113,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_20,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_16,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_114,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_21,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_17,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_115,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_22,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_18,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_116,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_23,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_19,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_24,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_20,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_117,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_5,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_25,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_21,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_1,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_118,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_22,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_26,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_2,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_119,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_27,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_120,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_121,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_28,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_29,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_122,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_123,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_124,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_23,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_125,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_24,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_30,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_126,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_25,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_127,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_31,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_26,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_32,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_128,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_27,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_33,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_6,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_129,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_28,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_130,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_29,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_7,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_131,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_30,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_34,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_132,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_8,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_3,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_35,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_133,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_31,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_9,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_4,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_134,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_32,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_10,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_36,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_5,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_135,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_11,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_37,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_33,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_6,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_136,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_7,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_34,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_12,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_38,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_137,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_138,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_35,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_8,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_13,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_39,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_139,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_40,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_36,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_9,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_140,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_37,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_41,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_141,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_38,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_14,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_42,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_10,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_142,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_15,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_11,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_143,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_39,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_43,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_144,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_12,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_145,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_40,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_13,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_44,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_146,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_45,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_147,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_148,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_149,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_16,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_150,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_151,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_152,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_46,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_153,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_154,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_47,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_155,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_48,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_156,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_157,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_41,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_158,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_49,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_159,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_160,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_161,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_42,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_162,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_163,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_164,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_17,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_43,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_165,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_44,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_18,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_166,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_45,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_167,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_19,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_14,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_46,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_168,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_169,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_50,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_15,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_47,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_20,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_170,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_16,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_48,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_21,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_51,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_17,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_171,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_49,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_22,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_52,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_172,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_18,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_50,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_23,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_173,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_19,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_53,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_51,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_20,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_174,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_24,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_21,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_175,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_52,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_54,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_25,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_53,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_176,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_22,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_55,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_23,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_177,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_26,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_54,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_178,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_27,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_179,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_180,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_55,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_28,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_181,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_182,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_29,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_183,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_24,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_184,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_30,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_56,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_25,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_31,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_185,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_32,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_26,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_186,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_57,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_27,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_187,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_33,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_58,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_28,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_188,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_59,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_34,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_189,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_29,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_35,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_60,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_190,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_30,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_36,ELIGIBLE,300
