"path","classification","action","reason","sha256"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_202503_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_202503_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_smoke_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","38A5D99924066E1C0F50070D28FBACDA697FDB3A73CFD18A469EE386F52CE700"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_smoke_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","9BB227C74E6D9134182FCB38E1C3C6A362CFA3FE116031DE2262DED37F2D1584"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_smoke_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_smoke_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_smoke_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_revision_smoke_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","01D18DBF987EDE5ED2AA02B479BC471D09CDAD4F59802B9BB49C3F67D360D3AF"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_final_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","B3A4A0B6915D454D11AAD8F22916124387A0BA106A9D21ECA21ADB873D3415D3"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_final_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","407412932E5F73F9A43FC12495F626E3046C6B82DED0AA640DDF2D7D9A84F1F4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_final_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_final_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_final_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_final_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","4783DC424426388C00777BAC9E9087FF9EB423B37F6358333B6614341A8B9C90"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","0E4BA95CCD37AD3622F204709354171C4796CCCE45D5827468EF64DBC80B2B90"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_watermark_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","EFA56178EF13E5816A10106025470825818BEEB0BD1B1D8831F46FB30E9B071A"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_watermark_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","805BA77DB5BA1960A1938F474341CE4A7DE723E3BCB14A2888CE0306CDDF424D"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_watermark_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_watermark_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_watermark_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd_watermark_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_final_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2BE20DE054CEDAAF2FC4575D27A0C087F64357426711382C43A6FCA610B7F08F"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_final_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","6362320AEC68AFB4DD6B2986A63D7D7FB6E61CE231D9DEA1A7288916729E395C"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_final_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_final_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_final_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_final_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_gate_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","7375F04340D58C597854B62A2A2D0723AB1FCB175D4E786F7484542B3C8E283D"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_gate_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","745E353F535F1990FDCB03BFDE2411EFB5EFA41BC701D5543ED617C5C35C58A4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_gate_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_gate_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_gate_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_gate_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","CBA667316D62CCD90653018C0730370B291BA1105A3A61AAF327FFB28AD3B95D"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","72E6E4C8C47E8C263DECBFE63AFC5565DE4217CFC1A0C23AFA2855C7EC124775"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","63BF734D7711B791281725518B192F60AB0E553019EF019DCABC8580B0D43920"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","46070D3BD252E14DCA6A55BD38D07EAE60822571F9C508A8C67E76D9615D9B42"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","66A6660F34B38CD236038B3F6EBD60FDBD0DA7278FC2243B5159F818EC6A6238"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","62D09FED656E082F9CEBF3E9CF27189E0F68C3B97BBFA14262498F1EAE9C444F"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage2_3bd_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","E7A2CD28533E6300A014D5347A50CEB16BC428B502C583CE2C0E967E97A1880D"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage2_3bd_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","494B01ACC502D9881C5AF978C9B4AF3E89FA95829142335039F19D1A44A87212"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage2_3bd_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage2_3bd_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage2_3bd_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage2_3bd_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage3_1week_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","E5AE654A08B5FC905D778BD668772A910AD8C9911060C2796C24445819D5553A"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage3_1week_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","FE7E7D664CECD6C6B7339DAFF19681FF0D7AB1FAD62B0A5D07B6D6205394A3E2"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage3_1week_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage3_1week_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage3_1week_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage3_1week_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage4_202503_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","CFCB752D80BB256A3F1C1888925CECA76BAC9DBB28B10F3565289A157F29D7B5"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage4_202503_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","6DF0D19DE327D854747ABE91D114A9E10B99D7955EFA6DA5D56CFABEA617E441"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage4_202503_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage4_202503_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage4_202503_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v3_stage4_202503_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage2_3bd_final_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","646FDF250E1631853C20036869918CF0F6FA1E9999B21929C544ECE59C11D674"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage2_3bd_final_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","B5800C71A397C7A6160A287C38C46EB9059303B9771E74144D08E58667D0A43C"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage2_3bd_final_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage2_3bd_final_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage2_3bd_final_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage2_3bd_final_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage3_1week_final_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","B03CDCD49D1A8DD953AEE05CEA8F859FAD55FC53389B5B5C2DBA8260C1A7F661"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage3_1week_final_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","D36F3508332981549BBF1643CA023ECF68DAF6C87BAE69B89D20183AB3B5C6E0"
