scenario,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,recovery_factor
overlap_first120_reference,2025-09,7,1,0.14285714285714285,-112.43,8.52,-120.95000000000002,0.07044233154195947,-4.7238,-0.6748285714285714,0.0741640860805143,112.43,-1.0
overlap_first120_reference,2025-10,9,3,0.3333333333333333,-72.14,47.629999999999995,-119.77,0.39767888452867994,-3.1257,-0.3473,0.39650145772594747,106.9,-0.6748362956033676
overlap_first120_reference,2025-11,6,2,0.3333333333333333,-36.599999999999994,53.03,-89.63,0.5916545799397523,-1.6951,-0.2825166666666667,0.577281795511222,47.81999999999999,-0.7653701380175658
overlap_first120_reference,2025-12,6,2,0.3333333333333333,-39.599999999999994,53.160000000000004,-92.76,0.5730918499353169,-1.7183999999999997,-0.28639999999999993,0.5743268349476084,69.43,-0.5703586345959958
target_multiple_1_2_reference,2025-01,1,1,1.0,6.52,6.52,0,inf,0.271,0.271,inf,0.0,inf
target_multiple_1_2_reference,2025-02,1,0,0.0,-24.01,0,-24.01,0.0,-1.0,-1.0,0.0,24.01,-1.0
target_multiple_1_2_reference,2025-04,1,0,0.0,-26.3,0,-26.3,0.0,-1.0162,-1.0162,0.0,26.3,-1.0
target_multiple_1_2_reference,2025-05,2,0,0.0,-48.03,0,-48.03,0.0,-2.0152,-1.0076,0.0,48.03,-1.0
target_multiple_1_2_reference,2025-07,4,2,0.5,10.39,35.230000000000004,-24.84,1.4182769726247988,0.4798999999999999,0.11997499999999997,1.4505257228689448,24.02,0.43255620316403
target_multiple_1_2_reference,2025-10,1,1,1.0,29.38,29.38,0,inf,1.2069,1.2069,inf,0.0,inf
target_multiple_2_0_reference,2025-02,1,0,0.0,-24.01,0,-24.01,0.0,-1.0,-1.0,0.0,24.01,-1.0
target_multiple_2_0_reference,2025-07,3,1,0.3333333333333333,10.45,35.29,-24.84,1.4206924315619966,0.3444999999999999,0.1148333333333333,1.3234134434847917,24.84,0.42069243156199676
target_multiple_2_0_reference,2025-10,1,1,1.0,48.5,48.5,0,inf,1.9943,1.9943,inf,0.0,inf
