scenario,session_candidate_symbol_map,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,recovery_factor
session_reversal_pullback_clean_target_path_first120,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,11,7,0.6363636363636364,132.01,194.87,-62.86,3.100063633471206,5.647399999999999,0.5134,3.117351529694061,55.63,2.3730001797591225
session_reversal_pullback_clean_target_path_first120,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,5,1,0.2,-38.53,28.26,-66.78999999999999,0.4231172331187304,-1.7343,-0.34686,0.3934529430280138,66.79,-0.5768827668812696
session_reversal_pullback_clean_target_path_first120,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,3,0,0.0,-58.32,0,-58.32,0.0,-2.3865,-0.7955,0.0,58.32,-1.0
session_reversal_pullback_clean_target_path_first120,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,4,1,0.25,-33.13999999999999,37.68,-70.82,0.5320530923467948,-1.4928000000000001,-0.37320000000000003,0.504908463783497,48.31999999999999,-0.6858443708609271
session_reversal_pullback_clean_target_path_first60,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,6,3,0.5,35.24999999999999,73.50999999999999,-38.260000000000005,1.9213277574490324,1.4405000000000003,0.2400833333333334,1.8731361377136626,31.03,1.1359974218498226
session_reversal_pullback_clean_target_path_first60,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,4,1,0.25,-31.18,25.69,-56.870000000000005,0.45173202039739757,-1.3249,-0.331225,0.45920241642516024,56.870000000000005,-0.5482679796026024
session_reversal_pullback_clean_target_path_first60,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,4,0,0.0,-92.49,0,-92.49,0.0,-3.8585,-0.964625,0.0,92.49,-1.0
session_reversal_pullback_clean_target_path_first60,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,3,1,0.3333333333333333,-8.149999999999999,37.68,-45.83,0.8221688850098189,-0.48350000000000004,-0.16116666666666668,0.7589610648586669,23.33,-0.34933561937419627
tokyo_first120_reference,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,18,8,0.4444444444444444,10.309999999999988,230.59999999999997,-220.29000000000002,1.0468019428934583,0.4092000000000007,0.02273333333333337,1.0439183025125305,99.64,0.10347250100361288
london_first120_reference,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,26,16,0.6153846153846154,296.49000000000007,508.38000000000005,-211.88999999999996,2.3992637689367133,12.153100000000002,0.46742692307692313,2.386200839492654,94.47999999999999,3.1381244707874694
newyork_first120_reference,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,49,12,0.24489795918367346,-517.7399999999999,188.02999999999997,-705.77,0.26641823823625255,-21.34559999999999,-0.43562448979591817,0.2833920837949442,517.7399999999999,-1.0
overlap_first120_reference,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,32,12,0.375,-58.29999999999998,366.05000000000007,-424.3500000000001,0.862613408742783,-2.2978,-0.07180625,0.8708564234569427,114.5,-0.5091703056768557
target_multiple_1_2_reference,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,11,7,0.6363636363636364,108.91,171.77,-62.86,2.7325803372573976,4.5956,0.4177818181818182,2.7230053989202156,55.63,1.9577566061477618
target_multiple_1_2_reference,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,6,2,0.3333333333333333,-8.720000000000006,58.07,-66.78999999999999,0.8694415331636474,-0.45199999999999974,-0.0753333333333333,0.841919350890078,66.79,-0.13055846683635283
target_multiple_1_2_reference,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,4,2,0.5,4.420000000000001,31.57,-27.15,1.1627992633517497,0.20959999999999987,0.05239999999999997,1.1839080459770113,24.61,0.1796017878911012
target_multiple_1_2_reference,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,4,1,0.25,-45.099999999999994,29.63,-74.72999999999999,0.3964940452294929,-1.8174000000000001,-0.45435000000000003,0.39725391350490846,49.98,-0.902360944377751
target_multiple_2_0_reference,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,11,6,0.5454545454545454,89.53999999999999,178.81,-89.27000000000001,2.0030245323176876,3.9009000000000005,0.3546272727272728,2.0462945578413754,55.63,1.6095631853316554
target_multiple_2_0_reference,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,5,1,0.2,-41.1,25.69,-66.78999999999999,0.38463841892498885,-1.7343,-0.34686,0.3934529430280138,66.79,-0.6153615810750112
target_multiple_2_0_reference,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,3,0,0.0,-57.589999999999996,0,-57.589999999999996,0.0,-2.3865,-0.7955,0.0,57.589999999999996,-1.0
target_multiple_2_0_reference,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,3,1,0.3333333333333333,3.6200000000000045,49.45,-45.83,1.078987562731835,-0.009600000000000053,-0.0032000000000000175,0.9952141183508649,23.33,0.1551650235747966
