comparison_scope,record_type,record_key,aspect,field,compared_values,mismatches,reference_value,candidate_value,classification
preservation_oracle,summary,DETECTOR:GBPUSD:w500,funnel,raw_candidates,1,0,2794,2794,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w500,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w500,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w500,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w500,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w500,funnel,value,1,0,evaluable=404134;grid_missing=4757781;noise_floor_uses=433806;baseline_refreshes=599142;noise_floor_rate=0.72404538;histogram_overflow=0,evaluable=404134;grid_missing=4757781;noise_floor_uses=433806;baseline_refreshes=599142;noise_floor_rate=0.72404538;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w1000,funnel,events,1,0,2,2,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w1000,funnel,raw_candidates,1,0,1258,1258,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w1000,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w1000,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w1000,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w1000,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w1000,funnel,value,1,0,evaluable=185770;grid_missing=2118849;noise_floor_uses=222251;baseline_refreshes=386609;noise_floor_rate=0.57487280;histogram_overflow=0,evaluable=185770;grid_missing=2118849;noise_floor_uses=222251;baseline_refreshes=386609;noise_floor_rate=0.57487280;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w250,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w250,funnel,raw_candidates,1,0,6751,6751,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w250,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w250,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w250,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w250,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w250,funnel,value,1,0,evaluable=1042709;grid_missing=7776274;noise_floor_uses=2183858;baseline_refreshes=2245559;noise_floor_rate=0.97252310;histogram_overflow=0,evaluable=1042709;grid_missing=7776274;noise_floor_uses=2183858;baseline_refreshes=2245559;noise_floor_rate=0.97252310;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w500,funnel,events,1,0,6,6,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w500,funnel,raw_candidates,1,0,4621,4621,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w500,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w500,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w500,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w500,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:USDCAD:w500,funnel,value,1,0,evaluable=692894;grid_missing=4150680;noise_floor_uses=779068;baseline_refreshes=860237;noise_floor_rate=0.90564344;histogram_overflow=0,evaluable=692894;grid_missing=4150680;noise_floor_uses=779068;baseline_refreshes=860237;noise_floor_rate=0.90564344;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w1000,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w1000,funnel,raw_candidates,1,0,312,312,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w1000,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w1000,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w1000,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w1000,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w1000,funnel,value,1,0,evaluable=46194;grid_missing=2280246;noise_floor_uses=184852;baseline_refreshes=225224;noise_floor_rate=0.82074734;histogram_overflow=0,evaluable=46194;grid_missing=2280246;noise_floor_uses=184852;baseline_refreshes=225224;noise_floor_rate=0.82074734;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w250,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w250,funnel,raw_candidates,1,0,2083,2083,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w250,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w250,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w250,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w250,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w250,funnel,value,1,0,evaluable=301570;grid_missing=8548964;noise_floor_uses=1448834;baseline_refreshes=1472913;noise_floor_rate=0.98365212;histogram_overflow=0,evaluable=301570;grid_missing=8548964;noise_floor_uses=1448834;baseline_refreshes=1472913;noise_floor_rate=0.98365212;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w500,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w500,funnel,raw_candidates,1,0,1827,1827,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w500,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w500,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w500,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w500,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:USDCHF:w500,funnel,value,1,0,evaluable=265186;grid_missing=4539765;noise_floor_uses=459783;baseline_refreshes=471174;noise_floor_rate=0.97582422;histogram_overflow=0,evaluable=265186;grid_missing=4539765;noise_floor_uses=459783;baseline_refreshes=471174;noise_floor_rate=0.97582422;histogram_overflow=0,MATCH
